form,lemma,pos
DAar,haar,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
het,het,"pron(pers,3,sing)"
oude,oud,adj()
Jaar,haar,n(plu)
"verdwenen,",verdwijnen,"v(participle,past)"
Het,eten,conj(coord)
nieuwen,nieuw,adj()
in,in,adp()
sijn,zijn,pron(poss)
plaats,plaats,n(sing)
"verschenen,",verschijnen,"v(participle,past)"
End',en,conj(coord)
ick,ik,"pron(pers,1,sing)"
de,de,art(def)
selve,zelf,pron(dem)
die,die,pron(rel)
ick,ik,"pron(pers,1,sing)"
was:,zijn,"v(fin,past,aux_cop)"
Daar,haar,n(prop)
duysend,duizend,num(card)
die,die,pron(rel)
't,eten,adv(gener)
met,met,adp()
my,ik,"pron(pers,1,sing)"
begonnen,beginnen,"v(participle,past)"
(Den,een,adv(dem)
draad,draad,n(sing)
haar,haar,"pron(pers,3,sing)"
s',zo,pron(poss)
levens,leven,n(sing)
af-gesponnen),afspennen+daar,n(sing)
In,ne,adv(neg)
't,et,art(def)
graf,graf,n(sing)
geworden,worden,"v(participle,past)"
sijn,zijn,"v(fin,pres,aux_cop)"
tot,tot,conj(coord)
asch.,as,n(sing)
My,gij,adv(gener)
heeft,hebben,"v(fin,pres,aux_cop)"
des,de,art(def)
Hemels,aemilius,n(sing)
wijse,wijs,adj()
Reden,eden,n(plu)
Door,horen,n(sing)
duysend,duizend,num(card)
rampen,ramp,n(plu)
heen,heen,num(card)
doen,doen,n(sing)
"treden,",treden,adp()
Ter,haar,pron(poss)
eeren,eren,n(sing)
van,van,adp()
sijn,zijn,pron(poss)
"Heerlijckheyd,",heerlijkheid,n(sing)
Ten,een,conj(coord)
uytroep,uitroep,n(sing)
van,van,adp()
sijn,zijn,pron(poss)
wond're,wonder,n(sing)
name;,naam,"v(fin,past,lex)"
Duyck!,huik,n(prop)
duyck!,duik,n(prop)
mijn,mijn,pron(poss)
"siel,",ziel,n(sing)
gy,gij,"pron(pers,2,plu)"
moogt,mogen,"v(fin,pres,aux_cop)"
u,uw,pron(poss)
schame',schaam,n(sing)
Van,ja,adp()
dese,deze,pron(dem)
jaars,jaar,n(sing)
nalaticheyd.,naaldigheid,n(sing)
De,ee,conj(coord)
son,zoon,n(sing)
drie-hondert,driehonderd,num(card)
t',tot,art(def)
sestig,zestig,num(card)
malen,malen,n(sing)
Den,een,conj(coord)
kim,kym,n(sing)
"ontworstelt,",ontwersten,"v(participle,past)"
heeft,hebben,"v(fin,pres,aux_cop)"
sijn,zijn,pron(poss)
stralen,straal,n(sing)
Op,op,conj(coord)
my,ik,"pron(pers,1,sing)"
doen,doen,adv(dem)
dalen:,dalen,v(infin)
en,ne,conj(coord)
sijn,zijn,pron(poss)
"cragt,",kracht,n(sing)
Sijn,een,adp()
