form,lemma,pos
Dat,hebben,"v(fin,pres,lex)"
nu,nu,adv(dem)
elk,elk,num(indef)
d'Algoedheid,de+liggood+het,n(sing)
"prijze,",prijs,n(sing)
't,et,adp()
Loflied,hoflitten,n(sing)
rijze!,rijk,v(infin)
Zingen,hangen,"v(fin,pres,lex)"
wij,wij,"pron(pers,1,plu)"
nu,nu,adv(dem)
God,hood,adv(gener)
ter,de+te,art(def)+adp()
"eer,",eer,n(sing)
Looft,hoofd,adv(gener)
"Hem,",hij,adv(gener)
"die,",die,pron(rel)
en,ne,adv(neg)
"wind,",winnen,n(sing)
en,een,conj(coord)
baren,baren,"v(fin,pres,lex)"
Deed,eed,conj(coord)
"bedaren,",bederen,v(infin)
Knielt,inhouden,n(sing)
voor,voor,adp()
Hem,hij,adv(gener)
aanbiddend,aanbidden+hij,n(sing)
neêr.,neder,n(sing)
Door,horen,n(sing)
der,de,art(def)
stormenloeijend,stormeliekel,n(sing)
woeden,woeden,"v(fin,past,aux_cop)"
Storten,horten,adv(gener)
"vloeden,",vloed,"v(fin,pres,lex)"
Hoog,oog,adv(gener)
"gelegen,",liggen,v(infin)
plotsling,ploetlong,n(sing)
neêr;,neer,conj(coord)
"Wij,",twee,num(card)
door,door,adp()
d'ongetemde,de+ongemeten,art(def)+adj()
golven,golven,n(plu)
Schier,er+heer,misc()
"bedolven,",bedelven,v(infin)
Zagen,haag,v(infin)
nergens,nergens,adv(gener)
uitkomst,uitkomen,n(sing)
meer.,meer,num(indef)
Maar,haar,n(sing)
Gij,ik,"pron(pers,1,sing)"
Heer!,eer,n(sing)
woudt,willen,"v(fin,pres,lex)"
U,zij,"pron(pers,2,plu)"
"ontfermen,",ontfermen,v(infin)
Op,op,conj(coord)
ons,wij,"pron(pers,1,plu)"
kermen;,kermen,v(infin)
Op,op,conj(coord)
ons,wij,"pron(pers,1,plu)"
"roepen,",roepen,n(plu)
wij,wij,"pron(pers,1,plu)"
vergaan!,vergang,"v(participle,past)"
Toondet,honden,"v(fin,pres,lex)"
Gij,gij,"pron(pers,1,sing)"
uw,uw,adp()
alvermogen:,alvermoegen,adv(gener)
Opgetogen,optrekken,"v(participle,past)"
Zien,eine,"v(fin,pres,aux_cop)"
wij,wij,"pron(pers,1,plu)"
onze,ons,pron(poss)
redding,reding,n(sing)
aan.,aan,adp()
IJlings,halling,n(sing)
woudt,willen,"v(fin,past,aux_cop)"
Gij,gij,"pron(pers,1,sing)"
uitkomst,uitkomen,adj()
schenken;,schenken,v(infin)
Op,op,conj(coord)
uw,uw,pron(poss)
wenken,wenken,v(infin)
Toonde,hond,n(sing)
't,et,adv(gener)
al,al,num(indef)
gehoorzaamheid:,gehoorzaamheid,n(sing)
Gij,twee,"pron(pers,1,sing)"
"geboodt,",gebieden,"v(participle,past)"
de,de,art(def)
winden,wind,n(plu)
"zwegen,",zwijgen,v(infin)
"Ja,",a,interj()
zij,zij,"pron(pers,3,plu)"
zwegen,zwijgen,"v(fin,past,lex)"
Voor,hoor,adp()
die,de,art(def)
stem,stem,n(sing)
der,de,art(def)
majesteit.,maastigheid,n(sing)
"Nu,",gij,misc()
nu,nu,adv(dem)
juichen,juk,"v(fin,pres,lex)"
onze,ons,pron(poss)
"harten,",hart,n(plu)
Vrij,vrij,n(prop)
van,van,adp()
smarten;,smart,n(prop)
Heer!,eer,n(sing)
wat,wat,pron(inter)
zijt,zijn,n(sing)
Gij,twee,"pron(pers,1,sing)"
goed,goed,adj()
en,ne,adv(neg)
groot!,groot,"v(fin,pres,lex)"
"Gij,",twee,num(card)
door,door,adp()
eindloos,eindeloos,adj()
mededoogen,mededogen,n(sing)
Straks,otrax,n(sing)
"bewogen,",bewoegen,v(infin)
Schenkt,gekenken,v(imp)
ons,wij,"pron(pers,1,plu)"
leven,leven,n(sing)
uit,uit,adp()
den,de,art(def)
dood.,dood,n(sing)
Wil,el,num(indef)
nu,nu,adv(dem)
aan,aan,adp()
verleegnen,verlengen,v(infin)
"denken,",denken,n(plu)
Hulpe,hulp,adv(gener)
"schenken,",schenken,n(plu)
Waar,haar,conj(coord)
men,men,pron(indef)
nog,noch,adv(gener)
geen,geen,pron(indef)
uitkomst,uitkomen,n(sing)
"ziet,",zien,"v(fin,pres,lex)"
Leer,eer,adv(gener)
ook,ook,adv(gener)
daar,daar,n(sing)
uw,uw,"pron(pers,2,plu)"
redding,reding,n(sing)
wachten:,wachten,v(infin)
Donkre,onker,n(sing)
nachten,nacht,n(plu)
Worden,horen,adp()+art(def)
"licht,",licht,adj()
als,als,conj(subord)
Gij,gij,"pron(pers,1,sing)"
't,eten,pron(dem)
gebiedt.,gebieden,"v(fin,pres,lex)"
