form,lemma,pos
DAar,haar,n(prop)
drijft,drijven,"v(fin,pres,lex)"
mjn,mijn,pron(poss)
Ziel,eli,n(sing)
mijn,mijn,pron(poss)
eenich,enig,num(indef)
"leven,",leven,n(sing)
(Mijn,eine,pron(poss)
hert,hart,n(sing)
"beklemt,",bekleemd,"v(fin,pres,lex)"
mijn,mijn,pron(poss)
leden,lid,n(plu)
"beven,",beven,adv(gener)
Verdronken,draderonken,n(plu)
int,het+in,art(def)+adp()
verduyvelt,verdeuvelveld,n(sing)
nat.,nat,adj()
"Ach,",gij,"pron(pers,1,sing)"
had,hebben,"v(fin,past,aux_cop)"
Neptun,erpun,v(infin)
geen,geen,pron(indef)
mededogen,mededogen,n(plu)
Was,as,conj(subord)
hy,hij,"pron(pers,3,sing)"
met,met,adp()
Hero,eer,n(sing)
niet,niet,adv(neg)
bewogen,bewoegen,v(infin)
Voor,horen,n(sing)
hy,hij,"pron(pers,3,sing)"
haar,haar,pron(poss)
helft,helft,n(sing)
verdroncken,verdrinken,"v(participle,past)"
had.,hebben,"v(fin,past,aux_cop)"
Daar,haar,n(prop)
tobt,tobben,n(sing)
en,ne,adv(neg)
sollen,zullen,"v(fin,pres,aux_cop)"
hem,hij,"pron(pers,3,sing)"
de,de,art(def)
baren:,baren,n(plu)
Daar,haar,n(prop)
komt,komen,"v(fin,pres,lex)"
den,de,art(def)
Helsche,hels,adj()
Voerman,hoorman,n(sing)
varen,varen,v(infin)
En,ne,"pron(pers,3,sing)+adv(neg)"
soekt,zoeken,"v(fin,pres,lex)"
zijn,zijn,pron(poss)
Rif,heffen,n(sing)
int,in+dat,art(def)+adp()
woeste,woest,adj()
meer:,meer,n(sing)
Ach,gij,"pron(pers,1,sing)"
wrede,wreed,adj()
"Zee,",ee,adv(gener)
ach,ach,interj()
Helse,elzen,adv(gener)
stormen!,storm,adj()
Hebt,hebben,v(imp)
gy,gij,"pron(pers,2,plu)"
Leander,eenhaar,adj()
weg,weg,n(sing)
"genomen,",nemen,"v(participle,past)"
Versaat,herzaad,conj(comp)
u,gij,"pron(pers,2,plu)"
met,met,adp()
zijn,zijn,pron(poss)
Hero,eer,misc()
weer.,zijn,n(sing)
K'spring,espringen,"v(fin,past,lex)"
dan,dan,conj(comp)
in,in,adp()
"Zee,",ee,pron(poss)
k'om,komen,n(sing)
hels,hel,n(sing)
zijn,zijn,pron(poss)
"leden,",lijden,n(plu)
'K,.,"pron(pers,3,sing)"
wil,willen,"v(fin,pres,aux_cop)"
met,met,adp()
mijn,mijn,pron(poss)
lief,lief,n(sing)
ten,de+te,adp()+art(def)
afgront,afgrond,n(sing)
"treeden,",treden,"v(participle,past)"
Hy,een,adv(gener)
heeft,hebben,"v(fin,pres,aux_cop)"
mijn,mijn,pron(poss)
in,in,adp()
genomen,nemen,"v(participle,past)"
dat,dat,pron(rel)
Ick,gij,adv(gener)
midden,midden,adv(gener)
inde,en,conj(coord)
golve,godlof,n(sing)
"blaake,",blaak,"v(fin,pres,lex)"
K'sal,azel,conj(subord)
mijne,mijn,pron(poss)
liefde,liefde,n(sing)
niet,niet,adv(neg)
"versake,",verzaken,"v(fin,pres,lex)"
Op,op,adp()
onsen,ons,pron(poss)
brant,brand,n(sing)
geen,geen,pron(indef)
water,water,n(sing)
"vat,",vat,adp()
