form,lemma,pos
Ick,elk,"pron(pers,1,sing)"
wil,willen,"v(fin,pres,aux_cop)"
van,van,adp()
"hier,",hier,n(sing)
ende,en,conj(coord)
dat,dat,pron(dem)
moet,moeten,n(sing)
"sijn,",zijn,v(infin)
vander,de+van,art(def)+adp()
werelt,wereld,n(sing)
so,zo,adv(resum)
wil,willen,"v(fin,pres,aux_cop)"
ick,ik,"pron(pers,1,sing)"
"sceyden,",scheiden,v(infin)
want,want,conj(coord)
Iesu,jezus,"v(fin,pres,lex)+pron(pers,3,sing)"
du,du,"pron(pers,2,sing)"
biste,zijn,"v(fin,pres,aux_cop)"
een,een,art(indef)
trooster,trooster,n(sing)
"mijn,",mijn,n(sing)
nae,na,adp()
u,gij,"pron(pers,2,plu)"
so,zo,adv(gener)
wil,willen,"v(fin,pres,aux_cop)"
ick,ik,"pron(pers,1,sing)"
beyden.,beiden,v(infin)
Bethanien,ethinia,v(infin)
is,zijn,"v(fin,pres,aux_cop)"
een,een,art(indef)
schone,schoon,adj()
"stadt,",stad,n(sing)
van,van,adp()
duechden,deugd,n(plu)
is,zijn,"v(fin,pres,aux_cop)"
si,zij,"pron(pers,3,plu)"
rijcke;,rijk,n(prop)
"Hierusalem,",jeruzalem,n(prop)
dat,dat,pron(rel)
hier,hier,adv(dem)
boven,boven,pronadv(prep)
"staet,",staan,"v(fin,pres,lex)"
waer,waar,adv(gener)
vintmen,men+vinden,"pron(indef)+v(fin,pres,lex)"
dies,dat,pron(dem)
ghelijcke.,gelijk,adj()
Ick,zes,"pron(pers,1,sing)"
sach,zien,"v(fin,past,lex)"
mijn,mijn,pron(poss)
heere,heer,n(sing)
van,van,adp()
hemelrijc,hemelrijk,n(sing)
op,op,adp()
eenen,een,art(indef)
ezel,ezel,n(sing)
riden;,rijden,v(infin)
die,de,art(def)
cleederkens,kleedkers,n(plu)
waren,zijn,"v(fin,past,aux_cop)"
hem,hij,"pron(pers,3,sing)"
onder,onder,adp()
"gespreyt,",spreiden,"v(participle,past)"
daer,daar,adv(dem)
toe,toe,pronadv(prep)
die,de,art(def)
groene,groen,adj()
risen.,rijzen,n(sing)
Doen,hoen,pronadv(rel)
hi,hij,"pron(pers,3,sing)"
binnen,binnen,adp()
Ierusalem,jeruzalem,n(prop)
"quam,",komen,"v(fin,past,lex)"
hoe,hoe,adv(inter)
luyde,man,n(plu)
wast,het+zijn,"v(fin,pres,lex)"
dat,dat,conj(subord)
sij,zij,"pron(pers,3,plu)"
songhen:,zingen,"v(fin,past,lex)"
‘Ozanna,azanna,n(prop)
filio,filio,misc()
"David,",avod,n(prop)
vergeeft,vergeven,"v(fin,pres,lex)"
ons,wij,"pron(pers,1,plu)"
onse,ons,pron(poss)
sonden.’,zonde,n(plu)
Doen,hoon,conj(subord)
hi,hij,"pron(pers,3,sing)"
aenden,aan+de,adp()+art(def)
cruysboom,kruisboom,n(sing)
"hinc,",hangen,"v(fin,past,lex)"
met,met,adp()
sinen,zijn,pron(poss)
rooden,rood,adj()
"monde,",mond,n(sing)
