form,lemma,pos
't,eten,misc()
behaag',behagen,n(sing)
U,.,conj(coord)
mij,ik,"pron(pers,1,sing)"
gehoor,gehoren,adj()
te,te,adp()
geeven;,geven,v(infin)
Ik,kok,misc()
zend,zenden,v(imp)
mijn,mijn,pron(poss)
klaagstem,klachtsmacht,n(sing)
tot,tot,conj(coord)
uw',uw,n(prop)
troon:,troon,n(sing)
O,gij,conj(coord)
Heer!,eer,n(plu)
dat,dat,conj(subord)
zich,zich,"pron(refl,3,sing)"
uw,uw,"pron(pers,1,sing)"
hulp,hulp,n(sing)
vertoon';,vertonen,"v(participle,past)"
Laat,haat,n(prop)
mij,ik,"pron(pers,1,sing)"
voor,voor,adp()
's,zijn,pron(poss)
vijands,vijand,n(sing)
magt,macht,n(sing)
niet,niet,adv(neg)
beeven;,beven,"v(participle,past)"
Behoed,hebben,misc()
mijn,mijn,pron(poss)
leven.,leven,n(sing)
Verberg,herberg,n(prop)
mij,ik,"pron(pers,1,sing)"
voor,voor,adp()
de,de,art(def)
"listigheden,",listigheid,n(plu)
En,na,conj(coord)
voor,voor,adp()
den,de,art(def)
heimelijken,heimelijk,adj()
raad,raad,n(sing)
Der,haar,pron(poss)
"boozen,",bozen,n(sing)
die,die,pron(rel)
geneigd,neigen,"v(fin,pres,lex)"
tot,tot,adp()
"kwaad,",kwaad,n(prop)
Oproerig,eprorijs,adj()
in,in,adp()
hun,zij,"pron(pers,3,plu)"
doen,doen,v(infin)
en,en,art(indef)
"reden,",rede,v(infin)
Steeds,eten+het,n(sing)
onrecht,onrecht,n(sing)
smeeden.,smeden,n(sing)
Bescherm,eerscheid,n(prop)
mij,ik,"pron(pers,1,sing)"
tegen,tegen,adp()
't,et,art(def)
wreed,wreed,adj()
"vermogen,",vermogen,"v(participle,past)"
Van,ja,adp()
"hun,",hun,pron(poss)
wier,wier,n(sing)
tong,tong,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
als,als,conj(subord)
een,een,art(indef)
zwaard;,zwaard,n(sing)
Wier,ier,pron(poss)
"taal,",taal,n(sing)
met,met,adp()
bitterheid,bitterheid,n(sing)
"gepaard,",gepaard,adj()
Tot,hood,adv(gener)
pijlen,pijl,n(plu)
dient,dienen,"pron(rel)+pron(pers,3,sing)"
op,op,adp()
hunne,hun,pron(poss)
"boogen,",boog,n(plu)
Om,hij,"pron(pers,1,sing)"
t',te,art(def)
ooreloogen.,oorlogen,n(plu)
Zij,ik,"pron(pers,2,plu)"
leggen,leggen,v(infin)
laagen,laag,"v(fin,pres,lex)"
voor,voor,adp()
de,de,art(def)
"vroomen,",vroom,n(plu)
Verschuilen,herscolie,n(plu)
zich,zich,"pron(refl,3,sing)"
voor,voor,adp()
hun,zij,"pron(pers,3,plu)"
"gezicht,",ziekte,"v(participle,past)"
En,in,conj(coord)
treffen,tref,num(card)
straks,straak,n(prop)
hen,zij,"pron(refl,3,plu)"
met,met,adp()
hunn',hun,n(sing)
schicht;,schicht,n(sing)
Waardoor,jaar,misc(latin)
zij,zij,"pron(pers,3,plu)"
wreed,wreed,adj()
hen,zij,"pron(pers,3,plu)"
om,om,adp()
doen,doen,v(infin)
"komen,",komen,v(infin)
