form,lemma,pos
Juyght,hugen,n(sing)
Adams,etam,n(prop)
"zaedt,",zaden,"v(fin,pres,lex)"
vervormt,vervormen,v(imp)
u,uw,"pron(pers,2,sing)"
aerdt,harden,n(prop)
Van,ja,adp()
de,de,art(def)
"boosheydt,",boosheid,n(sing)
godloosheydt,godshuis,n(sing)
daers',daar+zij,pron(dem)
is,zijn,"v(fin,pres,aux_cop)"
mee,mee,num(indef)
bemet:,beemd,"v(participle,past)"
Siet,iet,interj()
hoe,hoe,adv(inter)
een,een,art(indef)
Maeghd,haag,n(sing)
haer,haar,pron(poss)
Vader,ader,n(sing)
"baerdt,",beraden,"v(fin,pres,lex)"
Ons,een,pron(poss)
"Behoeder,",hebben+hij,adv(gener)
en,een,adv(neg)
"Broeder,",droed,n(sing)
voldoender,voldoen,"v(participle,pres)"
der,de,art(def)
"Wet,",eed,n(sing)
Een,een,conj(coord)
die,die,pron(rel)
ons,wij,"pron(pers,1,plu)"
ontlaed,ontladen,"v(fin,pres,lex)"
van,van,adp()
ziels,ziel,n(sing)
droeve,droef,n(sing)
"drucken,",drukken,n(plu)
Ontgrendelt,ontgreden,"v(participle,past)"
het,het,"pron(pers,3,sing)"
sael'ghe,zalig,adj()
Hemels,aemilius,n(sing)
"huys,",huis,n(sing)
Die,hij,conj(coord)
krachtigh,krachtig,adj()
slaet,slaan,"v(fin,pres,lex)"
des,de,art(def)
Slanghs,lang,n(sing)
kop,kop,n(sing)
aen,aan,adp()
"stucken,",stuk,n(plu)
Heght,echt,adp()
't,at,art(def)
bloedige,bloedig,adj()
Hantschrift,handschrift,n(sing)
gescheurt,scheuren,"v(participle,past)"
aen,aan,adp()
't,at,art(def)
"Kruys,",reus,n(sing)
Die,hij,conj(coord)
al,al,num(indef)
't,at,art(def)
Ziels,ijs,n(sing)
quaedt,kwaad,n(sing)
//,.,conj(coord)
"verslint,",verslinden,adj()
En,lemma_unclear,adp()
ons,wij,pron(poss)
ghenaed,genade,n(sing)
//,.,conj(coord)
"verwint,",verwinnen,"v(fin,pres,lex)"
Dien,een,adp()
grooten,groot,adj()
Koningh,honing,n(sing)
//,.,conj(coord)
En,lemma_unclear,art(indef)
vorst,vorst,n(sing)
van,van,adp()
het,het,"pron(pers,3,sing)"
Al:,50,n(sing)
Verkiest,eerst,"v(participle,past)"
tot,tot,conj(coord)
sijn,zijn,pron(poss)
woningh,woning,n(sing)
//,.,conj(coord)
Op,op,conj(coord)
aerd,aard,v(imp)
nu,nu,adv(dem)
een,een,art(indef)
Stal.,atal,n(sing)
Een,een,adv(neg)
"Stal,",atal,"v(fin,pres,lex)"
een,een,art(indef)
"Schuer,",ekhuur,n(sing)
een,een,art(indef)
stroyen,strooien,"v(infin,subs)"
"hut,",uit,v(imp)
Voor,horen,conj(coord)
het,het,"pron(pers,3,sing)"
"pralen,",praal,"v(fin,pres,lex)"
der,de,art(def)
Salen,halen,n(sing)
van,van,adp()
een,een,art(indef)
Prinslijck,grienslijk,adj()
"Slot,",lot,n(sing)
