form,lemma,pos
VRolijk,roel,adv(gener)
hert!,hert,n(sing)
maackt,maken,n(sing)
groot,groot,adj()
den,de,art(def)
"Heer,",eer,n(sing)
Geeft,hebben,"v(fin,pres,lex)"
hem,hij,"pron(pers,3,sing)"
eer;,eer,adv(gener)
Halelu-jah!,aleoflijk,n(prop)
zy,zij,"v(fin,pres,aux_cop)"
mijn,mijn,pron(poss)
"Reytrant,",erteren,n(sing)
Ieugdig,een+goud,adj()
hert,hart,n(sing)
en,ne,adv(neg)
Geest,eeste,"pron(pers,3,sing)+v(fin,pres,aux_cop)"
"verheugt,",verheugen,"v(fin,pres,lex)"
Prijst,rijzen,v(imp)
de,de,art(def)
"Deugd,",eigen,n(sing)
Van,hangen,adp()
mijn,mijn,pron(poss)
"God,",hoofd,n(sing)
mijn,mijn,pron(poss)
"Rots,",hoeden,n(sing)
mijn,mijn,pron(poss)
Heylant.,eiland,n(sing)
"Arm,",arm,adv(gener)
"veragt,",verhaten,"v(participle,past)"
"verschopt,",verschopen,"v(participle,past)"
"versmaadt,",versmaden,"v(participle,past)"
Was,as,interj()
mijn,mijn,pron(poss)
staat;,stad,n(sing)
Op,op,conj(coord)
my,ik,"pron(pers,1,sing)"
sag,zien,"v(fin,past,lex)"
hy,hij,"pron(pers,3,sing)"
door,door,adp()
de,de,art(def)
wolcken:,wolk,n(sing)
"Sag,",wagen,n(plu)
en,ne,adv(neg)
keerden,keren,"v(fin,past,lex)"
so,zo,adv(dem)
mijn,mijn,pron(poss)
druck,druk,n(sing)
In,een,pron(poss)
"geluck,",geluk,n(sing)
Dat,haten,v(prtcl)
verbaast,verbassen,adj()
staan,staan,adj()
land,land,n(sing)
en,een,art(indef)
volcken.,volk,n(sing)
"Groote,",rood,adj()
groote,groot,adj()
dingen,ding,n(plu)
heeft,hebben,"v(fin,pres,aux_cop)"
Hy,hij,"pron(pers,2,plu)"
die,de,pron(rel)
leeft,leven,"v(fin,pres,lex)"
Aan,hangen,adp()
my,ik,"pron(pers,1,sing)"
arme,arm,adj()
Maagt,hachten,adv(gener)
bewesen.,bewijzen,v(infin)
Dat,hebben,conj(coord)
