form,lemma,pos
Ach,du,"pron(pers,2,plu)"
wat,wat,pron(inter)
kan,kunnen,"v(fin,pres,aux_cop)"
een,een,art(indef)
Zeeman,iemand,n(sing)
"hoopen,",hopen,v(infin)
Als,als,adv(gener)
de,de,art(def)
wind,wind,n(sing)
des,de,art(def)
ongeluks,ongeluk,n(sing)
blaast.,blazen,n(sing)
Want,hand,adv(gener)
daar,daar,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
geen,geen,pron(indef)
troost,troost,n(sing)
meer,meer,adv(gener)
"over,",over,conj(coord)
Daar,haar,interj()
de,de,art(def)
liefde,liefde,n(sing)
driftig,driftig,adj()
"vaart,",vaart,n(sing)
't,eten,adp()
Is,zijn,"pron(pers,3,sing)"
een,een,art(indef)
leeven,leven,v(infin)
zonder,zonder,adp()
"leeven,",leven,n(sing)
't,eten,pron(rel)
Is,zijn,"pron(pers,3,sing)"
gestadig,gestadig,adj()
sterven,sterven,n(plu)
"pyn,",pijn,n(sing)
Als,als,"v(fin,pres,aux_cop)"
twee,twee,num(card)
herten,hart,n(plu)
zaamen,zamen,"v(fin,pres,aux_cop)+pron(indef)"
"kleeven,",kleven,v(infin)
Moet,hoeden,conj(coord)
het,het,"pron(pers,3,sing)"
schyden,scheiden,v(infin)
dodelyk,dodelijk,adj()
zyn.,zijn,v(infin)
Ik,kok,n(sing)
moet,moeten,"v(fin,pres,aux_cop)"
helaas,elaas,n(prop)
dan,dan,conj(comp)
van,van,adp()
uw,uw,pron(poss)
"scheiden,",scheiden,v(infin)
Ach,cij,interj()
wat,wat,pron(rel)
een,een,art(indef)
smaad,smaden,n(sing)
en,ne,adv(neg)
wat,wat,pron(rel)
een,een,art(indef)
"spyt,",spit,n(sing)
Daar,haar,interj()
wy,wij,"pron(pers,1,plu)"
elkander,elkander,"pronadv(pers)+v(fin,pres,aux_cop)"
alle,al,num(indef)
"beiden,",beiden,n(plu)
Minnen,en,n(plu)
in,in,adp()
"oprechtigheid,",oprechtigheid,n(sing)
Ik,conkert,"pron(pers,1,sing)"
zweer,zweer,adv(gener)
u,gij,"pron(pers,2,sing)"
by,bij,adp()
myn,mijn,pron(poss)
dood,dood,n(sing)
en,ne,adv(neg)
"leeven,",leven,"v(fin,pres,lex)"
Dat,hebben,interj()
ik,ik,"pron(pers,1,sing)"
nooit,nooit,adv(gener)
myn,mijn,pron(poss)
egten,echt,n(sing)
"trouw,",trouw,n(sing)
Aan,ja,adp()
een,een,art(indef)
ander,ander,adj()
hand,hand,n(sing)
zal,zullen,"v(fin,pres,aux_cop)"
"geeven,",geven,v(infin)
Als,als,"v(fin,pres,aux_cop)"
aan,aan,adp()
uw,uw,"pron(pers,2,plu)"
myn,mijn,pron(poss)
schoon,schoon,adj()
jonkvrouw.,jonkvrouw,n(sing)
Staak,getaken,art(def)+n(sing)
uw,uw,pron(poss)
klaagen,klagen,v(infin)
edele,edel,adj()
"minnaar,",minnaar,n(sing)
Uwe,uw,pron(inter)
trouw,trouw,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
my,ik,"pron(pers,1,sing)"
"bekend,",bekennen,"v(participle,past)"
Eindelyk,eindelijk,adv(gener)
word,worden,"v(fin,pres,aux_cop)"
gy,gij,"pron(pers,2,plu)"
"verwinnaar,",verwinnen+vinden,adj()
Zo,o,interj()
gy,gij,"pron(pers,2,plu)"
voorts,voorts,n(sing)
Standvastig,intastigvius,adj()
bent.,het+zijn,"v(fin,pres,lex)"
Bitter,eten+zij,"adp()+pron(pers,3,sing)"
valt,vallen,"v(fin,pres,lex)"
het,het,"pron(pers,3,sing)"
dus,dus,adv(dem)
te,te,adp()
"schelden,",schelden,v(infin)
Van,hangen,adp()
uw,uw,pron(poss)
alderliefste,allerliefst,adj()
"pand,",pand,n(sing)
Maar,zij,conj(coord)
na,na,adp()
leiden,leiden,v(infin)
komt,komen,"v(fin,pres,aux_cop)"
"verbleiden,",verblijden,v(infin)
Waare,arend,pron(poss)
liefde,liefde,n(sing)
houd,houd,adj()
steeds,stad,n(sing)
stand.,staan,n(sing)
Ach,gij,"pron(pers,1,sing)"
wie,wie,pron(inter)
troost,troosten,"v(fin,pres,lex)"
my,ik,"pron(pers,1,sing)"
in,in,adp()
myn,mijn,pron(poss)
"klaagen,",klagaag,n(sing)
Wie,hij,adv(gener)
treft,tref,"v(fin,pres,lex)"
dus,dus,adv(dem)
myn,mijn,pron(poss)
ziel,ziel,n(sing)
en,een,conj(coord)
"smert,",smart,"v(fin,pres,lex)"
Wie,hij,adv(gener)
ontfermt,ontfermen,"v(fin,pres,lex)"
zig,zich,v(imp)
myner,mijn,pron(poss)
"Klaagen,",laalge,n(sing)
Daar,haar,conj(coord)
ik,ik,"pron(pers,1,sing)"
van,van,adp()
overrompeld,overmolden,n(sing)
"werd,",worden,"v(fin,pres,aux_cop)"
Moet,hoeden,adv(gener)
ik,ik,"pron(pers,1,sing)"
my,ik,"pron(refl,1,sing)"
van,van,adp()
uw,uw,"pron(pers,2,plu)"
"begeeven,",begeven,"v(fin,pres,lex)"
Ach,gij,"pron(pers,1,sing)"
myn,mijn,pron(poss)
schoonste,schoon,adj()
"zielsvorstin,",zielvoster,n(sing)
Eenigst,enigen,adj()
leeven,leven,n(sing)
van,van,adp()
myn,mijn,pron(poss)
"leeven,",leven,n(sing)
Waarde,aard,n(sing)
voorwerp,voorwerp,adv(gener)
myner,mijn,pron(poss)
min.,min,num(indef)
Treurt,verven,"v(fin,pres,lex)"
niet,niet,adv(neg)
't,eten,adv(neg)
kan,kunnen,"v(fin,pres,aux_cop)"
niet,niet,adv(neg)
anders,anders,adv(gener)
"weezen,",wezen,v(infin)
Uw,uw,"pron(pers,3,sing)"
vertrek,vertrek,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
"vastgesteld,",vastgeld,adj()
Toon,hoon,adp()
uw,uw,pron(poss)
trouwheid,trouwheid,n(sing)
steeds,de+stad,n(sing)
aan,aan,adp()
"deezen,",deze,v(infin)
Blyf,lijf,n(sing)
door,door,adp()
haare,zij,pron(poss)
min,mijn,pron(poss)
"verzeld,",verzellen,adj()
Niets,eten,adv(gener)
zal,zullen,"v(fin,pres,aux_cop)"
uw,uw,"pron(pers,3,sing)"
van,van,adp()
haar,zij,pron(poss)
"verdryven,",verdrijven,v(infin)
Schoon,daarop,n(sing)
zy,zij,"pron(pers,3,plu)"
alles,al,num(indef)
tegen,tegen,adp()
"kant,",kant,n(sing)
Zy,gij,"pron(pers,1,sing)"
zal,zullen,"v(fin,pres,aux_cop)"
uw,uw,adv(gener)
standvastig,standvastig,adj()
"blyven,",blijven,v(infin)
Vaart,hard,n(sing)
gerust,gerust,"v(participle,past)"
na,na,adp()
't,het,art(def)
japansche,jacht,adj()
land.,land,n(sing)
