form,lemma,pos
Adieu,adieu,"pron(pers,2,sing)"
myn,mijn,pron(poss)
troost,troost,n(sing)
myn,mijn,pron(poss)
toeverlaet,toeverlaat,"v(fin,pres,lex)"
Godt,hoofd,conj(coord)
hoed,hoofd,n(sing)
u,gij,"pron(refl,2,plu)"
doch,doch,adv(gener)
voor,voor,adp()
"schande,",schande,n(sing)
Adieu,adieu,"pron(pers,2,sing)"
want,want,conj(coord)
door,door,adp()
myn,mijn,pron(poss)
vrienden,vriend,n(plu)
raedt,raden,"v(fin,pres,lex)"
moet,moeten,"v(fin,pres,aux_cop)"
ick,ik,"pron(pers,1,sing)"
nu,nu,adv(dem)
uyt,uit,n(sing)
den,de,art(def)
lande,land,n(sing)
Gaen,hebben,adp()
dolen,dolen,v(infin)
Liefgen,heffen,n(plu)
after,achter,adp()
dijck,dijk,n(sing)
Tot,hoofd,conj(coord)
dat,dat,conj(subord)
ick,ik,"pron(pers,1,sing)"
coem,komen,n(sing)
uyt,uit,adp()
"Oostenrijkck,",astering,n(prop)
Wilt,houden,"v(fin,pres,lex)"
somtijts,somtijds,n(prop)
om,om,adp()
my,ik,"pron(pers,1,sing)"
"peybseb,",peizeb,n(prop)
Adieu,heden,misc()
ick,ik,"pron(pers,1,sing)"
moet,moeten,"v(fin,pres,aux_cop)"
verreysen.,verrijzen,v(infin)
Adieu,edius,misc()
dien,die,art(def)
ick,ik,"pron(pers,1,sing)"
van,van,adp()
harten,hart,n(prop)
min,min,pron(poss)
Wy,gij,misc()
twee,twee,num(card)
wy,wij,"pron(pers,1,plu)"
moeten,moeten,"v(fin,pres,aux_cop)"
scheyden,scheiden,v(infin)
Adieu,adieu,misc()
een,een,num(card)
wijl,wijl,n(sing)
teghen,tegen,adp()
myn,min,adv(gener)
"sin,",zijn,n(sing)
Wy,ei,conj(coord)
sullen,zullen,"v(fin,pres,aux_cop)"
moeten,moeten,v(infin)
beyden,beiden,num(indef)
Tot,hoofd,conj(coord)
dat,dat,pron(rel)
tgheluck,gelukkel+het,art(def)+n(sing)
eens,eens,adv(gener)
omme,om,adp()
slaet,slaan,"v(fin,pres,lex)"
Dat,hebben,conj(coord)
crachtich,krachtig,adj()
teghen,tegen,adp()
staet,staan,"v(fin,pres,lex)"
Dat,hebben,conj(coord)
ick,ik,"pron(pers,1,sing)"
weer,zijn,n(sing)
mach,mogen,"v(fin,pres,aux_cop)"
in,in,adp()
eeren,eer,n(sing)
Met,eten,n(sing)
u,gij,"pron(pers,2,plu)"
myn,mijn,pron(poss)
lief,lief,n(sing)
verkeeren.,verkeren,v(infin)
Doen,hoon,interj()
ick,ik,"pron(pers,1,sing)"
eerstmael,eerstelm,adv(gener)
Lief,hebben,conj(coord)
by,bij,adp()
u,gij,"pron(pers,2,plu)"
was,zijn,"v(fin,past,aux_cop)"
Meend,eind,adv(gener)
ick,ik,"pron(pers,1,sing)"
vreucht,vrucht,adj()
te,te,adp()
verwerven,verwerven,v(infin)
V,.,conj(coord)
woorden,woord,n(sing)
soet,zoet,"v(fin,past,aux_cop)"
opt,op+het,adp()+art(def)
selve,zelf,pron(dem)
pas,pas,n(sing)
Deden,eden,v(infin)
myn,mijn,pron(poss)
droefheyt,droefheid,n(sing)
"sterven,",sterven,v(infin)
Maer,haar,pron(poss)
groot,groot,adj()
verdriet,verdriet,n(sing)
comt,komen,"v(fin,pres,lex)"
haestich,haastig,adj()
voort,voort,adv(gener)
En,een,adv(neg)
werpt,werpen,v(imp)
myn,mijn,pron(poss)
vreucht,vrucht,n(sing)
gantsch,gans,adj()
over,over,adp()
boort,boort,"v(fin,pres,lex)"
Nu,gij,"pron(pers,2,plu)"
ick,ik,"pron(pers,1,sing)"
van,van,adp()
u,gij,"pron(pers,2,plu)"
moet,moeten,"v(fin,pres,aux_cop)"
wesen,wezen,v(infin)
Adieu,adieu,"pron(pers,2,sing)"
Lief,hebben,adv(gener)
uytghelesen.,uitlezen,"v(participle,past)"
Adieu,adieu,pron(rel)
myn,mijn,pron(poss)
lust,list,"v(fin,pres,lex)"
Cathusers,adonister,n(sing)
Hoft,hoofd,conj(coord)
Daer,zij,n(sing)
ick,ik,"pron(pers,1,sing)"
placht,plegen,"v(fin,past,aux_cop)"
in,in,v(prtcl)
te,te,adp()
comen,komen,v(infin)
Adieu,adieu,pron(dem)
Fick,ik,"pron(pers,1,sing)"
met,met,adp()
u,gij,"pron(pers,2,plu)"
bloemen,bloem,n(sing)
groot,groot,adj()
End’,en,v(imp)
Annetgen,ontegen,pron(indef)
met,met,adp()
u,gij,"pron(pers,2,sing)"
"coomen,",komen,n(sing)
Adieu,adieu,"pron(pers,2,sing)"
groen,groen,"v(fin,pres,lex)"
met,met,adp()
u,gij,pron(poss)
vier,vuur,n(sing)
en,een,art(indef)
wijn,wijn,n(sing)
Adieu,adieu,pron(rel)
Reguliers,aegidius,n(plu)
Clooster,looster,n(sing)
fijn,fijn,adj()
Adieu,adieu,pron(dem)
Neeltgen,eeuwent,"v(fin,pres,lex)"
by,bij,adp()
"t’hecke,",tekek,art(def)+n(sing)
Adieu,adieuw,pron(dem)
want,want,conj(coord)
ick,ik,"pron(pers,1,sing)"
vertrecke.,vertrekken,"v(fin,pres,lex)"
Adieu,adieu,pron(dem)
vermaerde,vermaard,"v(fin,past,lex)"
Warmoestraet,harmerstoot,n(prop)
Daer,zij,adp()
sy,zij,"pron(pers,3,plu)"
mijn,mijn,pron(poss)
jonste,gunst,n(sing)
"ontmoete,",ontmoeten,"v(fin,pres,lex)"
Met,eten,adp()
een,een,art(indef)
speelgenootjen,spelentoen,n(sing)
t’savonts,avond+de,n(sing)
laet,laten,v(imp)
Doen,hoon,v(infin)
ick,ik,"pron(pers,1,sing)"
haestelijck,haastelijk,adj()
groete,groot,adj()
Wy,hij,n(sing)
waren,zijn,v(infin)
vrolijck,vrolijk,adv(gener)
ende,en,conj(coord)
"bly,",blij,adj()
Wy,gij,adv(gener)
gingen,gaan,"v(fin,past,lex)"
te,te,adp()
samen,samen,adv(gener)
zijd’,zijde,v(imp)
aen,aan,adp()
sy,zij,"pron(pers,3,sing)"
Tot,hoofd,conj(coord)
middernacht,middernacht,n(sing)
spaceren,spaceren,n(prop)
T’was,aws,n(sing)
mijn,mijn,pron(poss)
en,en,conj(coord)
haer,haar,pron(poss)
begeeren.,begeren,n(plu)
Adieu,adieu,n(prop)
o,o,interj()
stoep,stoep,n(prop)
van,van,adp()
steenen,steen,n(plu)
claer,klaar,adj()
Daer,zij,n(plu)
ick,ik,"pron(pers,1,sing)"
myn,mijn,pron(poss)
lief,lief,n(sing)
eerst,eerst,adv(gener)
vonde,vinden,"v(fin,past,lex)"
Adieu,edering,pron(dem)
