form,lemma,pos
VLuchtige,hechtig,adj()
Nimphje,hympheid,n(prop)
vol,vol,adv(gener)
angstig,angstig,adj()
gebaer,gebaar,adj()
Veynst,inest,"pron(pers,3,sing)+v(fin,pres,aux_cop)"
ghy?,gij+ne,n(sing)
of,of,conj(coord)
soeckt,zoeken,"v(fin,pres,lex)"
ghy,gij,"pron(pers,2,sing)"
my,ik,"pron(pers,1,sing)"
seeckerlijck,zekerlijk,adv(gener)
t'ontvluchten?,te+ontvloegen,v(infin)
Siet,eten,n(sing)
gy,gij,"pron(pers,2,plu)"
niet,niet,adv(neg)
Beckjen?,eiken,v(infin)
ick,ik,"pron(pers,1,sing)"
loop,lopen,n(sing)
u,gij,"pron(pers,2,plu)"
vast,vast,adj()
naer,naar,adv(gener)
Hoordt,horen,"v(fin,pres,lex)"
ghy,gij,"pron(pers,2,plu)"
"niet,",niet,adv(neg)
"Liefjen,",af,"v(fin,pres,lex)"
mijn,mijn,pron(poss)
overswar,overwaar,adj()
suchten,zuchten,n(sing)
Of,of,pronadv(rel)
zijt,zijn,"v(fin,pres,aux_cop)"
ghy,gij,"pron(pers,2,sing)"
als,als,conj(comp)
"Diamant,",iemand,n(prop)
"Hardt,",harden,n(prop)
om,om,adp()
te,te,adp()
beweghen?,bewegen,v(infin)
Ist,zijn+het,"pron(pers,3,sing)+v(fin,pres,aux_cop)"
u,uw,pron(poss)
"leven,",leven,v(infin)
dat,dat,conj(subord)
ick,ik,"pron(pers,1,sing)"
brandt?,branden,"v(fin,pres,lex)"
Zijt,het+ij,adv(neg)
ghy,gij,"pron(pers,2,sing)"
soo,zo,adv(resum)
"gheneghen,",genaken,v(infin)
Tot,hood,conj(coord)
mijn,mijn,pron(poss)
druck//,druk,n(sing)
en,een,art(indef)
ongh'luck:,ongeluk,n(sing)
Soo,o,interj()
wensch,wens,adj()
ick,ik,"pron(pers,1,sing)"
te,te,adp()
sterven;,sterven,v(infin)
'k,ik,v(imp)
Vrees,eren,v(imp)
gheen,geen,pron(indef)
noodt//,noden,n(sing)
noch,noch,conj(coord)
gheen,geen,pron(indef)
"doodt,",doden,n(sing)
Als,als,"v(fin,pres,lex)"
ick,ik,"pron(pers,1,sing)"
u,gij,"pron(pers,2,sing)"
moet,moeten,"v(fin,pres,aux_cop)"
derven.,derven,v(infin)
Gae,hee,interj()
"ick,",ik,"pron(pers,1,sing)"
of,of,conj(coord)
stae,staan,"v(fin,pres,lex)"
"ick,",ik,"pron(pers,1,sing)"
of,of,conj(coord)
legh,leggen,"v(fin,pres,lex)"
ick,ik,"pron(pers,1,sing)"
te,te,adp()
"bedt,",beden,v(infin)
Zijnde,eind,conj(coord)
"vermoeyt,",vermoeid,"v(participle,past)"
van,van,adp()
so,zo,adv(resum)
stadigh,stadig,adj()
na,na,adp()
te,te,adp()
jaghen:,jagen,v(infin)
"Rusten,",huis,adv(gener)
en,ne,conj(coord)
't,eten,"v(fin,pres,aux_cop)"
"slapen,",slapen,v(infin)
dat,dat,conj(subord)
wert,worden,"v(fin,pres,aux_cop)"
my,ik,"pron(pers,1,sing)"
"belet,",beletten,"v(fin,pres,lex)"
D'ooghjes,het+gooien,n(prop)
die,de,pron(rel)
"tranen,",traan,n(prop)
en,ne,conj(coord)
't,eten,adp()
hartjen,hart,n(prop)
neyght,neigen,n(sing)
