form,lemma,pos
STraff',eraf+hebben,adj()
doch,doch,adv(gener)
niet,niet,adv(neg)
in,in,adp()
onghenaden,ongenade,n(sing)
Mijn,een,pron(poss)
"misdaden,",misdaad,n(plu)
"Heer,",eer,adv(gener)
maer,maar,conj(coord)
hebb',hebben,"v(fin,pres,aux_cop)+pron(pers,3,sing)"
met,met,adp()
my,ik,"pron(pers,1,sing)"
ghedult:,geduld,"v(participle,past)"
Ende,en,conj(coord)
zijnd',zijn,v(imp)
in,in,adp()
toorn',toorn,n(sing)
"ontsteken,",ontsteken,"v(participle,past)"
Wilt,houden,"pron(pers,3,sing)+v(fin,pres,aux_cop)"
niet,niet,adv(neg)
"wreken,",wreken,v(infin)
Ouer,huur,adp()
my,ik,"pron(pers,1,sing)"
mijn,mijn,pron(poss)
swaere,zwaar,n(sing)
schult.,schuld,n(sing)
*,gij,"pron(pers,2,plu)"
Want,hand,v(imp)
dijn,dijn,pron(poss)
pylen,pijl,n(plu)
afgheschoten,afschieten,"v(participle,past)"
Staen,toen,adv(gener)
ghesloten,sluiten,"v(participle,past)"
In,een,adp()
mijns,mijn,"pron(pers,1,sing)"
herten,hart,n(sing)
diepsten,diep,adj()
grondt.,grond,n(sing)
Dijn,een,pron(poss)
hant,hand,n(sing)
swaer,zwaar,adj()
end',en,conj(coord)
onghenadich,ongenadig,adj()
Druckt,mrucht,n(sing)
my,ik,"pron(pers,1,sing)"
stadich,stadig,adj()
End',en,n(sing)
heeft,hebben,"v(fin,pres,aux_cop)"
my,ik,"pron(pers,1,sing)"
gheheel,geheel,adj()
doorwondt.,doorwonden,"v(participle,past)"
*,.,punc(quest)
In,en,art(indef)
mijn,mijn,pron(poss)
vleesch',vlees,n(sing)
en,en,adv(neg)
is,zijn,"v(fin,pres,aux_cop)"
o,o,interj()
Vader,ader,n(sing)
Lidt,eten,n(sing)
noch,noch,conj(coord)
ader,ader,n(sing)
D'welck,eeuwelijk,pron(rel)
voor,voor,adp()
dijn,dijn,pron(poss)
toorn',toorn,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
ghesondt:,zenden,"v(participle,past)"
Mijn,een,num(indef)
ghebeenten,gebeente,"v(participle,past)"
mits,mits,adv(gener)
mijn,mijn,pron(poss)
sonden,zonde,n(plu)
Gantz,hand,adv(gener)
"gheschonden,",schenden,"v(participle,past)"
Sijn,een,pron(poss)
vol,vol,adv(gener)
onrust,onrust,n(sing)
t'aller,taller,num(indef)+adp()
stondt.,stond,"v(fin,pres,lex)"
*,gij,adv(neg)
Want,hand,v(imp)
mijn,mijn,pron(poss)
sonden,zonde,n(plu)
end',en,conj(coord)
