form,lemma,pos
VErswege,het+wersweg,n(sing)
"quaet,",kwaad,adj()
blijft,blijven,v(imp)
sonder,zonder,adp()
goeden,goed,adj()
"raet,",raad,n(sing)
Verhole,herola,v(imp)
"pijn,",pijn,n(sing)
geen,geen,pron(indef)
"heyl,",heil,n(sing)
geen,geen,pron(indef)
medecijn,medicijn,n(sing)
Geen,een,conj(coord)
langh-gewenste,langweg,adj()
haet.,haten,n(sing)
Silvi,helft,"conj(subord)+pron(pers,1,sing)"
mijn,mijn,pron(poss)
herte,hart,n(sing)
verteert,verteren,"v(participle,past)"
van,van,adp()
"smerte,",smart,n(sing)
Gelijck,eeldijk,adv(gener)
als,als,conj(comp)
sneeuw,sneeuwwe,n(sing)
die,die,pron(rel)
in,in,adp()
de,de,art(def)
sonne,zon,n(sing)
smelt:,smelten,"v(fin,pres,lex)"
Gy,hij,pron(poss)
"moet,",moeten,"v(fin,pres,aux_cop)"
gy,gij,"pron(pers,2,plu)"
kunt,kond,adj()
my,ik,"pron(pers,1,sing)"
helpen,helpen,v(infin)
sooge,zog,n(sing)
wilt.,willen,"v(fin,pres,lex)"
Ick,ok,interj()
treur,treuren,adv(gener)
ich,ik,"pron(pers,1,sing)"
quyn:,kwijnen,v(infin)
van,van,adp()
heete,heet,adj()
minne,minne,n(sing)
pijn,pijn,n(prop)
Ick,elk,"pron(pers,1,sing)"
hoop,hoop,"v(fin,pres,lex)"
ick,ik,"pron(pers,1,sing)"
"ducht,",duchten,"v(fin,pres,lex)"
ick,ik,"pron(pers,1,sing)"
"ween,",ween,v(infin)
ick,ik,"pron(pers,1,sing)"
klaegh,klagen,n(sing)
ick,ik,"pron(pers,1,sing)"
"sucht,",zucht,n(sing)
Ick,ok,adv(gener)
kerrem,keren+zij,n(sing)
en,ne,adv(neg)
verdwijn:,verdwijnen,"v(fin,pres,lex)"
Silvi,helven,n(prop)
mijn,mijn,pron(poss)
herte,hart,n(sing)
verteert,verteren,"v(participle,past)"
van,van,adp()
"smerte,",smart,n(prop)
Gelijck,eelijk,adv(gener)
als,als,conj(subord)
sneeuw,sneeuwwe,n(prop)
die,die,pron(rel)
in,in,adp()
de,de,art(def)
sonne,zon,n(sing)
smelt:,smelten,"v(fin,pres,lex)"
Gy,hij,interj()
"moet,",moeten,"v(fin,pres,aux_cop)"
gy,gij,"pron(pers,2,plu)"
kunt,kunnen,adj()
my,ik,"pron(pers,1,sing)"
helpen,helpen,v(infin)
sooge,zog,"v(fin,pres,aux_cop)"
wilt.,willen,adj()
Ick,ook,interj()
"zwijm,",zwijgen,"v(fin,pres,lex)"
ick,ik,"pron(pers,1,sing)"
"sterf,",sterven,"v(participle,pres)"
ick,ik,"pron(pers,1,sing)"
schep,schip,n(sing)
de,de,art(def)
doode,dood,n(plu)
"verf,",verven,v(imp)
Mijn,een,adv(gener)
ingewant,inwangen,"v(participle,past)"
dat,dat,conj(subord)
als,als,conj(subord)
den,de,art(def)
Etna,datum,n(sing)
Brant.,rand,"v(fin,pres,lex)"
Snackt,het+neken,"v(fin,pres,lex)"
naer,naar,adp()
u,uw,"pron(pers,2,plu)"
roos-conserf.,rooksorf,n(sing)
Silvi,helven,n(prop)
mijn,mijn,pron(poss)
"herte,",hart,n(sing)
Vereert,eren,n(prop)
door,door,adp()
smerte,smart,n(sing)
Gelijck,eelijk,adv(gener)
als,als,conj(subord)
sneeuw,sneeuw,n(sing)
die,die,pron(rel)
inde,eind,art(def)+adp()
sonne,zon,n(sing)
smelt,smelt,"v(fin,pres,lex)"
Sy,hij,pron(poss)
"moet,",moed,"v(fin,pres,aux_cop)"
en,ne,conj(coord)
kunt,kond,adj()
helpen,helpen,v(infin)
sooge,zogen,"v(fin,past,aux_cop)"
wilt.,willen,adj()
