form,lemma,pos
DEwijl,heiwel,"v(fin,pres,lex)"
ik,ik,"pron(pers,1,sing)"
met,met,adp()
mijn,mijn,pron(poss)
"ziel,",ziel,n(sing)
o,o,interj()
"Heer,",eer,n(sing)
U,i,misc()
ernstig,ernstig,adj()
in,in,adp()
der,de,art(def)
nagt,nacht,n(sing)
"begeer,",begeren,n(sing)
Zoo,o,conj(coord)
bid,bidden,"v(fin,pres,lex)"
ik,ik,"pron(pers,1,sing)"
dat,dat,conj(subord)
gy,gij,"pron(pers,2,plu)"
al,al,adv(gener)
den,de,art(def)
nagt,nacht,n(sing)
Ook,ook,adv(gener)
zijt,zijn,"v(fin,pres,aux_cop)"
en,ne,adv(neg)
blijv',blijven,n(sing)
in,in,adp()
mijn,mijn,pron(poss)
gedagt.,dagen,n(sing)
De,eer,adv(neg)
"dag,",dag,"v(fin,pres,aux_cop)"
soo,zo,adv(dem)
vol,vol,adv(gener)
van,van,adp()
aardsch,aards,adj()
"gewoel,",gewal,n(sing)
Beneemt,enomen,"v(fin,pres,lex)"
my,ik,"pron(pers,1,sing)"
menigmael,menigmal,adv(gener)
't,het,art(def)
gevoel,vallen,n(prop)
Van,hangen,adp()
uwe,uw,pron(poss)
"tegenwoordigheid,",tegenwoordigheid,n(sing)
De,eerietlang,adv(gener)
best,zijn,adv(gener)
by,bij,adp()
nachte,nacht,n(sing)
word,worden,"v(fin,pres,aux_cop)"
verbeid.,verbeiden,"v(participle,past)"
Soo,o,interj()
'k,koken,"pron(pers,1,sing)"
oit,ooit,adv(indef)
mijn,mijn,pron(poss)
oogen,oog,n(plu)
slaep,slaap,n(sing)
"verleen,",verlenen,v(infin)
Of,of,conj(coord)
sluymering,sluimering,n(prop)
mijn,mijn,pron(poss)
ooge,oog,adj()
"leen,",leen,n(sing)
Eer,eer,adv(gener)
gy,gij,"pron(pers,2,plu)"
in,in,adp()
't,eten,art(def)
hert,hart,n(sing)
gevoelig,gevoellijk,adv(gener)
"woont,",wonen,"v(fin,past,aux_cop)"
Soo,o,adv(gener)
bidd',bidden,"v(fin,pres,lex)"
ik,ik,"pron(pers,1,sing)"
dat,dat,conj(subord)
gy,gij,"pron(pers,2,plu)"
my,ik,"pron(pers,1,sing)"
verschoont.,verschonen,"v(participle,past)"
Van,ja,adp()
gantscher,gans,adj()
herten,hart,n(sing)
klaeg,klagen,"v(fin,past,lex)"
ik,ik,"pron(pers,1,sing)"
"u,",gij,"pron(pers,2,plu)"
(Mijn,een,num(card)
"God,",hoofd,n(prop)
verhoort,verhoren,"v(participle,past)"
mijn,mijn,pron(poss)
klachten,klacht,n(plu)
nu),nieuw,misc()
Dat,haten,n(prop)
van,van,adp()
my,ik,"pron(pers,1,sing)"
menig,menig,num(indef)
uur,voor,n(sing)
by,bij,adp()
nacht,nacht,n(sing)
In,ne,conj(coord)
dwaes,dwaas,n(sing)
gepeins,gepeins,"v(participle,past)"
werd,worden,"v(fin,past,aux_cop)"
toegebracht.,toebrengen,"v(participle,past)"
Onnod'ge,enwodig,adj()
"sorg,",zorg,n(sing)
verkeerde,verkeerd,adj()
lust,lust,n(sing)
Verstooren,eerstoren,adj()
menigmael,menigmal,n(sing)
mijn,mijn,pron(poss)
rust.,rusten,n(sing)
Dies,ei,adv(gener)
stelt,stelen,"v(fin,pres,lex)"
mijn,mijn,pron(poss)
ziel,ziel,n(sing)
in,in,adp()
u,gij,"pron(pers,2,sing)"
alleen,alleen,adv(gener)
Doch,nog,adv(gener)
onbesorgt,onbeschreiden,adj()
en,en,adv(neg)
wel,wel,adv(gener)
te,te,adp()
vreen.,vrees,v(infin)
O,gij,conj(coord)
"Jesu,",huis,n(prop)
dien,die,pron(rel)
ik,ik,"pron(pers,1,sing)"
minn',minnen,"v(fin,pres,lex)"
met,met,adp()
"kracht,",kracht,n(sing)
En,ne,conj(coord)
op,op,adp()
mijn,mijn,pron(poss)
leger,legger,n(sing)
soek,zoeken,n(sing)
by,bij,adp()
"nacht,",nacht,n(sing)
Wat,haten,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
't,et,adp()
mijn,mijn,pron(poss)
ziel,ziel,n(sing)
een,een,num(card)
groot,groot,adj()
"verdriet,",verdriet,"v(fin,pres,lex)"
Wanneer,jane,adv(gener)
s',zij,"pron(pers,3,sing)"
u,gij,"pron(pers,2,sing)"
"soekt,",zoeken,"v(fin,pres,lex)"
en,ne,adv(neg)
vindt,vinden,"v(fin,pres,lex)"
u,gij,"pron(pers,2,sing)"
niet!,niet,adv(neg)
Ontmoet,ontmoeten,n(sing)+art(def)+adp()
my,ik,"pron(pers,1,sing)"
"doch,",doch,conj(coord)
in,in,adp()
desen,deze,pron(dem)
stand,staan,n(sing)
Soo,o,interj()
"lieflik,",lieflijk,adv(gener)
dat,dat,conj(subord)
uw',uw,"pron(pers,1,sing)"
slinkerhand,slinkerhande,n(prop)
My,hij,adv(gener)
onder,onder,adp()
't,eten,art(def)
hooft,hoofd,n(sing)
geduerig,gedurig,adj()
"zy,",zijn,"v(fin,pres,aux_cop)"
Uw,uw,"v(fin,pres,aux_cop)"
rechterhand,rechterhand,adj()
omhelse,omhelsen,"v(fin,pres,lex)+pron(pers,3,plu)"
my.,ik,"pron(pers,1,sing)"
Indien,indien,n(plu)
ik,ik,"pron(pers,1,sing)"
