form,lemma,pos
ALs,hebben,"v(fin,pres,aux_cop)"
Phoebus,hebben+hij+zij,n(prop)
met,met,adp()
zijn,zijn,pron(poss)
goude,goud,n(plu)
"stralen,",straal,n(plu)
Ons,ne+zij,"pron(pers,3,plu)"
uyt,uit,n(sing)
het,het,"pron(pers,3,sing)"
"oog,",oog,n(sing)
gaat,gaan,"v(fin,pres,lex)"
"neder-dalen,",nederdaal,adv(gener)
In,een,adp()
Thetys,heten+het+hij,n(sing)
kristallijne,cristalling,n(prop)
schoot:,schoot,n(sing)
Dan,ja,interj()
rijzd,rijzen,n(sing)
de,de,art(def)
Zon,hoon,n(sing)
van,van,adp()
uwe,uw,pron(poss)
lussjes,lucis,n(sing)
Verzeld,herselt,"v(participle,past)"
met,met,adp()
"lonkjes,",long,n(prop)
"lachjes,",laïs,n(prop)
"kussjes,",kussen,n(prop)
En,na,conj(coord)
't,het,art(def)
zoet-genots-verlangk,zootstaarngoed,n(prop)
vergroot.,vergrooien,"v(fin,past,lex)"
U,oh,conj(coord)
Lust,huis,num(ord)
begint,beginnen,"v(fin,pres,lex)"
op,op,adp()
't,het,art(def)
hoogst',hoog,n(sing)
te,te,adp()
steig'ren:,steigeren,v(infin)
Wie,hier,adv(gener)
zal,zullen,"v(fin,pres,aux_cop)"
u,gij,"pron(pers,2,plu)"
't,et,adv(gener)
zoet-genot,zoetgood,n(sing)
dog,doch,adv(gener)
weig'ren?,weigeren,v(infin)
Ga,a,interj()
"heen,",hebben,v(infin)
na,na,adp()
't,et,art(def)
zachte,zacht,adj()
Bruylofs-bedd';,ervolgend,n(sing)
En,een,conj(coord)
blust,blussen,n(sing)
u,uw,pron(poss)
"lust,",lusten,n(sing)
met,met,adp()
zoet,zoet,n(sing)
gewemel:,gewelm,n(sing)
Die,hij,pron(poss)
"Vreugd',",mergen,n(sing)
op,op,adp()
"d'Aarde,",de+gaard,art(def)+n(sing)
schijnt,schijnen,"v(fin,pres,lex)"
een,een,art(indef)
Hemel:,hemel,n(sing)
Ga,a,interj()
"heen,",heen,n(sing)
vol-doet,voldoen,n(sing)
Naturaes-wet.,atatsvortsvos,n(sing)
Hier,hier,adv(gener)
ziet,zien,"v(fin,pres,lex)"
"gy,",gij,"pron(pers,2,plu)"
twe,twee,num(card)
vereende,verenen,n(plu)
"Zielen,",iel,n(plu)
Voor,horen,n(sing)
Liefdens,heffen+het,n(sing)
"Altaar,",altaar,n(sing)
"neder-knielen,",nederkennelijk,n(plu)
En,ne,conj(coord)
off'ren,offeren,n(sing)
vonkjes,vonkis,n(sing)
vande,van+de,adp()+art(def)
Minn':,en,n(sing)
Speelnootjes,epiledoen,n(prop)
"wild,",willen,"v(fin,pres,lex)"
een,een,art(indef)
"Kranssje,",ranstijn,n(sing)
"vlechten,",vlechten,v(infin)
"Om,",hij,pron(indef)
op,op,adp()
de,de,art(def)
"Bruydt,",heruit,n(sing)
haar,zij,pron(poss)
"Hoofd,",hoofd,n(sing)
te,te,adp()
"hechten,",hacht,v(infin)
Tot,hoofd,conj(coord)
teiken,teken,n(sing)
van,van,adp()
een,een,art(indef)
goet,goed,adj()
gewin.,gewin,n(sing)
Wild,houden,n(sing)
"morgen,",morgen,"v(fin,pres,aux_cop)"
"Speelnoots,",eeploot,n(sing)
't,het,adp()
Bruydtje,hij+hij+ruiden,n(sing)
"vragen,",vragen,v(infin)
Hoe,hoe,conj(coord)
zy,zij,"pron(pers,3,plu)"
haar,zij,n(sing)
"heeft,",hebben,"v(fin,pres,lex)"
te,te,adp()
"nacht,",nacht,n(sing)
"gedragen,",dragen,"v(participle,past)"
Ik,koken,n(sing)
"wedd,",wedden,"v(fin,pres,lex)"
zy,zij,pron(poss)
zeggen,zeggen,n(sing)
"zal,",zullen,"v(fin,pres,aux_cop)"
heel,heel,adv(gener)
bly;,blij,n(sing)
"Kiezt,",iest,n(sing)
naar,naar,n(sing)
u,gij,pron(poss)
"zin,",zin,n(sing)
een,een,art(indef)
brave,brauw,n(sing)
"Minnaar,",innaar,n(sing)
En,ne,adv(neg)
maakt,maken,n(sing)
hem,hij,"pron(pers,3,sing)"
lukkigh,luikig,adj()
"over-winnaar,",overwannun,n(sing)
Want,hand,n(sing)
't,et,art(def)
een-zaam,enema,n(prop)
zijn,zijn,"v(fin,pres,aux_cop)"
niet,niet,adv(neg)
lijkt,lijken,"v(fin,pres,lex)"
hier,hier,adv(dem)
by.,bij,pronadv(prep)
"Daald,",al+het,n(prop)
uyt,uit,n(sing)
uw',uw,pron(poss)
"Hemel,",hemel,n(sing)
"Ganvmedes,",envensde,n(sing)
En,ne,adv(neg)
"schenckt,",schenken,"v(fin,pres,lex)"
den,de,art(def)
"Beker,",heker,n(sing)
vol,vol,adv(gener)
des,de,art(def)
"Vredes,",gereden,n(sing)
Aan,ja,adp()
deez',deze,pron(dem)
"twee,",twee,num(card)
die,die,pron(rel)
met,met,adp()
"d'Huwlix-band,",de+giftwand,art(def)+n(sing)
Door,haar,adp()
Liefde,heffen,n(sing)
"zijn,",zijn,"v(fin,pres,aux_cop)"
te,te,adp()
"zaam,",zaam,n(prop)
"gestrengeld,",strengelijkd,"v(participle,past)"
Want,hand,adp()
"Liefde,",heffen,n(sing)
"Vreed',",gereden,n(sing)
en,ne,adv(neg)
Vreugd',ervechten,adj()
"gemengeld,",mengelen,"v(participle,past)"
Haar,haar,n(sing)
beider,beide,num(indef)
"Ziel,",elia,n(sing)
om,om,adp()
Ziel,elia,n(sing)
verpand.,verpanden,n(sing)
