form,lemma,pos
Hoort,horen,adj()
vrienden,vriend,n(plu)
hoord,horen,"v(fin,pres,lex)"
nu,nu,adv(dem)
dit,dit,pron(dem)
geval,geval,"v(fin,pres,lex)"
't,het,adv(gener)
geen,geen,pron(indef)
ik,ik,"pron(pers,1,sing)"
u,gij,"pron(pers,2,sing)"
zal,zullen,"v(fin,pres,aux_cop)"
verhalen,verhalen,v(infin)
Van,hangen,adp()
een,een,art(indef)
Pastoor,haastor,n(prop)
in,in,adp()
Lijons,ijond,n(prop)
dal,dal,n(sing)
Wiens,ije,pron(poss)
lot,lot,n(sing)
zich,zich,"pron(refl,3,sing)"
deed,doen,"v(fin,past,aux_cop)"
bepalen;,bepalen,v(infin)
De,eer,interj()
Heer,eer,adv(gener)
"Simon,",immon,n(prop)
was,zijn,"v(fin,past,aux_cop)"
een,een,art(indef)
Pastoor!,haastoor,n(sing)
Wiens,ies,pron(poss)
vroomheid,vroegheid,n(sing)
straalde,straat,adj()
door,door,v(prtcl)
en,ne,conj(coord)
door,door,adp()
Was,als,n(prop)
bemind,beminnen,"v(participle,past)"
by,bij,adp()
't,het,art(def)
volk,volk,n(sing)
En,ne,conj(coord)
ook,ook,n(sing)
een,een,art(indef)
Cristen,eerst,adj()
tolk,tolk,n(sing)
Hy,gij,adv(gener)
keerde,keren,"v(fin,past,lex)"
op,op,adp()
eene,een,art(indef)
avendstond:,avondstond,n(sing)
Na,a,interj()
zyn,zijn,pron(poss)
gemeente,gemeente,n(sing)
heenen;,henen,v(infin)
Al,al,adv(gener)
biddend,bidden,"v(fin,pres,lex)+pron(pers,3,sing)"
met,met,adp()
zyn,zijn,pron(poss)
hart,hard,adj()
en,een,adv(neg)
"mond,",mond,"v(fin,pres,aux_cop)"
Geen,een,art(indef)
angst,angst,n(sing)
deed,doen,"v(fin,past,aux_cop)"
hem,hij,"pron(pers,3,sing)"
beweenen:,bewenen,v(infin)
Drie,maria,n(sing)
roovers,rover,n(prop)
snood,snood,n(sing)
bedreigden,bedriegen,"v(participle,past)"
"hem,",hij,"pron(pers,3,sing)"
En,ne,adv(neg)
riepen,roepen,"v(fin,past,lex)"
met,met,adp()
een,een,art(indef)
grofve,grof,n(sing)
stem:,stem,n(sing)
Zet,eten,v(imp)
af,af,conj(coord)
u,gij,pron(poss)
geld,geld,n(sing)
en,een,art(indef)
"goed,",goed,n(sing)
Of,of,conj(coord)
dadelyk,deelelijk,adv(gener)
stroomt,stroom,"v(fin,pres,lex)"
u,uw,pron(poss)
bloed',bloed,n(sing)
Wat,haten,conj(subord)
deez',deze,pron(dem)
Eerwaarde,heerwaart,n(sing)
ook,ook,adv(gener)
"bedacht,",bedenken,adj()
Met,eten,conj(coord)
bidden,bidden,v(infin)
en,ne,conj(coord)
met,met,adp()
smeken;,smeken,n(sing)
Niets,iets,adv(gener)
helpt,helpen,v(imp)
ook,ook,adv(gener)
geen,geen,pron(indef)
"jammerklagt,",jammerkagne,n(sing)
Zy,hij,pron(poss)
willen,willen,n(sing)
zich,zich,"pron(refl,3,sing)"
maar,maar,adv(indef)
wreeken,wreken,v(infin)
Zy,gij,"pron(pers,2,plu)"
namen,nemen,n(plu)
alles,al,num(indef)
van,van,adp()
hem,hij,"pron(pers,3,sing)"
me,men,num(indef)
Terwyl,eerwijl,adv(gener)
men,men,pron(indef)
hem,hij,"pron(pers,3,sing)"
aan,aan,"v(fin,pres,lex)"
't,het,art(def)
water,water,n(sing)
"lee,",leeuw,"v(fin,pres,lex)"
Geld,houden,adj()
goed,goed,adj()
en,en,conj(coord)
zyn,zijn,pron(poss)
"paard,",paard,n(sing)
Dit,het,conj(coord)
alles,al,num(indef)
zag,zien,n(sing)
hy,hij,"pron(pers,3,sing)"
aan,aan,adp()
bedaard.,bedaren,"v(fin,pres,lex)"
Zy,ei,conj(coord)
zyn,zijn,pron(poss)
weer,zijn,n(sing)
na,na,adp()
hem,hij,"pron(pers,3,sing)"
toe,toe,adv(gener)
"gegaan,",gaan,"v(participle,past)"
Zegt,echt,v(imp)
lust,lusten,"v(fin,pres,lex)"
gy,gij,"pron(pers,2,plu)"
gaarne,gaarne,v(infin)
drinken?,drinken,v(infin)
Wat,hebben,adv(gener)
wilt,willen,"v(fin,pres,aux_cop)"
gy,gij,"pron(pers,2,plu)"
dat,dat,conj(subord)
men,men,pron(indef)
u,gij,"pron(pers,2,plu)"
dood,dood,adj()
zal,zullen,"v(fin,pres,aux_cop)"
slaan,slaan,v(infin)
Of,of,n(sing)
dat,dat,conj(subord)
men,men,pron(indef)
u,gij,"pron(pers,2,sing)"
zal,zullen,"v(fin,pres,aux_cop)"
"verdrinken,",verdrinken,v(infin)
Ach,n,"pron(pers,1,sing)"
als,als,conj(comp)
gy,gij,"pron(pers,2,plu)"
wilt,willen,"v(fin,pres,aux_cop)"
verdrinkt,verdrinken,"v(fin,pres,lex)"
my,ik,"pron(pers,1,sing)"
"dan,",dan,adv(gener)
Maar,haar,interj()
hoe,hoe,adv(inter)
kan,kunnen,"v(fin,pres,aux_cop)"
't,het,adv(gener)
zyn,zijn,v(infin)
wat,wat,pron(inter)
hebt,hebben,"v(fin,pres,aux_cop)"
gy,gij,"pron(pers,2,plu)"
er,eer,adv(gener)
"an,",aan,adp()
Neen,een,conj(coord)
gy,gij,"pron(pers,2,plu)"
moet,moeten,"v(fin,pres,aux_cop)"
maar,maar,conj(coord)
ter,de+te,art(def)+adp()
dood:,dood,n(sing)
Dan,gunnen,adp()
zyn,zijn,"v(fin,pres,aux_cop)"
wy,wij,"pron(pers,1,plu)"
uit,uit,adp()
den,de,art(def)
nood.,nood,n(sing)
Zy,gij,adv(gener)
bonden,binden,"v(fin,past,lex)"
hem,hij,"pron(pers,3,sing)"
de,de,art(def)
handen,hand,n(plu)
"vast,",vast,adj()
Zyn,een,pron(poss)
hals,hals,n(sing)
met,met,adp()
een,een,art(indef)
steen,steen,n(sing)
"beladen,",beladen,"v(participle,past)"
Zoekt,hoeken,v(imp)
u,uw,pron(poss)
troost,troost,n(sing)
by,bij,adp()
een,een,art(indef)
anderen,ander,adj()
"gast,",gast,n(sing)
Daar,haar,n(prop)
kan,kunnen,"v(fin,pres,aux_cop)"
gy,gij,"pron(pers,2,plu)"
u,gij,"pron(pers,2,sing)"
goed,goed,adj()
"verzaden,",verzaden,v(infin)
Toen,ne,pronadv(rel)
smeet,smeden,"v(fin,pres,lex)"
men,men,pron(indef)
hem,hij,"pron(pers,3,sing)"
in,in,adp()
de,de,art(def)
rievier;,rivier,n(sing)
Dit,het,conj(coord)
was,zijn,"v(fin,past,aux_cop)"
voor,voor,adp()
hun,zij,"pron(pers,3,plu)"
een,een,art(indef)
groot,groot,adj()
vertier,verteren,n(sing)
Maar,haar,n(prop)
God,hood,conj(coord)
die,die,pron(rel)
het,het,"pron(pers,3,sing)"
ziet:,zien,"v(fin,pres,lex)"
Vergeet,ergens,"v(fin,pres,lex)"
de,de,art(def)
ware,zijn,adj()
vrome,vroom,n(sing)
niet.,niet,adv(neg)
De,eer,conj(coord)
roovers,rover,n(sing)
gingen,gaan,"v(fin,past,lex)"
nu,nu,adv(dem)
"welgemoed,",welgemoed,adv(gener)
Naar,haar,adp()
den,de,art(def)
Herberg,herberg,n(sing)
om,om,conj(subord)
te,te,adp()
"rusten,",rusten,v(infin)
Zeg,ech,conj(coord)
kastelijn,kastelijk,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
u,gij,pron(poss)
wijn,wijn,n(sing)
