form,lemma,pos
Als,als,"v(fin,pres,lex)"
de,de,art(def)
Hoop,oop,n(sing)
mij,ik,"pron(pers,1,sing)"
"verliet,",verlaten,"v(fin,pres,lex)"
Och!,gij,adv(gener)
dan,dan,adv(dem)
stierf,sterven,"v(fin,pres,lex)"
ik,ik,"pron(pers,1,sing)"
gewis;,gewis,"v(fin,past,lex)"
'k,koken,"pron(pers,2,plu)"
Denk:,ik,n(prop)
bij,bij,adp()
al,al,num(indef)
mijn,mijn,pron(poss)
"verdriet,",verdriet,n(sing)
Dat,haten,conj(coord)
de,de,art(def)
Hoop,oop,n(sing)
er,eer,pron(poss)
nog,noch,conj(coord)
is!,zijn,n(sing)
Wat,hebben,"v(fin,pres,lex)"
ik,ik,"pron(pers,1,sing)"
"duld',",dulde,"v(fin,pres,lex)"
wat,wat,pron(inter)
ik,ik,"pron(pers,1,sing)"
"lij',",lijden,"v(fin,pres,lex)"
Vriendlijk,riendelijk,adv(gener)
troostend,troosten,"v(participle,pres)"
blijft,blijven,"v(fin,pres,aux_cop)"
"Zij,",twee,"pron(pers,1,sing)"
Als,als,adv(gener)
een,een,art(indef)
"Engel,",engel,n(sing)
mij,ik,"pron(pers,1,sing)"
bij!,bij,"v(fin,pres,lex)"
Of,of,v(imp)
mijn,mijn,pron(poss)
eenzame,enwaamzaam,adj()
weg,weg,n(sing)
Door,horen,n(sing)
geen,geen,pron(indef)
ster,ster,n(sing)
word',woord,"v(fin,pres,aux_cop)"
bestraald...,bestraat,n(sing)
Als,als,"pron(pers,3,sing)+v(fin,pres,aux_cop)"
mijn,mijn,pron(poss)
voet,voet,n(sing)
in,in,adp()
de,de,art(def)
heg,heg,n(sing)
En,in,adp()
de,de,art(def)
struiken,struiken,n(plu)
verdwaalt...,verdwalf,"v(fin,pres,lex)"
Wàt,eten,"v(fin,pres,aux_cop)"
ik,ik,"pron(pers,1,sing)"
"duld',",dulde,"v(fin,pres,lex)"
wàt,weten,"v(fin,past,aux_cop)"
ik,ik,"pron(pers,1,sing)"
"lij',",lijden,n(prop)
Vriendlijk,rinnendelijk,adv(gener)
troostend,troosten,n(sing)
blijft,blijven,"v(fin,pres,aux_cop)"
"Zij,",twee,"pron(pers,1,sing)"
Als,als,adv(gener)
een,een,art(indef)
Engel,engel,n(sing)
mij,ik,"pron(pers,1,sing)"
bij!,bij,adp()
Zie!,hier,num(card)
Haar,haar,interj()
liefdrijke,liederik,n(sing)
hand,hand,n(sing)
"Voert,",horen,adv(gener)
door,door,adp()
's,zijn,pron(poss)
Levens,eva,n(sing)
"woestijn,",woestijn,n(prop)
Mij,twee,"pron(pers,1,sing)"
naar,naar,n(sing)
't,eten,art(def)
eeuwige,eeuwig,n(prop)
"land,",land,n(sing)
Waar,zij,n(prop)
geen,geen,pron(indef)
leed,lijden,n(sing)
meer,meer,adv(gener)
zal,zullen,"v(fin,pres,aux_cop)"
zijn.,zijn,v(infin)
Dáar,haar,conj(coord)
ook,ook,adv(gener)
blijft,blijven,"v(fin,pres,lex)"
Ze,eer,"pron(pers,3,sing)"
mij,ik,"pron(pers,1,sing)"
bij;,bij,"pron(pers,2,plu)"
"Smeekt,",mikken,n(sing)
geknield,geknield,"v(participle,past)"
aan,aan,adp()
mijn,mijn,pron(poss)
"z,",z,n(sing)
Om,hij,"pron(pers,1,sing)"
genade,genade,n(sing)
voor,voor,adp()
mij.,ik,"pron(pers,1,sing)"
