form,lemma,pos
Vrienden!,gereedne,n(plu)
neemt,nemen,"v(fin,pres,lex)"
voor,voor,adp()
't,et,art(def)
"Vaderland,",adelgand,n(sing)
Nu,gij,adp()
den,de,art(def)
beker,bekeer,n(prop)
in,in,adp()
de,de,art(def)
"hand,",hand,n(prop)
Doet,het+ooit,conj(coord)
een,een,art(indef)
lofzang,lofzang,n(sing)
hoeren;,horen,n(sing)
"Hij,",2,num(card)
die,die,pron(rel)
't,het,art(def)
Vaderland,adelgarind,n(prop)
niet,niet,adv(neg)
"eert,",eren,"v(fin,pres,lex)"
Boven,hoven,adv(gener)
alles,al,num(indef)
niet,niet,adv(neg)
"waardeert,",waarderen,adv(gener)
Is,zijn,"v(fin,pres,aux_cop)"
geen,geen,pron(indef)
vrijgeboren.,vrijnhoren,adj()
"O,",",",conj(coord)
dat,dat,art(def)
lieve,lief,adj()
Vaderland,adelhard,n(sing)
Zij,ij,adp()
ons,wij,"pron(pers,1,plu)"
dierbaar,dierbaar,pronadv(dem)
"onderpand,",onderpand,n(sing)
't,het,adv(gener)
Schenkt,tekenen,"v(fin,pres,lex)"
ons,wij,"pron(pers,1,plu)"
reine,rein,adj()
weelde;,weelde,n(sing)
Weelde,aalde,"v(fin,past,lex)"
die,die,pron(rel)
de,de,art(def)
ziel,ziel,n(sing)
"bekoort,",bekoren,adj()
Weelde,eilen,"v(fin,past,lex)"
als,als,conj(comp)
eens,een,adv(gener)
Edens,aden,n(sing)
"oord,",oord,n(sing)
Adams,de+am,n(sing)
boezem,boezem,n(prop)
streelde.,strijdelen,"v(fin,past,lex)"
Wijden,heten,v(infin)
we,wie,pron(inter)
ons,wij,"pron(pers,1,plu)"
in,in,adp()
onze,ons,pron(poss)
"jeugd,",jeugd,n(sing)
Aan,ja,adp()
der,de,art(def)
vad'ren,vader,n(plu)
trouw,trouw,n(sing)
en,en,adv(neg)
"deugd,",deugd,"v(fin,pres,lex)"
Aan,ja,adp()
een,een,art(indef)
vlekloos,vlekoloos,adj()
leven;,leven,n(sing)
"Hij,",twee,num(card)
die,die,pron(rel)
pligt,plegen,"v(fin,pres,lex)"
en,een,adv(neg)
deugden,deugd,"v(fin,past,lex)"
"acht,",achten,n(sing)
Draagt,ragen,n(sing)
het,het,"pron(pers,3,sing)"
beeld,beeld,"v(fin,pres,lex)"
van,van,adp()
't,het,art(def)
"voorgeslacht,",voorleggen,adj()
Strekt,trekken,v(imp)
tot,tot,conj(coord)
roem,roem,n(sing)
der,de,art(def)
neven.,neef,n(sing)
Hij,twee,interj()
wiens,het+wie,pron(inter)
deugd,deugd,"v(fin,pres,lex)"
zich,zich,"pron(refl,3,sing)"
nooit,nooit,adv(gener)
"verzet,",verzetten,"v(fin,pres,lex)"
Die,hij,conj(coord)
der,de,art(def)
vleijers,vleeser,n(plu)
kop,kop,n(sing)
"verplet,",verpleden,v(infin)
Die,hij,adp()
den,de,art(def)
troon,troon,n(sing)
omgeven;,omgeven,v(infin)
Hij,twee,"pron(pers,1,sing)"
die,de,pron(rel)
deugd,deugd,"v(fin,pres,lex)"
en,een,adv(neg)
waarheid,waarheid,n(sing)
"eert,",eren,"v(fin,pres,lex)"
En,ne,conj(coord)
verdiensten,verdienste,v(infin)
steeds,stad,n(sing)
"waardeert,",waarderen,adv(gener)
Hij,twee,"pron(pers,1,sing)"
zal,zullen,"v(fin,pres,aux_cop)"
eeuwig,eeuwig,adv(gener)
leven.,leven,v(infin)
Maar,haar,n(sing)
die,die,pron(rel)
door,door,adp()
de,de,art(def)
"gierigheid,",gierigheid,n(sing)
En,ne,conj(coord)
door,door,adp()
baatzucht,baatschat,n(sing)
wordt,worden,"v(fin,pres,aux_cop)"
"geleid,",leiden,"v(participle,past)"
Slechts,licht,adv(gener)
voor,voor,adp()
zich,zich,"pron(refl,3,sing)"
wil,willen,"v(fin,pres,aux_cop)"
leven;,leven,v(infin)
Die,hij,pron(indef)
den,de,art(def)
armen,arm,adj()
hulp,hulp,n(sing)
"ontzegt,",ontzeggen,"v(participle,past)"
En,en,conj(coord)
't,et,pron(rel)
vernuft,vernieuwen,"v(participle,past)"
aan,aan,adp()
banden,band,n(plu)
"legt,",liggen,"v(fin,pres,lex)"
Oogst,hoogst,adv(gener)
den,de,art(def)
vloek,vloek,n(sing)
der,de,art(def)
neven.,neef,n(sing)
Vrede,eren,n(sing)
zij,zijn,"v(fin,pres,aux_cop)"
ons,ons,"pron(pers,1,plu)"
"Vaderland,",adelhard,n(prop)
En,ne,conj(coord)
Oranje,kranen,n(prop)
