form,lemma,pos
AAnhoord,het+honherd,"v(fin,pres,lex)"
dog,doch,adv(gener)
Christenen,rusten,v(infin)
"al,",al,pron(indef)
Wat,hebben,conj(subord)
ik,ik,"pron(pers,1,sing)"
u,gij,"pron(pers,2,plu)"
verhalen,verhalen,v(infin)
"sal,",zullen,"v(fin,pres,aux_cop)"
Binnen,innen,v(infin)
Alkmaar,elk+maar,n(prop)
de,de,art(def)
"Stede,",het,n(sing)
Geschied,eisen,"v(fin,pres,lex)"
al,al,adv(gener)
in,in,adp()
die,de,art(def)
"Stad,",getade,n(sing)
Dat,haten,adv(gener)
sal,zullen,"v(fin,pres,aux_cop)"
ik,ik,"pron(pers,1,sing)"
u,gij,"pron(pers,2,plu)"
te,te,adp()
kennen,kennen,v(infin)
"geven,",geven,v(infin)
Hoe,hoe,interj()
een,een,art(indef)
arme,arm,adj()
vrouw,vrouw,n(sing)
daar,daar,adv(dem)
bad.,bidden,"v(fin,past,lex)"
Dese,eze,pron(poss)
arme,arm,adj()
vrouwe,vrouw,n(sing)
"siet,",zien,v(imp)
Quam,vuim,n(sing)
bidden,bidden,v(infin)
daar,daar,pronadv(dem)
met,met,pronadv(rel)
"vliet,",vliet,n(sing)
En,ne,conj(coord)
dat,dat,conj(subord)
al,al,num(indef)
aan,aan,adp()
de,de,art(def)
"deure,",deur,n(sing)
De,eer,adv(gener)
meyd,meien,n(sing)
hoord,horen,v(imp)
mijn,mijn,pron(poss)
"vermaan,",vermanen,n(sing)
Dee,ee,adv(gener)
open,open,adj()
en,ne,adv(neg)
quam,komen,"v(fin,past,lex)"
"veure,",verven,"v(fin,past,lex)"
Die,hij,"pron(pers,1,sing)"
de,de,art(def)
arme,arm,adj()
vrouw,vrouw,n(sing)
vond,vinden,adj()
staan.,staan,n(prop)
Sy,hij,"pron(pers,1,sing)"
bad,bidden,"v(fin,past,lex)"
om,om,adp()
een,een,art(indef)
stukje,stuk,n(sing)
"brood,",brood,n(sing)
Of,of,conj(coord)
sey,sei,n(sing)
sy,zij,"v(fin,pres,aux_cop)"
ik,ik,"pron(pers,1,sing)"
ben,zijn,"v(fin,pres,aux_cop)"
in,in,adp()
"nood,",nood,n(sing)
Heb,hebben,pronadv(rel)
dog,doch,adv(gener)
"meewaardigheden,",meerdagweegd,"v(participle,past)"
Ey,een,"pron(pers,1,sing)"
roept,roepen,"v(fin,pres,lex)"
de,de,art(def)
Juffrouw,eufrof,n(sing)
"veur,",voor,adv(gener)
Met,eten,conj(coord)
vijf,vijf,num(card)
Kinders,inder,n(plu)
hier,hier,adv(dem)
"beneden,",beneden,"v(fin,pres,lex)"
Sta,tot,misc()
ik,ik,"pron(pers,1,sing)"
hier,hier,adv(dem)
voor,voor,adp()
de,de,art(def)
deur.,deur,n(sing)
De,eer,conj(coord)
meyd,meien,n(sing)
die,die,pron(rel)
liep,lopen,"v(fin,past,lex)"
met,met,adp()
"spoed,",spoed,n(sing)
Og,gog,adv(gener)
Juffrouw,eufroven,n(sing)
sprak,spreken,"v(fin,past,lex)"
sy,zij,"pron(pers,3,plu)"
soet,zien,"pron(pers,3,sing)+pron(pers,3,sing)"
Ey,een,"pron(pers,1,sing)"
komt,komen,"v(fin,pres,lex)"
dog,doch,adv(gener)
hier,hier,adv(dem)
eens,een,adv(gener)
"voore,",voor,n(sing)
Een,een,conj(coord)
vrouwe,vrouw,n(sing)
siet,zien,"v(fin,pres,lex)"
haar,zij,pronadv(dem)
"aan,",aan,adv(gener)
Met,eten,conj(coord)
vijf,vijf,num(card)
kinders,kind,n(plu)
wild,willen,"v(fin,pres,aux_cop)"
dog,doch,adv(gener)
"hoore,",horen,"pron(pers,2,plu)"
Hoord,horen,conj(coord)
hare,haar,pron(poss)
klagt,klagen,n(sing)
dog,doch,adv(gener)
aan.,aan,"v(fin,pres,lex)"
Sy,een,"pron(pers,2,plu)"
bid,bidden,v(imp)
om,om,adp()
een,een,art(indef)
stukje,stuk,n(sing)
"brood,",brood,n(sing)
Al,al,num(indef)
voor,voor,adp()
haar,haar,pron(poss)
kinders,kind,n(plu)
"hoord,",horen,"v(fin,pres,lex)"
Sit,eten,adv(gener)
hier,hier,adv(dem)
aan,aan,adp()
onse,ons,pron(poss)
"deure,",deur,n(sing)
En,ne,conj(coord)
bid,bidden,"v(fin,pres,lex)"
hier,hier,adv(dem)
met,met,adp()
getraan,treden,n(prop)
Om,hij,pron(indef)
een,een,art(indef)
aalmoes,aalmoes,adj()
te,te,adp()
"beuren,",beuren,v(infin)
Ey,ik,adv(gener)
siet,zien,v(imp)
de,de,art(def)
armoed,armoede,n(sing)
aen.,aan,"v(fin,pres,lex)"
De,eer,conj(coord)
Juffrouw,efrof,n(sing)
die,die,pron(dem)
quam,komen,"v(fin,past,lex)"
"veur,",voor,adj()
Sprak,opraak,"v(fin,past,lex)"
wat,wat,pron(inter)
doet,doen,n(sing)
gy,gij,"pron(pers,2,plu)"
aan,aan,adp()
mijn,mijn,pron(poss)
"deur,",deur,n(sing)
Met,eten,"v(fin,pres,lex)"
al,al,num(indef)
u,uw,pron(poss)
luisen,lozen,v(infin)
en,ne,adv(neg)
"neten,",neen,v(infin)
Ik,kok,"pron(pers,2,plu)"
geef,geven,"v(fin,pres,lex)"
u,uw,pron(poss)
"niemendal,",niemand,adv(gener)
Ja,af,conj(coord)
ook,ook,adv(gener)
niet,niet,adv(neg)
een,een,art(indef)
brok,breken,n(sing)
te,te,adp()
"eeten,",eten,v(infin)
Met,eten,conj(coord)
u,uw,pron(poss)
kinders,kind,n(plu)
groot,groot,adj()
getal.,getal,"v(fin,pres,lex)"
Ik,koken,"pron(pers,2,plu)"
bid,bidden,v(imp)
om,om,adp()
Godes,hade,n(sing)
"wil,",wil,n(sing)
Voor,horen,conj(coord)
mijn,mijn,pron(poss)
vyf,vijf,num(card)
kinders,kind,n(plu)
"stil,",stil,adj()
Want,hand,adv(gener)
siet,zien,"v(fin,pres,lex)"
ik,ik,"pron(pers,1,sing)"
ben,zijn,"v(fin,pres,aux_cop)"
"verdreven,",verdrijven,"v(participle,past)"
Al,al,adv(gener)
uyt,uit,n(sing)
de,de,art(def)
Palts,hals,adv(gener)
hoord,horen,v(imp)
"aan,",aan,adp()
'k,koken,"pron(pers,1,sing)"
Ben,een,conj(coord)
komen,komen,v(infin)
dwalen,dwalen,"v(fin,pres,aux_cop)"
hier,hier,adv(dem)
beneven,beneven,adp()
Ey,hij,"pron(pers,2,plu)"
hoord,horen,"v(fin,pres,lex)"
mijn,mijn,pron(poss)
klagt,klagen,n(sing)
dog,doch,adv(gener)
aan.,aan,"v(fin,pres,lex)"
De,eerietlang,adv(gener)
Juffer,offeren,n(sing)
sprak,spreken,"v(fin,past,lex)"
toen,tonen,adp()
"fier,",fier,n(prop)
Weg,ech,conj(coord)
weg,weg,n(sing)
vertrekt,vertrekken,"v(participle,past)"
van,van,adp()
"hier,",hier,n(sing)
Ik,kok,misc()
wil,willen,"v(fin,pres,aux_cop)"
u,gij,"pron(pers,2,plu)"
hier,hier,adv(dem)
niet,niet,adv(neg)
"geven,",geven,v(infin)
Loopt,hopen,adv(gener)
vry,vrij,adj()
al,al,adv(gener)
van,van,adp()
mijn,mijn,pron(poss)
"deur,",deur,n(sing)
Al,al,n(sing)
kan,kunnen,"v(fin,pres,aux_cop)"
sy,zij,"pron(pers,3,sing)"
sonder,zonder,adp()
brood,brood,n(sing)
niet,niet,adv(neg)
"leven,",leven,v(infin)
Loopt,hopen,v(imp)
van,van,adp()
hier,hier,adv(dem)
met,met,adp()
u,gij,"pron(pers,2,sing)"
getreur.,getrouw,adv(gener)
De,eer,punc(quest)
Juffer,eufer,n(sing)
met,met,adp()
een,een,art(indef)
"roep,",roep,n(sing)
Seyd,eed,n(sing)
meyd,mei,"v(fin,pres,lex)"
komt,komen,"v(fin,pres,lex)"
veegt,vegen,v(imp)
de,de,art(def)
"stoep,",stoop,n(sing)
Weg,ech,conj(coord)
Schooyster,ekoster,n(sing)
met,met,adp()
u,uw,pron(poss)
"luysen,",luis,v(infin)
Gaat,gevad,n(prop)
van,van,adp()
hier,hier,adv(dem)
aanstonds,anstonde,n(prop)
"heen,",een,adv(gener)
Of,of,"v(fin,pres,lex)"
ik,ik,"pron(pers,1,sing)"
sal,zullen,"v(fin,pres,aux_cop)"
u,gij,"pron(pers,2,plu)"
doen,doen,v(infin)
"verhuysen,",verhuigen,v(infin)
Daarom,carom,n(sing)
gaat,gaan,"v(fin,pres,lex)"
dadelyk,doen+ik,pron(rel)
"heen,",heen,v(infin)
God,hood,adv(gener)
sal,zullen,"v(fin,pres,aux_cop)"
u,gij,"pron(pers,2,plu)"
straffen,straffen,v(infin)
"nou,",nauw,adv(neg)
Sprak,opraak,n(sing)
doe,toen,conj(subord)
de,de,art(def)
arme,arm,adj()
"Vrouw,",rouw,n(sing)
Siet,iet,"pron(pers,3,sing)+interj()"
God,hood,conj(coord)
die,de,pron(dem)
sal,zullen,"v(fin,pres,aux_cop)"
het,het,"pron(pers,3,sing)"
"wreken,",wreken,v(infin)
Daarom,charom,n(sing)
spreekt,spreken,"pron(pers,3,sing)+v(fin,past,lex)"
dog,doch,adv(gener)
niet,niet,adv(neg)
soo,zo,adv(resum)
"stout,",stout,"v(fin,pres,lex)"
Als,als,adv(gener)
spreekt,spreken,"v(fin,pres,lex)"
gy,gij,"pron(pers,2,plu)"
met,met,adp()
loose,loos,n(sing)
"treken,",treek,n(plu)
En,ne,conj(coord)
op,op,adp()
uwen,uw,pron(poss)
rijkdom,rijkdom,n(sing)
boud.,boud,n(sing)
De,eer,conj(coord)
vrouw,vrouw,adj()
ging,gaan,adj()
treurig,treugerig,adj()
"heen,",heen,"v(fin,pres,aux_cop)"
Met,eten,conj(coord)
oogen,oog,v(prtcl)
vol,vol,adv(gener)
"geween,",geween,"v(participle,past)"
Gods,hoofd,adv(gener)
straffen,straffen,n(plu)
ende,en,conj(coord)
"plagen,",plegen,n(plu)
Die,ie,adv(gener)
volgden,volgen,"v(fin,past,lex)"
daar,daar,adv(dem)
terstond,de+stond+te,adp()+n(prop)
Dat,haten,adp()
de,de,art(def)
luysen,luis,n(plu)
by,bij,adp()
haar,haar,pron(poss)
"lagen,",laag,n(sing)
Met,eten,conj(coord)
hoopen,hopen,"v(fin,past,lex)"
op,op,adp()
de,de,art(def)
grond,grond,n(sing)
's,zijn,n(sing)
Middags,iddag,n(sing)
hoord,horen,"v(fin,pres,lex)"
hier,hier,adv(dem)
"naar,",naar,n(prop)
Wou,af,conj(coord)
Juffrouw,eufrof,n(sing)
eeten,heten,"v(fin,pres,aux_cop)"
"daar,",daar,pronadv(dem)
En,ne,art(indef)
sprak,spreken,adj()
meyd,meien,n(sing)
komt,komen,"v(fin,pres,lex)"
met,met,adp()
"eeten,",eten,n(sing)
De,eer,adv(gener)
meyd,meien,n(sing)
bragt,brengen,"v(participle,past)"
de,de,art(def)
spijse,spijs,n(sing)
"gaar,",gaar,adj()
Maar,aar,n(prop)
de,de,art(def)
spijs,spijs,n(sing)
die,die,pron(rel)
was,zijn,"v(fin,past,aux_cop)"
met,met,adp()
neten,net,n(prop)
Krielden,riel,"v(fin,past,lex)"
van,van,adp()
luysen,luis,n(prop)
"daar,",daar,adv(dem)
De,eer,pron(indef)
luysen,luis,v(infin)
liepen,lopen,"v(fin,past,lex)"
"daar,",daar,adv(dem)
Op,op,adv(gener)
haar,haar,pron(poss)
kleeren,klaren,v(infin)
"voorwaar,",voorwaar,n(sing)
Sy,hij,pron(poss)
kost,kosten,n(sing)
haar,zij,n(sing)
niet,niet,adv(neg)
"verbergen,",verbergen,v(infin)
De,eer,conj(coord)
meyd,meien,n(sing)
moest,moeten,"v(fin,past,aux_cop)"
komen,komen,v(infin)
"siet,",zien,v(imp)
Om,hij,"pron(pers,1,sing)"
dat,dat,pron(rel)
de,de,art(def)
Juffrouw,eufrof,n(sing)
God,hood,conj(coord)
ging,gaan,n(sing)
"tergen,",terge,v(infin)+adp()
Veegt,het+hegen,"v(fin,pres,lex)"
de,de,art(def)
luysen,luis,adj()
weg,weg,n(sing)
met,met,adp()
vliet.,vliet,n(sing)
De,eer,adv(gener)
Mevrouw,gehrouw,n(sing)
die,die,art(def)
sprak,spreken,n(sing)
hoord,horen,"v(fin,pres,lex)"
aan,aan,adp()
Ik,ik,n(sing)
heb,hebben,"v(fin,pres,aux_cop)"
aan,aan,adp()
God,hoofd,conj(coord)
"misdaan,",misdoen,n(prop)
Siet,iet,conj(coord)
hier,hier,adv(dem)
nu,nu,adv(dem)
is,zijn,"v(fin,pres,aux_cop)"
het,het,"pron(pers,3,sing)"
teeken,teken,n(sing)
Om,hij,adp()
dese,deze,pron(dem)
arme,arm,n(plu)
Vrouw,rouw,n(sing)
Komt,homen,adv(gener)
God,hood,adv(gener)
hier,hier,adv(dem)
dit,dit,pron(dem)
