form,lemma,pos
GHenade,enade,n(sing)
vrede,vrede,n(sing)
seer,zeer,n(sing)
verblijdt,verblijd,"v(fin,pres,lex)"
Wensch,enigs,n(sing)
ick,ik,"pron(pers,1,sing)"
Godts,hoeden,adj()
volck,volk,n(sing)
nu,nu,adv(dem)
ter,de+te,art(def)+adp()
"tijdt,",tijd,n(sing)
Als,als,n(sing)
nu,nu,adv(dem)
tot,tot,adp()
deser,deze,pron(dem)
stede,stad,n(sing)
Veel,eel,adj()
cracht,kracht,n(sing)
des,de,art(def)
Gheestes,heest,"v(fin,pres,lex)+pron(pers,3,sing)"
"mede,",mede,n(sing)
Met,eten,conj(coord)
alle,al,num(indef)
die,die,pron(rel)
ghecomen,komen,"v(participle,past)"
sijn,zijn,"v(fin,pres,aux_cop)"
Tot,hoofd,conj(coord)
die,de,art(def)
ghemeenschap,gemeenschap,n(sing)
der,de,art(def)
Heylighen,heilig,adj()
"fijn,",fijn,n(prop)
Ghedoopt,dopen,"v(fin,pres,lex)"
tot,tot,conj(coord)
een,een,art(indef)
"lichame,",lichaam,n(sing)
Verandert,eerhanderd,"v(fin,pres,lex)"
seer,zeer,n(sing)
"bequame,",bekwaam,adj()
Van,ja,adp()
't,eten,art(def)
oude,oud,adj()
leven,leven,n(sing)
uyt,uit,n(sing)
ghetreen,treen,v(infin)
Te,eerietlang,n(sing)
wandelen,wandelen,v(infin)
met,met,adp()
Christo,hertos,n(sing)
"heen,",een,v(infin)
Als,al,n(sing)
nieuwe,nieuw,adj()
creaturen,creatuur,n(sing)
Soo,ooi,conj(coord)
langh,lang,adv(gener)
ons,wij,pron(poss)
daghen,dagen,v(infin)
dueren.,duren,v(infin)
Wilt,houden,"pron(pers,3,sing)+v(fin,pres,aux_cop)"
neerstigh,ernstig,adj()
letten,letten,v(infin)
op,op,adp()
het,het,"pron(pers,3,sing)"
woordt,worden,"v(fin,pres,aux_cop)+pron(pers,3,sing)"
Van,ja,adp()
desen,deze,pron(dem)
propheet,profeet,n(sing)
met,met,adp()
"accoort,",accoord,n(sing)
Als,als,adv(gener)
op,op,adp()
een,een,art(indef)
licht,licht,n(sing)
ghepresen,prijzen,v(infin)
In,en,conj(coord)
duysternis,duisternis,n(sing)
gheresen.,gerijzen,"v(participle,past)"
Ist,het+zijn,v(imp)
dat,dat,conj(subord)
wy,wij,"pron(pers,1,plu)"
nu,nu,adv(dem)
ontsteecken,ontsteken,"v(fin,pres,lex)"
sijn,zijn,pron(poss)
Door,hoor,n(sing)
't,eten,adv(gener)
ware,zijn,adj()
licht,licht,n(sing)
van,van,adp()
Christo,heerstoos,n(sing)
"fijn,",fijn,n(sing)
Dat,hebben,adv(gener)
moet,moeten,"v(fin,pres,aux_cop)"
nu,nu,adv(dem)
aen,aan,adp()
ons,wij,"pron(pers,1,plu)"
"blijcken,",blikken,v(infin)
Of,of,conj(coord)
eenighsins,enigszins,adv(gener)
ghelijcken.,gelijken,v(infin)
De,eer,pron(poss)
Arcke,ark,n(sing)
"Godts,",hode,adv(gener)
hier,hier,pronadv(dem)
wel,wel,adv(gener)
op,op,pronadv(prep)
"let,",lid,n(sing)
Sy,hij,adv(gener)
was,zijn,"v(fin,past,aux_cop)"
van,van,adp()
goude,goud,n(sing)
onbesmet,onbesmet,adj()
Over,huur,n(sing)
vueren,voeren,v(infin)
hout,hout,n(sing)
"gheslaghen,",slaan,"v(participle,past)"
Of,of,"v(fin,pres,aux_cop)"
wy,wij,"pron(pers,1,plu)"
dit,dit,pron(dem)
beeldt,beeld,n(sing)
al,al,pron(indef)
draghen.,dragen,v(infin)
Een,een,art(indef)
Christelijcke,herstelijk,adj()
wandel,wandel,n(sing)
goet,goed,adj()
Men,een,n(sing)
reyn,rein,adj()
aen,aan,adp()
ons,wij,"pron(pers,1,plu)"
bepeuren,bepeuren,v(infin)
moet,moeten,"v(fin,pres,aux_cop)"
Om,hij,"pron(pers,3,sing)"
soo,zo,adv(resum)
in,in,adp()
liefd',liefde,n(sing)
en,ne,art(indef)
vrede,vrede,n(sing)
Te,eerietlang,adv(gener)
houden,houden,v(infin)
eenighede.,enigheid,adj()
O,.,punc(quest)
ghy,gij,"pron(pers,2,sing)"
ghedoopte,gedoopt,"v(fin,past,lex)"
na,na,adp()
Christus,christus,n(prop)
raedt,raden,"v(fin,pres,lex)"
Ist,zijn+het,"v(fin,pres,lex)"
dat,dat,conj(subord)
het,het,"pron(pers,3,sing)"
soo,zo,adv(resum)
met,met,adp()
ons,wij,"pron(pers,1,plu)"
niet,niet,adv(neg)
staet,staan,"v(fin,pres,lex)"
Recht,echt,"pron(pers,3,sing)+adv(inter)"
na,na,adp()
den,de,art(def)
"gheest,",geest,n(sing)
wilt,willen,"v(fin,pres,aux_cop)"
"weten,",weten,v(infin)
Christum,herstum,interj()
wy,wij,"pron(pers,1,plu)"
niet,niet,adv(neg)
en,en,adv(neg)
eten.,eten,"v(fin,pres,lex)"
Laet,hebben,adp()
ons,wij,"pron(pers,1,plu)"
eens,een,art(indef)
recht,recht,adj()
bedencken,bedenken,n(sing)
wis,wijs,adv(inter)
Hoe,hoe,n(sing)
Christus,hertos,n(prop)
lichaem,lichaam,n(sing)
ghebroocken,breken,adj()
is,zijn,"v(fin,pres,aux_cop)"
Met,eten,adv(gener)
veel,veel,num(indef)
Martelisacy,arthilasilis,n(sing)
Om,hij,adp()
ons,wij,"pron(pers,1,plu)"
te,te,adp()
brenghen,brengen,v(infin)
gracy.,gratie,n(sing)
Dus,huis,interj()
most,moeten,"v(fin,past,aux_cop)"
hy,hij,"pron(pers,3,sing)"
lijden,lijden,v(infin)
in,in,adp()
veel,veel,num(indef)
"smert,",smart,adj()
Eer,eer,adv(gener)
dat,dat,conj(subord)
hy,hij,"pron(pers,3,sing)"
ons,wij,"pron(pers,1,plu)"
een,een,art(indef)
spijse,spijs,n(sing)
werdt,worden,"v(fin,pres,aux_cop)"
Van,hangen,adp()
hem,hij,"pron(pers,3,sing)"
alsoo,alzo,adv(gener)
"gheleecken,",gelijken,"v(participle,past)"
Doen,ne,interj(latin)
hy,hij,"pron(pers,3,sing)"
het,het,"pron(pers,3,sing)"
broodt,brood,"v(fin,pres,lex)"
gingh,gaan,"v(fin,past,aux_cop)"
breecken,breken,v(infin)
Hy,hij,"pron(pers,2,plu)"
nam,nemen,"v(fin,past,lex)"
het,het,"pron(pers,3,sing)"
broodt,brood,"v(fin,pres,lex)"
en,ne,adv(neg)
sprack,spreken,"v(fin,past,lex)"
bequaem,bekwaam,adj()
Neemt,emma,n(sing)
ende,en,conj(coord)
"eet,",eten,n(sing)
dits,dit+zijn,"pron(dem)+v(fin,pres,aux_cop)"
mijn,mijn,pron(poss)
"lichaem,",lichaam,n(sing)
Dat,haten,conj(coord)
voor,voor,adp()
u,gij,"pron(pers,2,sing)"
werdt,worden,"v(fin,pres,aux_cop)"
"ghegheven,",geven,"v(participle,past)"
Danckbaer,jambar,n(sing)
wilt,willen,"v(fin,pres,aux_cop)"
hem,hij,"pron(pers,3,sing)"
aenkleven.,aankleven,v(infin)
Doen,ne,pron(poss)
