form,lemma,pos
Wat,haten,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
de,de,art(def)
Waereld,aarde+geel,n(sing)
thans,tand,pron(dem)+adp()
"doorslepen,",doorslaap,"v(participle,past)"
Wat,haten,adv(gener)
heeft,hebben,"v(fin,pres,aux_cop)"
de,de,art(def)
Huichelaar,huisalman,n(sing)
al,al,adv(gener)
knepen,knepen,n(plu)
Daar,haar,interj()
hy,hij,"pron(pers,3,sing)"
ons,wij,"pron(pers,1,plu)"
daaglyks,dagelijks,adj()
door,door,adp()
verblind?,verblinden,"v(participle,past)"
Hy,hij,adv(gener)
heeft,hebben,"v(fin,pres,aux_cop)"
een,een,art(indef)
uitgestreken,uitstrekken,adj()
"wezen,",wezen,n(sing)
Daar,haar,interj()
men,men,pron(indef)
de,de,art(def)
passie,passie,n(sing)
uit,uit,adv(gener)
zouw,zowus,n(sing)
lezen,lezen,v(infin)
En,na,adv(neg)
noemd,noemen,"v(fin,pres,lex)"
zyn',zijn,pron(poss)
vyand,vijand,n(sing)
steeds,stad,"pron(pers,3,sing)+v(fin,past,lex)"
zyn',zijn,pron(poss)
vrind.,vriend,n(sing)
En,ne,conj(coord)
noemd,noemen,v(imp)
zyn',zijn,pron(poss)
vyand,vijand,n(sing)
steeds,stad,n(sing)
zyn',zijn,pron(poss)
vrind.,vriend,n(sing)
Hy,hij,pron(poss)
doet,doen,"v(fin,pres,lex)"
door,door,adp()
bruine,bruin,n(plu)
of,of,conj(coord)
zwarte,zwart,adj()
kleêren,klaar,n(plu)
Zich,ech,"pron(pers,1,sing)"
als,als,conj(subord)
een,een,art(indef)
halve,half,adj()
heilig,heilig,adj()
"eeren,",eren,n(sing)
En,ne,conj(coord)
door,door,adp()
zyn,zijn,pron(poss)
"hangdas,",hangen,n(prop)
pruik,proek,n(prop)
en,ne,adv(neg)
"hoed,",hoeden,"v(fin,pres,lex)"
Die,hier,misc(latin)
hy,hij,pronadv(dem)
in,in,pronadv(prep)
't,ut,art(def)
ronde,rond,adj()
op,op,adp()
liet,laten,"v(fin,past,lex)"
"tomen,",tomen,v(infin)
Wil,el,adv(gener)
hy,hij,"pron(pers,3,sing)"
door,door,adp()
"ieder,",ieder,adv(gener)
voor,voor,adp()
een,een,art(indef)
vromen,vroom,n(sing)
Die,je,interj()
's,zijn,"v(fin,pres,aux_cop)"
naatstens,naast,n(sing)
heil,heil,n(sing)
"zoekt,",zoeken,"v(fin,pres,lex)"
zyn,zijn,"v(fin,pres,aux_cop)"
begroet.,begroeten,"v(participle,past)"
Die,hij,pron(indef)
's,zijn,"pron(pers,3,sing)"
naatstens,naast,n(sing)
heil,heil,n(sing)
"zoekt,",zoeken,"v(fin,pres,lex)"
zyn,zijn,pron(poss)
begroet.,begroeten,adj()
Ook,ook,adv(gener)
houd,houden,"v(fin,pres,lex)"
hy,hij,"pron(pers,3,sing)"
met,met,adp()
zyn,zijn,pron(poss)
"lievelingen,",liefling,n(sing)
Voor,horen,n(sing)
't,et,art(def)
mindst',minnen,adj()
ter,de+te,adp()+art(def)
week,week,n(sing)
twee,twee,num(card)
"oeffeningen,",oefening,n(plu)
Meest,eesten,"v(fin,pres,lex)"
in,in,adp()
een,een,art(indef)
kamer,kamer,n(sing)
aan,aan,adp()
de,de,art(def)
straat;,straat,n(sing)
Opdat,opdat,conj(subord)
een,een,art(indef)
ieder,ieder,n(sing)
zou,zo,n(sing)
bemerken,bemerenken,"v(participle,past)"
Dat,haten,conj(subord)
hy,hij,"pron(pers,3,sing)"
niet,niet,adv(neg)
doet,doen,"v(fin,pres,lex)"
als,als,conj(comp)
goede,goed,adj()
"werken,",werken,"v(fin,pres,lex)"
Daar,haar,n(prop)
't,et,art(def)
hart,hard,adj()
van,van,adp()
ondeugd,ondeugd,n(prop)
zwanger,zwaan,adj()
gaat.,gat,n(sing)
Daar,haar,n(prop)
't,eten,art(def)
hart,hard,adj()
van,van,adp()
ondeugd,ondeugd,n(prop)
zwanger,zwaan,adj()
gaat.,gat,n(sing)
't,eten,pron(dem)
Kon,zij,n(sing)
zeker,zeker,adj()
vrind,vriend,n(sing)
onlangs,onlangs,adv(gener)
"bekoren,",bekoren,v(infin)
Zoo'n,hoog,interj()
Wolf,holf,conj(coord)
in,in,adp()
't,eten,art(def)
Schaapsvel,chaspelvauw,n(sing)
na,na,adp()
te,te,adp()
"sporen,",spoor,v(infin)
Tot,hoot,conj(subord)
hy,hij,"pron(pers,3,sing)"
hem,hij,"pron(pers,3,sing)"
"vond,",vinden,"v(fin,pres,lex)"
in,in,adp()
zeeker,zeker,adj()
buurt,buren,n(sing)
Des,zijn,pron(poss)
avonds,avond,n(sing)
by,bij,adp()
een,een,art(indef)
"venusdiertje,",venverijsd,n(sing)
Die,hij,conj(coord)
hem,hij,"pron(pers,3,sing)"
wel,wel,adv(gener)
meermaals,meremaal,adv(gener)
haar,haar,pron(poss)
sousiertje,sulficeren+zij,n(sing)
En,een,conj(coord)
gantsche,gans,adj()
Corpus,horpus,n(sing)
had,hebben,"v(fin,past,aux_cop)"
verhuurd.,verhuren,"v(participle,past)"
En,een,art(indef)
gantsche,gans,adj()
Corpus,horpus,n(prop)
