form,lemma,pos
"TApt,",hebpten,n(sing)
"tapt,",tappen,adv(gener)
tapt,tappen,"v(fin,pres,lex)"
vrouw,vrouw,n(sing)
"Cathelijn,",athelinus,n(prop)
En,na,conj(coord)
schinckt,schenken,v(imp)
den,de,art(def)
"wijn,",wijn,n(sing)
Laet,hebben,v(imp)
vrolijck,vrolijk,adv(gener)
zijn:,zijn,pron(poss)
Laet,hebben,conj(coord)
ons,wij,"pron(pers,1,plu)"
nu,nu,adv(dem)
in,in,adp()
ons’,ons,pron(poss)
jonghe,jong,adj()
daghen,dag,n(plu)
Scheppen,echten,"v(fin,pres,lex)"
in,in,adp()
de,de,art(def)
druyf,druif,n(sing)
behaghen:,behagen,"v(participle,past)"
Drinckt,rinken,"v(fin,pres,lex)"
wat,wat,pron(rel)
//,.,num(card)
Van,ja,adp()
dat,dat,art(def)
edel,edel,n(sing)
nat.,nat,n(sing)
"Gheeft,",hebben,"v(fin,pres,aux_cop)"
"gheeft,",geven,"v(participle,past)"
gheeft,geven,"v(fin,pres,lex)"
ons,wij,"pron(pers,1,plu)"
den,de,art(def)
"in-bijt,",inbijzen,n(sing)
(’t,het,conj(coord)
Is,zijn,"v(fin,pres,aux_cop)"
meer,meer,num(indef)
als,als,conj(comp)
tijdt),tijd,"pron(pers,3,sing)+conj(subord)"
Wy,hij,"pron(pers,2,sing)"
zijn,zijn,"v(fin,pres,aux_cop)"
verblijdt:,verblijden,"v(participle,past)"
Laet,hebben,adp()
ons,wij,"pron(pers,1,plu)"
"doch,",doch,adj()
eer,eer,conj(subord)
dat,dat,conj(subord)
wy,wij,"pron(pers,1,plu)"
gaen,gaan,"v(fin,pres,lex)"
"roncken,",ronken,v(infin)
Weynigh,enig,adv(gener)
aen,aan,adp()
de,de,art(def)
tafel,tafel,n(sing)
proncken,pronk,n(plu)
Dus,huis,n(sing)
set,zetten,"v(fin,pres,lex)"
//,.,num(card)
Ons,ik+dat,adv(gener)
hier,hier,adv(dem)
een,een,art(indef)
bancket.,bakken,n(sing)
’t,at,art(def)
"Gelt,",houden,n(sing)
’t,het,art(def)
"gelt,",geld,"v(fin,pres,lex)"
’t,tot,conj(coord)
gelt,geld,n(sing)
(gelijck-men,gelijken+het,n(sing)+art(def)
siet),zien,n(prop)
Ontbreeckt,ontbreken,"v(fin,pres,lex)"
ons,wij,"pron(pers,1,plu)"
"niet,",niet,adv(neg)
Dus,huis,interj()
brenght,brengen,"v(fin,pres,lex)"
ons,wij,"pron(pers,1,plu)"
iet:,iets,n(sing)
Sa,a,interj()
gheeft,geven,"v(fin,pres,lex)"
ons,wij,"pron(pers,1,plu)"
hier,hier,adv(dem)
wat,wat,pron(inter)
"mouchasolen,",moesholen,n(sing)
"Marcepain,",haar+men,n(prop)
en,in,conj(coord)
"caracolen,",karkolaas,n(sing)
Daer-op,jaar,adv(gener)
//,.,misc()
Smaeckt,maken,v(imp)
de,de,art(def)
Spaensche,paas,n(plu)
sop.,sop,n(sing)
