form,lemma,pos
AL,.chelling,n(sing)
Floraas,loerabas,n(prop)
vreught,vrucht,adj()
en,en,art(indef)
Ceres,eer,adj()
soete,zoet,adj()
"Lief,",gift,n(sing)
Is,zijn,"v(fin,pres,aux_cop)"
veer,ver,adv(gener)
van,van,adp()
hier,hier,adv(dem)
ghevloden,vlieden,"v(participle,past)"
na,na,adp()
het,het,"pron(pers,3,sing)"
"Zuyden,",ei,"v(fin,pres,lex)"
Voor,horen,adp()
ons,wij,pron(poss)
helaas!,helaar,n(sing)
te,te,adp()
grooten,groot,adj()
"ongerief,",ongerifa,n(sing)
"Verdort,",herdor,"v(participle,past)"
"versoort,",verzworen,"v(participle,past)"
zijn,zijn,pron(poss)
bloemen,bloem,n(plu)
loof,lof,n(sing)
en,ne,art(indef)
kruyden.,kruiden,"v(fin,past,lex)"
't,et,art(def)
Verwelkte,eerwetkelijk,adj()
groen,groen,adj()
ghebruyken,gebruiken,v(infin)
wy,wij,"pron(pers,1,plu)"
by,bij,adp()
"noot,",nood,n(sing)
Om,hij,adv(gener)
't,et,art(def)
kuyssche,kuis,n(sing)
Hooft,hoofd,conj(coord)
van,van,adp()
BARTAE,eeuw,n(sing)
te,te,adp()
"bekroonen,",bekronen,v(infin)
Is,zijn,"v(fin,pres,aux_cop)"
kleyn,klein,adj()
de,de,pron(rel)
"daat,",dat,pron(dem)
de,de,art(def)
gunst,gunst,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
meer,meer,num(indef)
als,als,adv(dem)
"groot,",groot,adj()
Om,hij,"v(fin,pres,aux_cop)"
onse,ons,pron(poss)
Speelnoot,epilenos,n(sing)
dankbaarheyt,dankbaarheid,art(def)+n(sing)
te,te,adp()
toonen.,tonen,n(prop)
O,:,conj(coord)
Pallas,allas,n(prop)
"Maaght,",hagat,n(sing)
Dianaas,hyanas,n(prop)
"Gesellin,",ezelin,n(prop)
Noyt,houden,conj(coord)
wort,worden,"v(fin,pres,aux_cop)"
besmet,besmetten,"v(participle,past)"
dijn,dijn,pron(poss)
eer,eer,adv(gener)
noch,nog,adv(gener)
kuyssche,kuis,n(sing)
"zeden,",zede,v(infin)
Hoe,hoe,conj(coord)
komt,komen,"v(fin,pres,lex)"
dat,dat,conj(subord)
u,gij,"pron(pers,2,sing)"
vermeestert,vermeesteren,"v(participle,past)"
heeft,hebben,"v(fin,pres,aux_cop)"
de,de,art(def)
min?,mijn,pron(poss)
Wiens,ijen,pron(poss)
pylen,pijl,v(infin)
"noyt,",nooit,n(sing)
als,als,conj(subord)
"nu,",nu,adv(dem)
dijn,dijn,pron(poss)
hart,hard,adj()
door-sneden.,doorsnooien,"v(participle,past)"
Doch,ook,adv(gener)
Jovis,hoofs,n(sing)
wil,willen,"v(fin,pres,aux_cop)"
is,zijn,"v(fin,pres,aux_cop)"
quaat,kwaad,adj()
om,om,adp()
"wedet-staan,",weerstaan,n(sing)
Hy,gij,pron(poss)
ist,zijn+het,"v(fin,pres,aux_cop)+pron(pers,3,sing)"
die,die,pron(rel)
dwinght,dwingen,n(sing)
den,de,art(def)
"blixem,",bliksem,n(sing)
wint,winnen,"v(fin,pres,lex)"
en,een,art(indef)
"regen,",regen,n(sing)
Hy,gij,"pron(pers,1,sing)"
ist,zijn+het,"v(fin,pres,aux_cop)+pron(pers,3,sing)"
die,die,art(def)
weet,weten,"v(fin,pres,lex)"
al,al,adv(gener)
watter,daar+wat,pronadv(pers)+pron(rel)
wert,worden,"v(fin,pres,aux_cop)"
"ghedaan,",doen,"v(participle,past)"
Hy,hij,pron(poss)
is,zijn,"v(fin,pres,aux_cop)"
tot,tot,conj(coord)
