form,lemma,pos
EEn,zij,"v(fin,pres,aux_cop)"
Zee,ee,n(sing)
vol,vol,adj()
sture,stuur,n(plu)
"baren,",baren,n(plu)
Vol,aloe,conj(coord)
onweer,onwaar,adj()
ende,en,conj(coord)
"wind,",winnen,"v(fin,pres,lex)"
Moeten,hoeten,"v(fin,pres,lex)"
wy,wij,"pron(pers,1,plu)"
overvaren,overvaren,"v(fin,pres,lex)"
Daer,haar,adp()
men,men,pron(indef)
veel,veel,num(indef)
Klippen,lip,v(infin)
vind:,vinden,adp()
Maer,haar,adv(gener)
wilt,willen,"v(fin,pres,aux_cop)"
gy,gij,"pron(pers,2,plu)"
zalig,zalig,"v(fin,pres,aux_cop)"
"wesen,",wezen,v(infin)
Neemt,eemd,"v(fin,pres,aux_cop)"
voor,voor,adp()
een,een,art(indef)
Schip,echt,n(sing)
te,te,adp()
"baet,",baat,n(sing)
De,ee,pron(poss)
Kercke,ark,n(sing)
Godts,hoofd,adv(gener)
"gepreesen,",prijzen,n(sing)
Die,hij,n(sing)
’s,zijn,n(sing)
Werelts,eer+het,n(sing)
vloed,vloed,n(sing)
ontgaet.,ontgaan,"v(fin,pres,lex)"
Als,als,"pron(pers,3,sing)+v(fin,pres,aux_cop)"
"niemant,",niemand,pron(indef)
buyten,buiten,adp()
"d’Arcke,",de+dork,art(def)+n(sing)
De,eer,conj(coord)
Zond-vloed,ontvoelen,n(sing)
kond’,kond,n(sing)
ontgaen;,ontgaan,v(infin)
"Alsoo,",alzo,n(sing)
buyten,buiten,adv(gener)
Gods,hoot,adv(gener)
"Kercke,",ark,n(sing)
Doolt,houden,n(sing)
men,men,pron(indef)
op,op,adp()
’t,de,art(def)
Werelts,eer+het,n(sing)
baen:,baan,n(sing)
Op,op,n(sing)
haer,haar,"pron(pers,3,sing)"
heeft,hebben,"v(fin,pres,aux_cop)"
Godt,hoofd,adv(gener)
"Almagtig,",elmachtige,adj()
De,ee,pron(poss)
Waerheyt,hardheid,n(sing)
vast,vast,adj()
gegrond:,gegrond,adj()
Want,hand,n(sing)
zijn,zijn,pron(poss)
leer,leren,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
waeragtig;,waarachtig,adj()
Geen,een,adv(gener)
leugen,leugen,v(infin)
spreekt,spreken,"v(fin,pres,lex)"
haer,haar,pron(poss)
mond.,mond,n(sing)
Laet,haten,adv(gener)
komen,komen,v(infin)
die,de,art(def)
"tempeesten,",tempeest,n(plu)
Van,ja,adp()
dooling,doling,art(def)+n(sing)
"menigfout,",menigvoud,n(sing)
"Zee-roovers,",erovervoor,n(plu)
nieuwe,nieuw,adj()
"Geesten,",eerst,n(sing)
Met,eten,n(sing)
haere,haar,pron(poss)
Secten,ekite,n(sing)
"stout,",stout,v(imp)
Zy,ei,"pron(pers,2,plu)"
en,ne,adv(neg)
konnen,kunnen,"v(fin,pres,aux_cop)"
niet,niet,adv(neg)
gekrincken,gekringen,v(infin)
Sinte,en,conj(coord)
Pieters,ieter,n(plu)
Schip,echt,n(sing)
seer,zeer,adv(gener)
"vast,",vast,adj()
Wat,hebben,conj(subord)
zy,zij,"v(fin,pres,lex)"
"doen,",doen,v(infin)
’t,het,adv(neg)
sal,zullen,"v(fin,pres,aux_cop)"
niet,niet,adv(neg)
"zincken,",zinken,v(infin)
’t,eten,art(def)
Kruys,reus,n(prop)
Christi,hij+het+hij+zijn,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
de,de,art(def)
mast.,mast,n(sing)
De,eer,adv(gener)
Geest,eest,adj()
Gods,hoofd,adv(gener)
sal,zullen,"v(fin,pres,aux_cop)"
het,het,"pron(pers,3,sing)"
"stueren,",sturen,v(infin)
’t,het,art(def)
Zeyl,eilen,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
de,de,art(def)
Waerheyt,hardheid,n(sing)
"klaer,",klaar,adj()
Die,je,pron(poss)
Plancken,lang+man,adj()
Eendragt,onderdacht,n(sing)
"voeren,",varen,adv(gener)
’t,eten,adp()
Geloof,elof,n(sing)
den,de,art(def)
Ancker,anker,n(sing)
"zwaer,",zwaar,n(sing)
Die,ei,conj(coord)
Oversten,eerst,n(plu)
die,de,art(def)
"roeyen,",rooi,n(plu)
Door,horen,conj(coord)
haer,zij,pron(poss)
gestigtig,stichtig,adj()
"woord,",woord,"v(fin,pres,aux_cop)"
Die,ei,pron(poss)
koorden,koord,adj()
liefde,liefde,n(sing)
voeyen:,voen,n(prop)
’t,et,adv(gener)
Gebed,ibeden,n(sing)
jaegt,jagen,n(sing)
’t,te,adv(gener)
schipken,schip,v(infin)
voort.,voort,adv(gener)
Blijft,lijften,v(imp)
in,in,adp()
dit,dit,pron(dem)
Schip,echt,n(sing)
u,uw,pron(poss)
"leven,",leven,n(sing)
Al,al,adv(gener)
zijn,zijn,"v(fin,pres,aux_cop)"
daer,daar,adv(dem)
quaden,kwaad,adj()
in,in,adp()
Haer,haar,pron(poss)
quaet,kwaad,n(sing)
doen,doen,"v(fin,pres,lex)"
u,gij,"pron(pers,2,plu)"
niet,niet,adv(neg)
sneven:,sneven,v(infin)
Dus,huis,interj()
peyst,peist,"v(fin,pres,lex)"
in,in,adp()
uwen,uw,pron(poss)
"zin,",zin,n(sing)
Van,johannes,adp()
der,de,art(def)
Apostelen,postel,n(plu)
tyen,die+te,num(card)
Haer,haar,n(sing)
af-komst,afkomen,adj()
toont,tonen,n(sing)
sy,zij,"pron(pers,3,plu)"
"klaer,",klaar,n(sing)
Mirakels,hieraklaken,n(sing)
ook,ook,adv(gener)
belyen,belijden,"v(fin,pres,lex)"
