form,lemma,pos
ALs,zijn,"v(fin,pres,lex)"
eerst,eerst,adv(gener)
de,de,art(def)
Mensch,lens,n(sing)
ter,de+te,adp()+art(def)
wereldt,wereld,n(sing)
komt,komen,"v(fin,pres,lex)"
Soo,hoo,interj()
is,zijn,"v(fin,pres,aux_cop)"
hy,hij,"pron(pers,3,sing)"
ganslijck,ganslijk,adv(gener)
"naeckt,",naken,"v(fin,pres,lex)"
Een,een,art(indef)
ander,ander,num(ord)
is,zijn,"v(fin,pres,aux_cop)"
't,eten,conj(coord)
die,die,art(def)
voor,voor,adp()
hem,hij,"pron(refl,3,sing)"
schroomt,schromen,"v(fin,pres,lex)"
En,ne,adp()
kleeren,klaren,"v(fin,pres,lex)"
voor,voor,adp()
hem,hij,"pron(pers,3,sing)"
"maeckt,",maken,"v(fin,pres,lex)"
Een,een,art(indef)
ander,ander,adj()
voor,voor,adp()
hem,hij,"pron(refl,3,sing)"
sit,zien,"v(fin,pres,lex)"
en,ne,adv(neg)
"spint,",spinnen,"v(fin,pres,lex)"
Een,een,art(indef)
ander,ander,adj()
voor,voor,adp()
hem,hij,"pron(pers,3,sing)"
weeft,weven,"v(fin,pres,lex)"
De,eer,"pron(pers,2,plu)"
"Zijd',",doen,n(sing)
en,een,art(indef)
"Laecken,",jaco,n(sing)
"Koord',",horen,"v(fin,pres,lex)"
en,ne,adv(neg)
"Lindt,",henden,v(imp)
Ja,a,interj()
alles,al,num(indef)
wat,wat,pron(rel)
hy,hij,"pron(pers,3,sing)"
heeft.,hebben,"v(fin,pres,lex)"
Als,als,"v(fin,pres,aux_cop)"
nu,nu,adv(dem)
een,een,art(indef)
Proncker,rondakker,n(sing)
dit,dit,pron(dem)
Ghewaet,gewaald,n(sing)
Rondom,hondom,v(imp)
sijn,zijn,pron(poss)
lijf,lijf,n(sing)
"bekijckt,",bekeken,"v(participle,past)"
En,ne,adv(neg)
seydt,zeggen,"v(fin,pres,lex)"
dan,dan,conj(comp)
met,met,adp()
een,een,art(indef)
trots,troot,n(sing)
ghelaet,gelaat,n(sing)
Wie,je,adv(neg)
is,zijn,"v(fin,pres,aux_cop)"
't,eten,conj(subord)
die,de,art(def)
my,ik,"pron(pers,1,sing)"
ghelijckt?,gelijken,"v(participle,past)"
Soo,o,interj()
denck,denken,n(sing)
ick:,ik,"pron(pers,1,sing)"
dat,dat,conj(subord)
elck,elk,pron(indef)
nu,nu,adv(dem)
af,af,pronadv(rel)
trock,trekken,"v(fin,past,lex)"
Wat,hebben,conj(subord)
hy,hij,"pron(pers,3,sing)"
u,gij,"pron(pers,2,plu)"
heeft,hebben,"v(fin,pres,aux_cop)"
"ghedaen,",doen,"v(participle,past)"
Daer,zij,adv(gener)
soud,zullen,"v(fin,past,aux_cop)"
den,de,art(def)
Geck,eg,n(sing)
tot,tot,adp()
yders,ide,n(prop)
jock,jok,n(sing)
Met,eten,pron(rel)
bloote,bloot,n(sing)
billen,belijden,n(sing)
staen.,staan,v(infin)
