form,lemma,pos
Ons,wij,"v(fin,pres,aux_cop)"
hart,hard,adj()
verheugt,verheugen,"v(participle,past)"
"zich,",ziek,v(imp)
dat,dat,conj(subord)
bij,bij,adp()
God,hood,n(sing)
't,het,adv(gener)
Bestuur,estuur,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
van,van,adp()
geheel,geheel,adv(gener)
ons,wij,pron(poss)
"lot,",lot,n(sing)
Dat,haten,interj()
Hij,twee,"pron(pers,1,sing)"
ons,wij,"pron(pers,1,plu)"
"vreugd,",vreugde,adj()
of,of,conj(coord)
"ongeval,",ongeval,n(sing)
Naar,haar,interj()
wij,wij,"pron(pers,1,plu)"
"behoeven,",behoeven,v(infin)
zenden,zenden,v(infin)
zal.,zullen,"v(fin,pres,aux_cop)"
"Hij,",gij,"pron(pers,1,sing)"
die,die,pron(rel)
ons,ons,"pron(pers,1,plu)"
gansch,gans,adj()
bestaan,bestaan,n(prop)
"doorziet,",doorzien,"v(fin,pres,lex)"
Houdt,houden,"v(fin,pres,lex)"
ook,ook,adv(gener)
de,de,art(def)
schaal,schaal,n(sing)
van,van,adp()
ons,wij,"pron(pers,1,plu)"
verdriet;,verdriet,"v(fin,pres,lex)"
Zijn,en,adp()
wijsheid,wijsheid,n(sing)
"weet,",weten,n(sing)
of,of,conj(coord)
ongeneugt,ongenoegen,adj()
Ons,ne+zij,"v(fin,pres,aux_cop)"
best,best,adv(gener)
bereidt,bereid,"v(participle,past)"
voor,voor,adp()
hemelvreugd.,hemelvrug,n(prop)
"Hij,",twee,num(card)
die,die,pron(rel)
zijn',zijn,pron(poss)
eigen,eigen,adj()
weg,weg,n(sing)
wil,willen,"v(fin,pres,aux_cop)"
"gaan,",gaan,"v(participle,past)"
Ziet,iet,conj(coord)
dwaallicht,dwaal+zijlig,art(def)+n(sing)
vaak,vaak,n(prop)
voor,voor,adp()
sterren,ster,n(plu)
"aan,",aan,conj(coord)
"En,",ne,n(sing)
gaat,gaan,"v(fin,pres,lex)"
hij,hij,"pron(pers,3,sing)"
op,op,adp()
dat,het,art(def)
schijnsel,schijnsel,n(sing)
"door,",door,n(sing)
Dan,ja,adp()
dwaalt,dwalen,art(def)+n(sing)
hij,hij,"pron(pers,3,sing)"
ligt,liggen,"v(fin,pres,lex)"
van,van,adp()
't,et,art(def)
regte,recht,adv(gener)
spoor.,spoor,n(sing)
God,hood,conj(coord)
kent,kennen,"v(fin,pres,lex)"
alleen,alleen,adv(gener)
het,het,"pron(pers,3,sing)"
naaste,naaste,adj()
"pad,",pad,n(sing)
Dat,haten,conj(coord)
uitloopt,uitlopen,"v(fin,pres,lex)"
op,op,adp()
de,de,art(def)
hemelstad;,hemelstad,n(sing)
Hij,twee,"pron(pers,1,sing)"
"weet,",weten,"v(fin,pres,lex)"
wanneer,wanneer,adv(inter)
in,in,adp()
ons,wij,"pron(pers,1,plu)"
"gemoed,",gemoed,"v(fin,pres,lex)"
Of,af,conj(coord)
"smart,",smart,n(sing)
of,of,conj(coord)
blijdschap,blijdschap,n(sing)
voordeel,voordeel,adv(gener)
doet.,dood,adj()
Daar,haar,n(sing)
die,die,art(def)
verwachting,verwachting,n(sing)
in,in,adp()
ons,wij,"pron(pers,1,plu)"
"leeft,",leven,"v(fin,pres,lex)"
Behaagt,haag+het,"v(fin,pres,lex)"
ons,wij,"pron(pers,1,plu)"
"alles,",al,adv(gener)
wat,wat,pron(inter)
Hij,gij,"pron(pers,1,sing)"
geeft:,geven,"v(fin,pres,lex)"
Wijl,ijl,adv(gener)
elke,elk,num(indef)
"last,",last,n(sing)
ons,wij,"pron(pers,1,plu)"
"opgeleid,",opgeleiden,"v(fin,pres,lex)"
Ons,in,pron(poss)
vormt,vormen,adv(gener)
tot,tot,adp()
hooger,hoog,adj()
zaligheid.,zaligheid,n(sing)
"Hij,",twee,adv(gener)
die,die,pron(rel)
ons,wij,"pron(pers,1,plu)"
leidt,leiden,"v(fin,pres,lex)"
door,door,adp()
't,dat,art(def)
aardsche,aards,adj()
"dal,",dal,n(sing)
Die,hij,adv(gener)
nimmer,nimmer,adv(gener)
ons,wij,"pron(pers,1,plu)"
verlaten,verlaten,"v(participle,past)"
"zal,",zullen,"v(fin,pres,aux_cop)"
Heeft,hebben,n(sing)
zijne,zijn,pron(poss)
liefd',liefde,n(sing)
en,een,art(indef)
trouw,trouw,n(sing)
verpand,verpanden,"v(participle,past)"
Voor,horen,n(sing)
onze,ons,pron(poss)
komst,komst,n(sing)
in,in,adp()
't,eten,art(def)
vaderland.,vaderland,n(sing)
Waar,zij,interj()
ons,wij,"pron(pers,1,plu)"
geen,geen,pron(indef)
schepsel,schepels,n(sing)
"helpt,",helpen,v(imp)
helpt,helpen,v(imp)
"Hij,",twee,"pron(pers,2,plu)"
Als,als,n(sing)
alles,al,num(indef)
"vlugt,",vluchten,n(sing)
staat,staan,n(sing)
Hij,twee,"pron(pers,1,sing)"
nabij;,nabij,n(sing)
In,ne,conj(coord)
rust,rusten,n(sing)
en,ne,adv(neg)
"vreugd,",vreugde,"v(fin,pres,lex)"
in,in,adp()
nood,nood,n(sing)
en,en,art(indef)
"strijd,",strijd,n(sing)
Blijft,lijfen,"v(fin,pres,lex)"
hij,hij,"pron(pers,3,sing)"
dezelfde,dezelfde,"v(fin,past,lex)"
't,et,art(def)
aller,al,num(indef)
tijd.,tijd,n(sing)
Als,als,conj(subord)
wij,wij,"pron(pers,1,plu)"
de,de,art(def)
doodsvallei,doodvalk,n(sing)
"betreden,",betreden,"v(fin,past,lex)"
Laat,haat,v(imp)
ons,wij,"pron(pers,1,plu)"
elk,elk,num(indef)
aardsche,aards,adj()
vriend,vriend,n(sing)
alleen;,alleen,adv(gener)
Maar,haar,interj()
"Hij,",twee,num(card)
de,de,art(def)
beste,best,adj()
vriend,vriend,n(sing)
in,in,adp()
"nood,",nood,n(sing)
Verzelt,eerstel,"v(fin,pres,lex)"
ons,wij,"pron(pers,1,plu)"
over,over,adp()
graf,graf,n(sing)
en,een,adv(neg)
dood.,dood,"v(fin,pres,lex)"
Komt!,om,adv(gener)
treên,trenen,art(def)+n(sing)
wij,wij,"pron(pers,1,plu)"
dan,dan,adv(dem)
gemoedigd,gemoedig,adj()
"voort,",voort,adv(gener)
In,ne,conj(coord)
vast,vast,adj()
