form,lemma,pos
Compt,hompen,"v(fin,pres,lex)"
al,al,num(indef)
van,van,adp()
Zuijden,huid,n(plu)
ende,en,conj(coord)
Oosten,hosten,adv(gener)
Die,hij,adv(gener)
met,met,adp()
sonden,zonde,n(plu)
zyt,zijn,"v(fin,pres,aux_cop)"
beladen,beladen,v(infin)
Ick,elk,"pron(pers,1,sing)"
sal,zullen,"v(fin,pres,aux_cop)"
v,uw,"pron(pers,2,plu)"
selfs,zelf,"pron(refl,2,sing)"
vertroosten,vertroosten,adj()
Met,eten,conj(coord)
mijn,mijn,pron(poss)
vleesch,vlees,n(sing)
sal,zullen,"v(fin,pres,aux_cop)"
ick,ik,"pron(pers,1,sing)"
v,gij,"pron(pers,2,plu)"
versaden,verzaden,v(infin)
Ick,chuk,adv(gener)
ben,zijn,"v(fin,pres,aux_cop)"
die,de,art(def)
fonteyne,fontein,n(sing)
verheuen,verheffen,"v(participle,past)"
Die,ie,adv(gener)
dorst,dorst,n(sing)
heeft,hebben,"v(fin,pres,aux_cop)"
die,de,pron(dem)
come,komen,n(sing)
naer,na,adp()
Die,ie,adv(gener)
daer,daar,pronadv(dem)
wt,uit,pronadv(prep)
drinckt,drinken,adj()
sal,zullen,"v(fin,pres,aux_cop)"
eewich,eeuwig,adj()
leuen,leven,v(infin)
Spreect,rekken,v(imp)
Christus,hertstus,n(prop)
int,in+dat,art(def)+adp()
openbaer.,openbaar,adj()
Ic,ik,n(sing)
en,en,adv(neg)
ben,zijn,"v(fin,pres,aux_cop)"
hier,hier,adv(dem)
niet,niet,adv(neg)
ghecomen,komen,"v(participle,past)"
O,waar,art(indef)
menschen,mens,n(plu)
sijt,zijn,v(imp)
des,de,pron(dem)
vroet,vroed,adj()
Dat,hebben,interj()
ick,ik,"pron(pers,1,sing)"
v,gij,"pron(pers,2,plu)"
soude,zullen,"v(fin,past,aux_cop)"
verdoemen,verdoemen,v(infin)
Maer,zij,pron(poss)
verlossen,verlossen,v(infin)
met,met,adp()
mijn,mijn,pron(poss)
bloet,bloed,n(sing)
Ic,ik,"pron(pers,1,sing)"
begeer,begeren,"v(fin,pres,lex)"
in,in,adp()
v,gij,"pron(pers,2,plu)"
herte,hart,n(sing)
te,te,adp()
woonen,wonen,v(infin)
Ende,en,conj(coord)
ter,de+te,art(def)+adp()
salicheijt,zaligheid,n(sing)
brengen,brengen,v(infin)
in,in,adp()
Soo,o,n(sing)
moet,moeten,"v(fin,pres,aux_cop)"
ghij,gij,"pron(pers,2,plu)"
op,op,adp()
mij,ik,"pron(pers,1,sing)"
steunen,stenen,v(infin)
Oft,hebben,conj(coord)
ghij,gij,"pron(pers,2,plu)"
en,ne,adv(neg)
compt,komen,"v(fin,pres,lex)"
niet,niet,adv(neg)
daer,daar,adv(rel)
ick,ik,"pron(pers,1,sing)"
bin.,zijn,"v(fin,pres,aux_cop)"
Ick,elk,adv(gener)
ben,zijn,"v(fin,pres,aux_cop)"
den,de,art(def)
wijnstock,wijnstok,n(sing)
geschoten,schieten,"v(participle,past)"
Spreect,preken,v(imp)
Christus,het+hij+zijn,n(prop)
verstaet,verstaan,v(imp)
mijn,mijn,pron(poss)
woort,woord,n(sing)
Blijft,lijfte,"v(fin,pres,lex)"
vast,vast,adj()
in,in,adp()
mij,ik,"pron(pers,1,sing)"
gesloten,sluiten,v(infin)
Ghij,hij,"pron(pers,2,plu)"
sult,zullen,"v(fin,pres,aux_cop)"
brengen,brengen,v(infin)
goede,goed,adj()
vruchten,vruchten,n(plu)
voort,voort,adv(gener)
Maer,zij,"pron(pers,2,plu)"
laet,laten,"v(fin,pres,aux_cop)"
ghij,gij,"pron(pers,2,plu)"
v,gij,"pron(pers,2,plu)"
verleyden,verleiden,v(infin)
Dat,haten,conj(subord)
ghij,gij,"pron(pers,2,plu)"
des,de,art(def)
werelts,wereld,n(sing)
trooste,troost,"v(fin,past,lex)"
aensiet,aanzien,"v(fin,pres,lex)"
Soo,o,adv(gener)
wordij,gij+worden,"pron(pers,2,plu)+v(fin,pres,aux_cop)"
vanden,de+van,art(def)+adp()
wijnstoc,wijnstok,n(sing)
gesneden,snijden,v(infin)
Al,al,adv(gener)
v,uw,pron(poss)
vruchten,vruchten,n(plu)
en,ne,adv(neg)
doogen,dogen,"v(fin,pres,lex)"
niet.,niet,adv(neg)
Hebt,hebben,adv(gener)
lief,lief,adj()
ende,en,conj(coord)
wtuercoren,uitverkiezen,"v(participle,past)"
Die,je,adv(gener)
v,gij,"pron(pers,2,plu)"
ter,de+te,art(def)+adp()
werelt,wereld,n(sing)
doen,doen,"v(fin,pres,lex)"
quaet,kwaad,adj()
Die,je,n(sing)
v,uw,pron(poss)
boosheijt,boosheid,n(sing)
leggen,leggen,v(infin)
te,te,adp()
voren,voren,adv(gener)
Bidt,eten,"v(fin,pres,lex)"
daer,daar,adv(dem)
voor,voor,adp()
tis,het+zijn,art(def)+adv(gener)
Christus,hertos,n(sing)
raet,raad,n(sing)
Want,hand,n(sing)
Godt,hood,adv(gener)
heeft,hebben,"v(fin,pres,aux_cop)"
selue,zelf,pron(dem)
gesproken,spreken,"v(participle,past)"
Aent,en+het,"pron(pers,3,sing)+interj()"
cruyce,kruis,n(prop)
met,met,adp()
luyder,luid,adj()
stem,stem,n(sing)
Och,gij,"pron(pers,1,sing)"
vader,vader,n(sing)
latet,laten,"v(fin,pres,aux_cop)"
ongewroken,ongewroken,adj()
Ick,elk,"pron(pers,1,sing)"
bidde,bidden,"v(fin,pres,lex)"
vergeuet,vergeven,v(imp)
hen.,zij,"pron(pers,3,plu)"
Wilt,houden,"pron(pers,3,sing)+v(fin,pres,aux_cop)"
niet,niet,adv(neg)
vreesen,vrezen,v(infin)
altesamen,altezamen,adv(gener)
Mijn,zijn,adj()
woorden,woord,n(plu)
de,de,art(def)
werelt,wereld,n(sing)
belijt,belijden,adj()
Oft,of,adv(gener)
ick,ik,"pron(pers,1,sing)"
sal,zullen,"v(fin,pres,aux_cop)"
my,ik,"pron(pers,1,sing)"
uwer,uw,pron(poss)
schamen,schamen,v(infin)
Voor,haar,adp()
mijnen,mijn,pron(poss)
Vader,ader,adj()
gebenedijt,gebenedijd,adj()
Aldus,aldus,n(sing)
en,ne,adv(neg)
wilt,willen,v(imp)
niet,niet,adv(neg)
vreesen,vrezen,v(infin)
Maer,haar,adv(gener)
strijdt,strijd,n(sing)
met,met,adp()
herten,hart,n(sing)
vro,vro,adj()
Laet,haat,adp()
den,de,art(def)
knecht,knecht,n(sing)
ghelyck,gelijk,adv(gener)
den,de,art(def)
meester,meester,n(sing)
wesen,wezen,v(infin)
Het,eten,adv(gener)
belieft,believen,"v(fin,pres,lex)"
den,de,art(def)
sone,zoon,n(sing)
alsoo,alzo,adv(gener)
Ick,ook,n(sing)
ben,zijn,"v(fin,pres,aux_cop)"
een,een,art(indef)
goet,goed,adj()
herder,herder,v(imp)
wter,uit+de,art(def)+adp()
maten,maat,n(sing)
Ick,ook,adv(gener)
gae,gaan,v(imp)
mijn,mijn,pron(poss)
schapen,schaap,n(plu)
voor,voor,adp()
Ic,ik,"pron(pers,1,sing)"
begheer,begeren,"v(fin,pres,lex)"
mijn,mijn,pron(poss)
leuen,leven,n(sing)
daer,daar,pronadv(rel)
voor,voor,adp()
te,te,adp()
laten,laten,v(infin)
Ic,ik,adv(gener)
ben,zijn,"v(fin,pres,aux_cop)"
die,de,art(def)
rechte,recht,n(sing)
door,door,pronadv(dem)
En,ne,adv(neg)
laet,laten,v(imp)
v,gij,"pron(refl,2,plu)"
niet,niet,adv(neg)
verleyden,verleiden,"v(fin,past,lex)"
Die,hij,conj(coord)
buyten,buiten,adp()
der,de,art(def)
deuren,deur,n(sing)
passeert,passeren,n(sing)
Het,eten,"v(fin,pres,lex)"
zyn,zijn,"v(fin,pres,aux_cop)"
dieuen,dief,n(plu)
en,ne,art(indef)
moordenaers,moordenaar,n(plu)
beyde,beide,num(indef)
Spreect,preken,"v(fin,pres,lex)"
Christus,christus,n(prop)
soo,zo,adv(resum)
hy,hij,"pron(pers,3,sing)"
ons,wij,"pron(pers,1,plu)"
leert.,leren,"v(fin,pres,lex)"
Niemant,iemand,adv(gener)
en,ne,adv(neg)
compt,komen,"v(fin,pres,lex)"
totten,tot+de,adp()+art(def)
vader,vader,n(sing)
Dan,johannes,"v(fin,pres,lex)"
door,door,adp()
den,de,art(def)
soon,zoon,n(sing)
Gods,hoofd,n(prop)
verheuen,verheffen,"v(participle,past)"
Hij,twee,"pron(pers,1,sing)"
bidt,bidden,"v(fin,pres,lex)"
voor,voor,adp()
ons,wij,"pron(pers,1,plu)"
alle,al,num(indef)
gader,gader,n(plu)
Om,hij,adp()
ons,wij,"pron(pers,1,plu)"
te,te,adp()
bringhen,brengen,v(infin)
int,in+dat,art(def)+adp()
eewich,eeuwig,adj()
leuen,leven,n(sing)
Wilt,houden,"pron(pers,3,sing)+v(fin,pres,aux_cop)"
dan,dan,conj(comp)
op,op,adp()
hem,hij,"pron(pers,3,sing)"
betrouwen,betrouwen,v(infin)
Hij,twee,"pron(pers,2,plu)"
is,zijn,"v(fin,pres,aux_cop)"
die,de,art(def)
verworpen,verwerpen,adj()
steen,steen,n(sing)
Doet,hoeden,conj(coord)
ghijt,gij+het,"pron(pers,2,plu)+pron(pers,3,sing)"
niet,niet,adv(neg)
het,het,"pron(pers,3,sing)"
sal,zullen,"v(fin,pres,aux_cop)"
v,gij,"pron(pers,2,plu)"
berouwen,berouwen,v(infin)
Als,als,"v(fin,pres,aux_cop)"
ghij,gij,"pron(pers,2,plu)"
van,van,adp()
hier,hier,adv(dem)
sult,zullen,"v(fin,pres,aux_cop)"
scheen.,schijnen,v(infin)
Prince,ling,n(sing)
Godt,hoeden,conj(subord)
siet,zien,"v(fin,pres,lex)"
ons,wij,"pron(pers,1,plu)"
allenden,alleen,adj()
Hier,hier,n(sing)
in,in,adp()
dat,dat,art(def)
aertsche,aards,adj()
dal,dal,n(sing)
Wilt,houden,adp()
uwen,uw,pron(poss)
gheest,geest,n(sing)
neder,neder,v(infin)
senden,zenden,v(infin)
Die,ie,pron(indef)
ons,wij,"pron(pers,1,plu)"
vertroosten,vertroosten,v(infin)
sal,zullen,"v(fin,pres,aux_cop)"
Dat,hebben,adv(gener)
wij,wij,"pron(pers,1,plu)"
eere,eer,n(sing)
mogen,mogen,"v(fin,pres,aux_cop)"
bewijsen,bewijzen,v(infin)
Godt,hoofd,n(sing)
ende,en,conj(coord)
ons,wij,pron(poss)
mede,mede,adv(gener)
"broeder,",broeder,n(sing)
Soo,o,conj(coord)
mogen,mogen,"v(fin,pres,aux_cop)"
wij,wij,"pron(pers,1,plu)"
mede,mede,adv(gener)
verrijsen,verrijzen,v(infin)
Met,eten,conj(coord)
Godt,hoofd,n(sing)
ende,en,conj(coord)
sijn,zijn,pron(poss)
lieue,lief,adj()
moeder.,moeder,n(sing)
