form,lemma,pos
O,zij,punc(quest)
"Werelt,",eren,"v(fin,pres,lex)"
niet,niet,adv(neg)
meer,meer,num(indef)
talen,taal,v(infin)
En,ne,adv(neg)
wilt,willen,"v(fin,pres,lex)"
na,na,adp()
mijne,mijn,pron(poss)
jeucht.,jeugd,n(sing)
Ick,conken,interj()
die,die,pron(rel)
begeef,begeven,"v(fin,pres,lex)"
Van,hangen,"v(fin,pres,lex)"
"nu,",nu,adv(dem)
soo,zo,adv(resum)
langh',lang,adv(gener)
ick,ik,"pron(pers,1,sing)"
"leef,",leven,adv(gener)
Alleen,lijden,v(infin)
maer,maar,conj(coord)
tot,tot,adp()
de,de,art(def)
deucht.,deugd,n(sing)
Corydon,orionto,n(sing)
laet,laten,v(imp)
u,gij,"pron(pers,2,sing)"
Schaepjens,egypte,v(infin)
dalen,dal,v(infin)
Van,hangen,adp()
mijn,mijn,pron(poss)
"edelheyt,",edelheid,n(sing)
Het,eten,adv(gener)
is,zijn,"v(fin,pres,aux_cop)"
maer,maar,conj(coord)
"ydelheyt,",ijdelheid,n(sing)
't,et,adv(gener)
Is,zijn,"v(fin,pres,aux_cop)"
al,al,num(indef)
aes,aas,n(sing)
der,de,art(def)
"motten,",mot,n(sing)
't,et,conj(coord)
Sal,al,adv(gener)
in,in,adp()
d'aerde,de+hard,art(def)+n(sing)
rotten,rotten,n(plu)
Dat,haten,v(imp)
u,gij,"pron(pers,2,sing)"
tot,tot,conj(coord)
mijn,mijn,pron(poss)
wey,wei,n(sing)
verleyt.,verleiden,"v(fin,pres,lex)"
En,ne,adv(neg)
laet,laten,v(imp)
u,uw,"pron(pers,2,sing)"
hert,hard,n(sing)
niet,niet,adv(neg)
"dwalen,",dwalen,v(infin)
En,ne,adv(neg)
siet,zien,v(imp)
niet,niet,adv(neg)
na,na,adp()
mijn,mijn,pron(poss)
"haer,",zij,n(sing)
Dat,hebben,interj()
"ick,",ik,"pron(pers,1,sing)"
"eylaes,",eilas,interj()
Om,ik,pron(indef)
u,gij,"pron(pers,2,sing)"
een,een,art(indef)
wormen,worm,n(plu)
aes,aas,n(sing)
Palleerde,allereerd,adj()
menigh,menig,num(indef)
"jaer,",jaar,n(sing)
Corydon,horido,n(sing)
laet,laten,"v(fin,pres,lex)"
u,gij,pron(poss)
Schaepjens,egypte,n(prop)
dalen.,dalen,v(infin)
Siet,eten,n(sing)
in,in,adp()
Iesraël,resal,n(prop)
Het,eten,conj(coord)
hooft,hoofd,n(sing)
van,van,adp()
Iesabel,izebel,n(prop)
Op,op,adp()
der,de,art(def)
aerden,aarde,n(sing)
"rollen,",rollen,n(prop)
Dat,hebben,conj(subord)
sy,zij,"pron(pers,3,plu)"
plagh,plegen,"v(fin,past,lex)"
te,te,adp()
krollen,krolen,v(infin)
Heel,eel,adv(gener)
ontbloot,ontblijven,"v(fin,past,lex)"
van,van,adp()
"haer,",zij,"pron(pers,3,sing)"
en,en,adv(neg)
vel.,vel,"v(fin,past,lex)"
Mijn,een,n(sing)
oogen,oog,n(plu)
met,met,adp()
haer,haar,pron(poss)
stralen,straal,n(sing)
Ontsteken,ontsteken,adv(gener)
meer,meer,adv(gener)
u,gij,pron(poss)
"vier,",vuur,n(sing)
En,en,conj(coord)
heel,heel,n(sing)
verblint,verblinden,n(sing)
U,.,conj(coord)
met,met,adp()
den,de,art(def)
hase-wint,hazenwat,n(sing)
Doen,hoon,adv(gener)
loopen,lopen,"v(infin,subs)"
naer,naar,adp()
een,een,art(indef)
dier.,dier,n(sing)
Corydon,horidon,n(sing)
laet,laten,v(imp)
u,gij,"pron(pers,2,sing)"
Schaepjens,egypte,n(sing)
dalen.,dalen,v(infin)
Siet,iet,adv(neg)
wat,wat,pron(inter)
sullen,zullen,"v(fin,pres,aux_cop)"
zijn,zijn,v(infin)
Mijn,een,adv(gener)
oogen,oog,n(plu)
nu,nu,adv(dem)
vol,vol,adv(gener)
"schijn,",schijn,n(sing)
Die,ie,adv(indef)
soo,zo,adv(resum)
listigh,listig,adj()
"loncken,",lonken,v(infin)
Sullen,hul,v(infin)
zijn,zijn,pron(poss)
"speloncken,",spenong,n(sing)
Van,ja,adp()
de,de,art(def)
wormen,worm,n(plu)
vol,vol,adj()
venijn.,venijn,n(plu)
Mijn,een,adp()
lippen,lip,n(plu)
u,gij,"pron(pers,2,plu)"
onthalen,onthalen,"v(fin,pres,lex)"
Soo,o,interj()
root,rood,adj()
als,als,conj(comp)
een,een,art(indef)
koral,koraal,n(sing)
Die,ie,interj()
menigh,menig,num(indef)
"mensch,",mens,n(sing)
Dat,hebben,conj(subord)
ick,ik,"pron(pers,1,sing)"
u,gij,"pron(pers,2,plu)"
niet,niet,adv(neg)
en,een,adv(neg)
"wensch,",wens,"v(fin,pres,lex)"
Sijn,een,num(indef)
oorsaeck,oorzaak,n(sing)
van,van,adp()
den,de,art(def)
val.,val,n(sing)
Corydon,arion,n(prop)
laet,laten,"v(fin,pres,lex)"
u,gij,"pron(pers,2,sing)"
Schaepjens,egypans,n(prop)
dalen,dal,v(infin)
Naer,zij,pronadv(rel)
het,het,"pron(pers,3,sing)"
vuyle,vuil,"v(fin,pres,lex)"
"graf,",graf,"v(fin,past,lex)"
Daer,zij,adp()
't,eten,art(def)
al,al,pron(indef)
moet,moeten,"v(fin,pres,aux_cop)"
rotten,rotten,v(infin)
af;,af,adv(gener)
Daer,zijn,adp()
die,de,art(def)
schoone,schoon,n(plu)
deuren,deur,n(sing)
Van,hangen,adp()
de,de,art(def)
tanden,tand,n(plu)
scheuren,scheuren,"v(fin,pres,lex)"
Sal,al,adp()
de,de,art(def)
"moeder,",moeder,n(sing)
diese,die+zij,"pron(rel)+pron(pers,3,sing)"
gaf.,geven,"v(fin,past,lex)"
Mijn,een,pron(poss)
wangen,wang,n(plu)
zijn,zijn,v(infin)
u,gij,pron(poss)
"zalen,",zaal,"v(fin,pres,aux_cop)"
En,ne,adp()
uwen,uw,pron(poss)
"dageraet,",dageraad,n(sing)
En,ne,art(indef)
