form,lemma,pos
Verschoon,herscoon,n(sing)
my,ik,"pron(pers,1,sing)"
"toch,",toch,conj(coord)
menschliever,menselijk,n(sing)
en,ne,adv(neg)
ontfermer!,ontfermen,"v(fin,pres,lex)"
Ach,gij,"pron(pers,1,sing)"
straf,straffen,v(imp)
my,ik,"pron(pers,1,sing)"
"niet,",niet,adv(neg)
gy,gij,"pron(pers,2,plu)"
eeuwige,eeuwig,n(sing)
beschermer!,beschermer,adj()
Richt,echt,n(sing)
met,met,adp()
my,ik,"pron(pers,1,sing)"
niet!,niet,adv(neg)
wie,wie,pron(inter)
kan,kunnen,"v(fin,pres,aux_cop)"
voor,voor,adp()
U,gij,art(indef)
bestaan?,bestaan,n(sing)
Ontsteek,entseken,v(imp)
u,gij,"pron(pers,2,plu)"
"niet,",niet,adv(neg)
want,want,conj(coord)
ik,ik,"pron(pers,1,sing)"
wil,willen,"v(fin,pres,aux_cop)"
tot,tot,conj(coord)
U,zij,"pron(pers,2,plu)"
gaan.,gaan,n(sing)
Ontsteek,entseken,v(imp)
u,gij,"pron(pers,2,plu)"
"niet,",niet,adv(neg)
in,in,adp()
Jesus,jezus,n(prop)
wil,willen,"v(fin,pres,aux_cop)"
ik,ik,"pron(pers,1,sing)"
komen;,komen,v(infin)
Hy,hij,pron(poss)
immers,immer,adv(gener)
heeft,hebben,"v(fin,pres,aux_cop)"
de,de,art(def)
straf,straffen,adj()
gansch,gans,n(sing)
weggenomen?,wegnerogen,"v(participle,past)"
Hy,ik,"pron(pers,1,sing)"
is,zijn,"v(fin,pres,aux_cop)"
aan,aan,adp()
't,het,art(def)
Kruis,reus,n(sing)
een,een,art(indef)
vloek,vloek,n(sing)
voor,voor,adp()
my,ik,"pron(pers,1,sing)"
geacht:,achten,"v(participle,past)"
In,ne,adp()
myne,mijn,pron(poss)
plaats,plaats,n(sing)
heeft,hebben,"v(fin,pres,aux_cop)"
Hy,hij,"pron(pers,2,plu)"
het,het,"pron(pers,3,sing)"
