form,lemma,pos
Wie,hij,n(sing)
den,de,art(def)
droes,droos,n(sing)
heeft,hebben,"v(fin,pres,aux_cop)"
"ingescheept,",ingeschepen,adj()
moet,moeten,"v(fin,pres,aux_cop)"
met,met,adp()
hem,hij,"pron(pers,3,sing)"
overvaaren.,overvaren,v(infin)
Maar,haar,n(prop)
al,al,num(indef)
wie,wie,pron(rel)
hem,hij,"pron(pers,3,sing)"
zet,zetten,n(prop)
aan,aan,adp()
't,het,art(def)
"roer,",roer,n(sing)
Wis,het+zijn,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
"'t,",eten,pron(dem)
dat,dat,conj(subord)
men,men,pron(indef)
qualyk,kwalijk,adv(gener)
"voer,",varen,adp()
Wie,hij,adv(indef)
't,eten,pron(dem)
"waren,",zijn,"v(fin,past,aux_cop)"
wie,wie,pron(inter)
't,eten,pron(dem)
"waren,",zijn,"v(fin,past,lex)"
wie,wie,pron(inter)
't,eten,pron(dem)
waren.,zijn,"v(fin,past,lex)"
Smyt,mijnen,adp()
den,de,art(def)
booswicht,booswicht,n(sing)
buiten,buiten,adv(gener)
"boord,",behoren,n(sing)
eer,eer,conj(subord)
dat,dat,conj(subord)
hy,hij,"pron(pers,3,sing)"
u,gij,"pron(pers,2,plu)"
doet,doen,"v(fin,pres,aux_cop)"
"zinken,",zinken,v(infin)
Of,of,conj(coord)
u,gij,pron(poss)
stier,stier,n(sing)
op,op,adp()
"bank,",bank,n(sing)
of,of,conj(coord)
klip.,klip,adj()
O!,!,conj(coord)
dan,dan,adv(gener)
moest,moeten,"v(fin,past,aux_cop)"
gy,gij,"pron(pers,2,plu)"
met,met,adp()
uw,uw,pron(poss)
schip,schip,n(sing)
"Verdrinken,",erdrinken,v(infin)
"verdrinken,",verdrinken,v(infin)
verdrinken.,verdrinken,v(infin)
Spaart,opharen,v(imp)
hem,hij,"pron(pers,3,sing)"
"niet,",niet,adv(neg)
schoon,schoon,adj()
hy,hij,"pron(pers,3,sing)"
belooft,beloven,"v(fin,pres,lex)"
wat,wat,pron(rel)
vleeschlust,vlees,n(sing)
kan,kunnen,"v(fin,pres,aux_cop)"
behagen.,behagen,"v(fin,pres,lex)"
Laat,haat,conj(subord)
men,men,pron(indef)
hem,hij,"pron(pers,3,sing)"
het,het,"v(fin,pres,aux_cop)"
hart,hard,adj()
ter,de+te,art(def)+adp()
woon:,woon,n(sing)
O!,!,conj(coord)
men,men,pron(indef)
zal,zullen,"v(fin,pres,aux_cop)"
te,te,adp()
laat,lat,v(infin)
zyn,zijn,pron(poss)
loon,loon,n(sing)
"Beklagen,",eeklagen,v(infin)
"beklagen,",beklagen,v(infin)
beklagen.,beklagen,v(infin)
"Zoekt,",ik,v(imp)
dat,dat,conj(subord)
in,in,adp()
uw',uw,pron(poss)
zieleschip,zielschap,n(sing)
de,de,art(def)
Heiland,eiland,n(sing)
steeds,stad,"v(participle,pres)"
mag,mogen,"v(fin,pres,aux_cop)"
"blyven,",blijven,v(infin)
En,ne,conj(coord)
het,het,"pron(pers,3,sing)"
roer,roer,adj()
bestier':,besturen+de,n(prop)
dan,dan,pron(dem)+adv(neg)
zal,zullen,"v(fin,pres,aux_cop)"
Christus,het+hij+zijn,n(prop)
dezen,deze,pron(dem)
Belial,elia,n(sing)
"Verdryven,",aardrijven,n(sing)
"verdryven,",verdrijven,"v(participle,past)"
verdryven.,verdrijven,"v(participle,past)"
