form,lemma,pos
CHristen,erin+het,v(infin)
Broeders,roeder,n(plu)
"vercoren,",verkiezen,v(infin)
Die,hij,interj()
door,door,adp()
dat,dat,art(def)
eeuwigh,eeuwig,adj()
zaet,zaad,n(sing)
Wederom,ederom,n(sing)
zijt,zijn,"v(fin,pres,aux_cop)"
"geboren,",geboren,v(infin)
Bevrijdt,ervijten,"v(fin,pres,lex)"
van,van,adp()
't,het,adv(gener)
sondigh,zondig,adj()
"quaedt,",kwaad,n(sing)
Ghy,hij,"pron(pers,3,sing)"
"staet,",staan,"v(fin,pres,lex)"
en,ne,adv(neg)
gaet,gaan,"v(fin,pres,lex)"
in,in,adp()
't,het,art(def)
licht,licht,n(sing)
eerbaer:,eerbaar,adj()
Volstandigh,onlastiging,adj()
"zijn,",zijn,"v(fin,pres,aux_cop)"
een,een,art(indef)
kleen,klein,adj()
termijn,termijn,n(sing)
Voortaen,hortaard,n(sing)
behoeft,behoeven,"v(fin,pres,lex)"
u,gij,"pron(pers,2,plu)"
maer.,maar,n(sing)
Ghy,hij,"pron(pers,2,plu)"
smaeckt,smaken,"v(fin,pres,lex)"
des,de,art(def)
Heeren,eer,n(sing)
"gaven,",gave,n(sing)
Boven,hoven,v(infin)
uyt,uit,n(sing)
'sHemels,hemel+hem,art(def)+n(sing)
"pleyn,",plein,n(sing)
Om,hij,conj(coord)
mijn,mijn,pron(poss)
ziele,ziel,n(sing)
te,te,adp()
"laven,",loven,n(sing)
Dat,haten,conj(coord)
goede,goed,adj()
woordt,worden,"v(fin,pres,aux_cop)"
Godts,hoofd,adp()+art(def)
"reyn,",rein,n(sing)
Als,als,n(sing)
een,een,art(indef)
"fonteyn,",fontein,n(sing)
vloeyende,vloeien,"v(participle,pres)"
klaer:,klaar,n(sing)
Volstandigh,holstandig,adj()
zijn,zijn,v(infin)
//,.,conj(coord)
een,een,art(indef)
kleen,klein,n(sing)
termijn,termijn,n(sing)
Voortaen,hortaarde,n(sing)
behoeft,behoeven,"v(fin,pres,lex)"
u,gij,"pron(pers,2,plu)"
maer.,maar,n(sing)
Des,zijn,pron(poss)
Heeren,heer,n(sing)
Gheest,heten,n(sing)
verheven,verheffen,"v(participle,past)"
Ghy,hij,"pron(pers,2,plu)"
oock,ook,adv(gener)
deelachtigh,deelachtig,adj()
"zijt,",zijn,"v(fin,pres,lex)"
De,eer,art(indef)
kracht,kracht,n(sing)
van,van,adp()
t'eeuwigh,te+eeuwig,adj()
leven,leven,n(sing)
Die,hier,adv(gener)
smaeckt,smaken,"pron(pers,3,sing)+v(fin,pres,lex)"
ghy,gij,"pron(pers,2,sing)"
met,met,adp()
"jolijt,",jolijt,n(sing)
Ghy,hij,"pron(pers,2,plu)"
neemt,nemen,"v(fin,pres,lex)"
den,de,art(def)
"tijdt,",tijd,n(sing)
van,van,adp()
gracy,gratie,n(prop)
waer:,waar,adv(gener)
Volstandigh,lossendag,adj()
zijn,zijn,"v(fin,pres,aux_cop)"
//,.,misc()
een,een,art(indef)
kleen,klein,n(sing)
termijn,termijn,n(sing)
Voortaen,hortaan,n(sing)
behoeft,behoeven,"v(fin,pres,lex)"
u,gij,pron(poss)
maer.,maar,n(sing)
Dat,hebben,n(sing)
geduerigh,gedurig,adj()
gestade,gestade,adj()
Eeuwigh,eeuwig,n(sing)
nieu,nieuw,adv(neg)
"Testament,",examte,n(prop)
Ia,a,interj()
Godts,hoofd,adp()+art(def)
rechte,recht,adj()
"genade,",genade,n(sing)
Daer,zij,adv(gener)
in,in,adp()
staet,staan,"v(fin,pres,lex)"
ghy,gij,"pron(pers,2,plu)"
"present,",present,"v(fin,pres,lex)"
Dus,huis,n(prop)
tot,tot,adp()
den,de,art(def)
"ent,",en+het,n(sing)
wijckt,wijken,"v(fin,pres,lex)"
niet,niet,adv(neg)
van,van,adp()
haer:,hun,pron(poss)
Volstandigh,lossendaging,adj()
zijn,zijn,"v(fin,pres,aux_cop)"
//,.,num(card)
een,een,art(indef)
kleen,klein,n(sing)
termijn,termijn,n(sing)
Voortaen,hortaarden,n(sing)
behoeft,behoeven,"v(fin,pres,lex)"
u,gij,"pron(pers,2,plu)"
maer.,maar,n(sing)
Ghy,hij,"pron(pers,2,plu)"
leyt,leed,"v(fin,pres,lex)"
een,een,art(indef)
wandelinghe,wandeling,n(sing)
Godtlijck,hoedelijk,adj()
na,na,adp()
Christus,hertos,n(prop)
"zee,",zee,n(sing)
Sonder,onder,conj(coord)
veranderinge,verandering,n(sing)
In,en,conj(coord)
"liefden,",liefde,n(plu)
"pays,",pais,n(sing)
en,en,conj(coord)
"vree,",vree,n(sing)
Soo,o,misc()
deed',doen,"v(fin,pres,lex)"
Noë,hoop,conj(coord)
//,.,num(card)
veel,veel,num(indef)
hondert,honderd,num(card)
Iaer:,haar,n(plu)
Volstandigh,lossendag,adj()
zijn,zijn,"v(fin,pres,aux_cop)"
een,een,art(indef)
kleen,klein,n(sing)
termijn,termijn,n(sing)
Voortaen,hortaan,n(sing)
behoeft,behoeven,"v(fin,pres,lex)"
u,uw,pron(poss)
maer.,maar,n(sing)
Ghy,hij,"pron(pers,2,plu)"
hout,houden,"v(fin,pres,lex)"
vast,vast,adj()
aen,aan,adp()
den,de,art(def)
ghenen,gene,pron(dem)
Die,hij,n(sing)
onsienelijck,onzienlijk,adv(gener)
"is,",zijn,"v(fin,pres,aux_cop)"
Alwaer,al+zijn,"v(fin,past,lex)"
hy,hij,"pron(pers,3,sing)"
hier,hier,adv(dem)
"verschenen,",verschijnen,v(infin)
Ende,en,conj(coord)
saeght,zien,"pron(pers,3,sing)+v(imp)"
hem,hij,"pron(pers,3,sing)"
"expres,",experis,n(sing)
Soo,o,interj()
deed',doen,art(def)+n(sing)
"Moyses,",oois,n(prop)
ghy,gij,"pron(pers,2,sing)"
volghet,volgen,"v(fin,pres,lex)"
naer:,naar,adj()
Volstandigh,holstandig,adj()
zijn,zijn,"v(fin,pres,aux_cop)"
//,.,conj(coord)
een,een,art(indef)
kleen,klein,n(sing)
termijn,termijn,n(sing)
Voortaen,hortaan,n(sing)
behoeft,behoeven,"v(fin,pres,lex)"
u,gij,"pron(pers,2,plu)"
maer.,maar,n(sing)
'Tis,eisen,n(prop)
waer,zijn,adv(inter)
