form,lemma,pos
'K,.,punc(quest)
Heb,hebben,pron(poss)
lust,list,"v(fin,pres,lex)"
noch,noch,conj(coord)
"leven,",leven,v(infin)
Ha!,a,interj()
fleur,fluir,n(sing)
der,de,art(def)
"Vrouwen,",rouwen,n(sing)
'Tis,eisen,n(sing)
u,uw,pron(poss)
bedrijf,bedrijf,"v(fin,pres,lex)"
dat,dat,conj(subord)
ick,ik,"pron(pers,1,sing)"
dus,dus,adv(dem)
treur:,treur,adv(gener)
'kHad,dagen,n(sing)
u,gij,"pron(pers,2,plu)"
"gegheven,",geven,v(infin)
Door,haar,n(sing)
goet,goed,n(sing)
"vertrouwen,",vertroos,v(infin)
Mijn,een,pron(poss)
ziel,ziel,n(sing)
en,een,art(indef)
"lijf,",lijf,n(sing)
maer,maar,conj(coord)
laes!,laten,n(prop)
ick,ik,"pron(pers,1,sing)"
speur,speuren,n(sing)
Dat,haten,conj(subord)
ghy,gij,"pron(pers,2,plu)"
my,ik,"pron(pers,1,sing)"
haet:,haten,"v(fin,pres,lex)"
Wat,hebben,pronadv(rel)
sijn,zijn,"v(fin,pres,aux_cop)"
dat,dat,conj(subord)
voor,voor,adp()
manieren?,manier,n(plu)
D'alderwreetste,het+oalleren+zij,adj()
"Dieren,",meren,n(sing)
Selfs,helft,n(sing)
den,de,art(def)
Leeuw,eeuw,n(sing)
"verwoedt,",verwoed,"v(participle,past)"
Den,een,conj(coord)
"Wolf,",holus,n(prop)
hoe,hoe,adv(inter)
"quaet,",kwaad,adj()
Hoe,hoe,conj(coord)
grimmich,grimmen,adj()
in,in,adp()
sijn,zijn,pron(poss)
"tieren,",dier,n(plu)
Soud',houden,n(sing)
het,het,"pron(pers,3,sing)"
Schaepje,echepen,n(sing)
vieren,vieren,num(card)
Meer,eer,n(plu)
als,als,conj(subord)
ghy,gij,"pron(pers,2,plu)"
my,ik,"pron(pers,1,sing)"
doet:,doen,"v(fin,pres,lex)"
Wat,haten,adp()+art(def)
voedster,voedst,adj()
"laes,",laat,n(sing)
Of,of,conj(coord)
sy,zij,"pron(pers,3,plu)"
ghesogen,zien,"v(participle,past)"
"heeft,",hebben,"v(fin,pres,aux_cop)"
Die,je,adv(gener)
met,met,adp()
haer,zij,"pron(pers,3,sing)"
soet,het+zij,n(sing)
ghevley,gevleeë,adv(gener)
Mijn,en,pron(poss)
Ziel,el,n(prop)
bedroghen,bedriegen,"v(participle,past)"
heeft?,hebben,"v(fin,pres,aux_cop)"
Siet,iet,"pron(pers,3,sing)+interj()"
hoe,hoe,adv(inter)
mijn,mijn,pron(poss)
wanghen,wang,n(plu)
En,een,art(indef)
roode,rood,adj()
kaecken,kaak,n(plu)
Staegh,getage,art(def)+n(sing)
sijn,zijn,"v(fin,pres,aux_cop)"
"bedouwt,",bedauwd,"v(participle,past)"
Siet,iet,"pron(pers,3,sing)+interj()"
hoe,hoe,adv(inter)
mijn,mijn,pron(poss)
hart,hard,adj()
Staegh,etaa,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
"omvanghen,",omvangen,adj()
Met,eten,conj(coord)
brandigh,brandig,adj()
"blaecken,",blaken,n(sing)
Ter,eer,pron(poss)
doot,dood,n(sing)
"benouwt,",benouwen,"v(fin,pres,lex)"
Door,hoor,adp()
groote,groot,adj()
smart:,smart,n(sing)
Kan,ja,adp()
't,het,art(def)
voordeel,voordeel,n(sing)
"zijn,",zijn,"v(fin,pres,lex)"
Ey!,een,misc()
seght,zeggen,"v(fin,pres,lex)"
mijn,mijn,pron(poss)
"uytverkoren,",uitverkoren,n(sing)
Dat,hebben,interj()
ick,ik,"pron(pers,1,sing)"
oyt,ooit,adj()
te,te,adp()
voren,voren,adv(gener)
Van,ja,adp()
u,gij,"pron(pers,2,plu)"
Min,een,conj(coord)
"genoot,",genoot,n(sing)
Als,als,conj(subord)
ghy,gij,"pron(pers,2,plu)"
in,in,adp()
pijn,pijn,n(sing)
V,gij,conj(coord)
Minnaer,innaar,adj()
laet,laten,n(sing)
"verloren,",verliezen,"v(participle,past)"
Och!,gij,adv(gener)
mocht,mogen,"v(fin,past,aux_cop)"
ick,ik,"pron(pers,1,sing)"
eens,een,adv(gener)
"hooren,",horen,n(sing)
Voor,horen,n(sing)
mijn,mijn,pron(poss)
droeve,droef,n(sing)
"doot,",dood,n(sing)
d'Oorsaeck,de+darsakje,art(def)+n(sing)
waer,waar,pronadv(inter)
door,door,adp()
Dat,hebben,interj()
ick,ik,"pron(pers,1,sing)"
verstooten,verstaan,"v(participle,past)"
"bin,",zijn,adp()
En,ne,conj(coord)
dat,dat,conj(subord)
ick,ik,"pron(pers,1,sing)"
steedts,staan+zij,"v(fin,pres,lex)"
u,gij,"pron(pers,2,plu)"
deur,door,art(def)
Voor,horen,n(sing)
my,ik,"pron(pers,1,sing)"
ghesloten,sluiten,"v(participle,past)"
vin.,vinden,pron(poss)
Hebt,hebben,"v(fin,pres,aux_cop)"
ghy,gij,"pron(pers,2,sing)"
door,door,adp()
klappers,klapper,n(plu)
Diep,epen,n(prop)
in,in,adp()
ghesoghen,gezogen,"v(participle,past)"
De,eer,misc()
bitse,bijten+zij,"v(fin,pres,lex)+pron(pers,3,plu)"
Nijt,iet,adv(neg)
T'onrecht,onrecht,"v(participle,past)"
op,op,adp()
mijn?,mijn,pron(poss)
Siet,iet,n(sing)
wat,wat,pron(rel)
de,de,art(def)
snappers,snapper,n(plu)
Doch,ook,adv(gener)
meer,meer,adv(gener)
"vermoghen,",vermogen,v(infin)
Als,als,"v(fin,pres,aux_cop)"
daer,daar,pronadv(rel)
men,men,pron(indef)
"vrijdt,",vrijen,"v(fin,pres,lex)"
Haer,haar,pronadv(rel)
boos,boos,n(sing)
fenijn,fenie,n(sing)
Te,ee,pron(poss)
stroyen,strooien,n(plu)
uyt:,uit,"v(fin,pres,lex)"
Wilt,houden,"pron(pers,3,sing)+v(fin,pres,aux_cop)"
ghy,gij,"pron(pers,2,plu)"
dat,dat,conj(subord)
Lief,heffen,n(sing)
"ghelooven,",geloven,"v(participle,past)"
Soo,o,n(sing)
ben,zijn,"v(fin,pres,aux_cop)"
ick,ik,"pron(pers,1,sing)"
verschooven;,verschoven,n(sing)
Neen,een,conj(coord)
mijn,mijn,pron(poss)
waerde,woord,n(sing)
"Vrouw,",grouw,adj()
Laet,haten,adp()
dat,dat,art(def)
gheluyt.,geluid,n(sing)
V,gij,pron(poss)
Ooren,horen,n(sing)
niet,niet,adv(neg)
"verdooven,",verdoven,v(infin)
Laet,haten,conj(coord)
mijn,mijn,pron(poss)
eer,eer,n(sing)
niet,niet,adv(neg)
"rooven,",roven,n(prop)
Weest,eesten,"pron(pers,3,sing)+v(fin,pres,aux_cop)"
my,ik,"pron(pers,1,sing)"
Lief,effen,conj(coord)
"ghetrouw',",trouw,adj()
Ick,200,"pron(pers,2,plu)"
"sweer,",zweer,n(sing)
ick,ik,"pron(pers,1,sing)"
sal,zullen,"v(fin,pres,aux_cop)"
V,zij,"pron(pers,2,plu)"
nimmermeer,nimmermeer,adv(gener)
af-gaen;,afgaan,v(infin)
En,ne,adv(neg)
slaet,slaan,"v(fin,pres,lex)"
de,de,art(def)
Nijdt,iet,n(sing)
gheen,geen,pron(indef)
"acht,",achten,n(sing)
Gheen,heen,adv(gener)
acht,achten,num(card)
sal,zullen,"v(fin,pres,aux_cop)"
ickse,ik+zij,"pron(pers,1,sing)+pron(pers,3,plu)"
slaen.,slaan,v(infin)
