form,lemma,pos
Vaar,zij,n(prop)
wel,wel,adv(gener)
dan,dan,adv(gener)
"wrede,",wreed,v(imp)
wiens,het+wie,pron(rel)
versteend,verstaan,adj()
gemoed,gemoed,adj()
Soo,o,interj()
trots,troot,n(prop)
veragt,verhaten,"v(participle,past)"
mijn,mijn,pron(poss)
ware,zijn,adj()
liefden,liefde,n(sing)
gloed;,gloed,v(imp)
Vaar,zij,n(prop)
"wel,",wel,adv(gener)
uw,uw,pron(poss)
oor,oor,n(sing)
zal,zullen,"v(fin,pres,aux_cop)"
my,ik,"pron(pers,1,sing)"
noit,nooit,adv(neg)
horen,horen,v(infin)
klagen.,klagen,v(infin)
Maar,zij,n(sing)
"denkt,",denken,v(imp)
gy,gij,"pron(pers,2,plu)"
sult,zullen,"v(fin,pres,aux_cop)"
eerlang,eerling,adv(gener)
u,uw,pron(poss)
straffe,straffen,n(sing)
"dragen,",dragen,v(infin)
Laat,haat,n(sing)
vry,vrij,adj()
uw,uw,interj()
"hert,",hart,n(sing)
Laat,haat,n(sing)
vry,vrij,adj()
uw,uw,interj()
"hert,",hart,v(imp)
Sig,ik,interj()
strelen,strijlen,v(infin)
met,met,adp()
mijn,mijn,pron(poss)
pijn:,pijn,n(sing)
Een,een,art(indef)
feller,fel,n(sing)
"smert,",smart,n(sing)
Een,een,art(indef)
feller,fel,n(sing)
"smert,",smart,n(sing)
Sal,al,adv(gener)
haast,haasten,n(sing)
mijn,mijn,pron(poss)
wreker,wreker,adj()
zijn.,zijn,n(sing)
