form,lemma,pos
O,wij,punc(quest)
Bron,roon,n(sing)
van,van,adp()
"zaligheid,",zaligheid,n(sing)
en,en,adv(neg)
"leeven,",leven,"v(fin,pres,lex)"
Die,ei,interj()
uit,uit,adp()
u,uw,"pron(refl,2,sing)"
zelfs,zelf,pron(dem)
het,het,"pron(pers,3,sing)"
al,al,adv(gener)
besit:,bezit,"v(fin,pres,lex)"
Dies,het+is,interj()
zy,zij,"v(fin,pres,aux_cop)"
u,gij,"pron(pers,2,sing)"
alle,al,pron(indef)
eer,eer,adv()
"gegeeven,",geven,"v(participle,past)"
Alwaardig,elfardig,adj()
dat,dat,conj(subord)
men,men,pron(indef)
u,gij,"pron(pers,2,sing)"
aanbid.,aanbidden,"v(fin,pres,lex)"
Die,ie,conj(coord)
hoogheid,hoogheid,n(sing)
kan,kunnen,"v(fin,pres,aux_cop)"
geen,geen,pron(indef)
schepsel,scheppel,n(sing)
"raken,",raken,v(infin)
Dat,hebben,conj(subord)
's,zijn,"v(fin,pres,aux_cop)"
God,hood,adv(gener)
"zijn,",zijn,"v(fin,pres,lex)"
als,als,conj(comp)
voor,voor,adp()
u,gij,"pron(pers,2,sing)"
alleen.,alleen,pron(indef)
Wie,hij,n(sing)
kan,kunnen,"v(fin,pres,aux_cop)"
uw,uw,"pron(pers,3,sing)"
Godlijk,hoedelijk,adv(gener)
licht,licht,n(sing)
"genaken,",genaken,v(infin)
't,eten,conj(coord)
En,ne,pron(indef)
zy,zijn,"v(fin,pres,lex)"
het,het,"pron(pers,3,sing)"
afstraal,afstraal,"v(fin,pres,lex)"
na,na,adp()
beneen?,benemen,n(sing)
Het,eten,n(sing)
lust,lusten,"v(fin,pres,lex)"
u,gij,"pron(pers,2,sing)"
tot,tot,adp()
ons,wij,"pron(pers,1,plu)"
neer,neer,n(sing)
te,te,adp()
dalen,dal,v(infin)
Als,als,"v(fin,pres,aux_cop)"
van,van,adp()
uw',uw,pron(poss)
"Throon,",roon,n(sing)
en,en,conj(coord)
"Majesteit,",haastig,n(sing)
En,en,conj(coord)
met,met,adp()
u,gij,pron(poss)
liefde,liefde,n(sing)
te,te,adp()
bestralen.,bestrijven,v(infin)
O,en,conj(coord)
wonder,wonder,n(sing)
van,van,adp()
gemeensaamheid!,gemeenzaamheid,n(sing)
Uw,uw,pron(poss)
"goedheid,",goedheid,n(sing)
"Heer,",eer,adv(gener)
gaat,gaan,"v(fin,pres,lex)"
't,het,adp()
lieve,lief,adj()
leeven,leven,v(infin)
Te,eer,adp()
boven:,boven,n(plu)
want,want,conj(coord)
die,de,art(def)
grond-genot,grondgond,n(sing)
Heeft,hebben,"v(fin,pres,lex)"
ons,wij,"pron(pers,1,plu)"
oneindig,oneendig,adj()
meer,meer,adv(gener)
gegeeven:,geven,"v(participle,past)"
Want,hand,v(imp)
hier,hier,adv(dem)
door,door,adp()
zijt,zijn,"pron(pers,3,plu)+pron(pers,3,sing)"
gy,gij,"pron(pers,2,plu)"
onse,ons,pron(poss)
God.,hoofd,n(sing)
Gy,gij,"pron(pers,2,plu)"
hebt,hebben,"v(fin,pres,aux_cop)"
u,gij,"pron(refl,2,sing)"
als,als,conj(subord)
voor,voor,adp()
ons,wij,"pron(pers,1,plu)"
