form,lemma,pos
POintige,heiteging,adj()
jeught,jeugd,n(sing)
//,.,punc(quest)
Al,al,conj(subord)
mijn,mijn,pron(poss)
sins,zijn,pron(poss)
accoort,accoord,n(sing)
//,.,punc(quest)
Ick,c,"pron(pers,1,sing)"
moet,moeten,"v(fin,pres,aux_cop)"
u,gij,"pron(pers,2,sing)"
eenmael,emaal,adv()
"spreken,",spreken,v(infin)
Wert,aard,n(sing)
van,van,adp()
mijn,mijn,pron(poss)
deught,deugd,n(sing)
//,.,punc(quest)
Hier,hier,adj()
nergens,nergens,n(sing)
gehoort,horen,adj()
//,.,punc(quest)
Dat,hebben,conj(subord)
ick,ik,"pron(pers,1,sing)"
dus,dus,adv(dem)
ben,zijn,"v(fin,pres,aux_cop)"
"versteken,",versteken,"v(participle,past)"
Laet,hebben,conj(coord)
my,ik,"pron(pers,1,sing)"
soo,zo,adv(resum)
saen,zaan,adv(gener)
//,.,punc(quest)
Niet,eiten,"adv(indef)+pron(pers,3,sing)"
gans,gans,adj()
verloren,verliezen,"v(participle,past)"
gaen,gaan,v(infin)
//,.,punc(quest)
Ben,een,punc(quest)
ick,ik,"pron(pers,1,sing)"
te,te,adp()
vol,vol,adj()
gebreken,gebreken,n(plu)
//,.,punc(quest)
Neemt,eemst,v(imp)
my,ik,"pron(pers,1,sing)"
slechs,slaak,adv(gener)
voor,voor,adp()
Pieter,ieter,n(sing)
aen.,aan,n(sing)
Ick,conken,"pron(pers,1,sing)"
sweer,zweer,adv()
u,uw,"pron(pers,2,sing)"
maeght,maagd,n(sing)
By,ei,"pron(pers,2,sing)"
der,de,art(def)
trouwe,trouw,n(sing)
//,.,punc(quest)
"mijn,",mijn,pron(poss)
Ghy,hij,"pron(pers,2,sing)"
zijt,zijn,v(imp)
mijn,mijn,pron(poss)
inckel,inkal,n(sing)
//,.,punc(quest)
care,kaar,n(sing)
Hierom,hierom,n(sing)
verdraecht,verdragen,"v(fin,pres,lex)"
My,ei,pron(poss)
Jonckvrouwe,jonkvrouw,n(sing)
//,.,conj(coord)
"fijn,",fijn,misc()
Voor,haar,n(sing)
snoode,snood,adj()
winckel,winkel,n(sing)
//,.,punc(quest)
"ware,",zijn,"v(fin,past,aux_cop)"
Neemt,eemd,v(imp)
uwen,uw,pron(poss)
"keur,",keur,n(sing)
Vyr,ir,adv(gener)
alle,al,num(indef)
cramen,kraam,n(plu)
"deur,",door,pronadv(dem)
Ick,conkenrix,interj()
armen,arm,adj()
hinckel-,hangelo,n(sing)
//,.,punc(quest)
"are,",haar,adv()
Sal,al,adv()
doch,doch,adv()
wesen,zijn,v(infin)
u,uw,pron(poss)
parteur.,parteur,n(sing)
Een,een,punc(quest)
yder,ide,n(sing)
mijns,ik,pron(poss)
"Deughts,",echt,n(sing)
beloofde,beloven,"v(fin,past,lex)"
"noyt,",nooit,adv(neg)
Voornaemst,hornemens,adj()
dees,deze,pron(dem)
quade,kwaad,adj()
wijven:,wijf,n(sing)
Wat,hebben,conj(coord)
helpt,helpen,v(imp)
veel,veel,num(indef)
"schijns,",schijn,n(sing)
En,en,conj(coord)
my,ik,"pron(pers,1,sing)"
schoon,schoon,adj()
"getoyt,",getoud,"v(fin,pres,lex)"
Ick,erk,interj()
moet,moeten,"v(fin,pres,aux_cop)"
doch,doch,adv(gener)
Pieter,er+heten,adj()
blijuen:,blijven,v(infin)
Soo,o,interj()
ghy,gij,"pron(pers,2,sing)"
begeert,begeren,"v(fin,pres,lex)"
Te,hij,conj(coord)
zijn,zijn,pron(poss)
"ongetrompeert,",ongetroperd,adj()
Deurleeft,ervlieden,"v(fin,pres,lex)"
mijn,mijn,pron(poss)
eygen,eigen,adj()
"schrijuen,",schrijven,n(sing)
Ben,een,conj(coord)
voor,voor,adp()
Pieter,ieter,n(sing)
gepriseert.,prizeren,"v(participle,past)"
Ten,een,"pron(pers,3,sing)+adv(neg)"
helpt,helpen,v(imp)
daerom,daarom,pronadv(dem)
My,hij,"pron(pers,2,plu)"
in,in,adp()
elck,elk,pron(indef)
gespan,scheppen,n(sing)
Tot,hoofd,conj(coord)
steruens,sterven,n(sing)
toe,te,adp()
benijden:,benijden,v(infin)
Hadden,hebben,v(infin)
noch,noch,conj(coord)
som,som,pron(indef)
Sulcken,hulk,adj()
"Pieterman,",meer+zien,n(sing)
Sy,gij,"pron(pers,2,plu)"
souden,zullen,"v(fin,past,aux_cop)"
haer,zij,pron(poss)
gelijden,gelijden,v(infin)
Sulck,hulk,adv(gener)
heeft,hebben,"v(fin,pres,aux_cop)"
den,de,art(def)
waen,waan,n(sing)
Naer,haar,adp()
t'schoonste,te+schoon,art(def)+adj()
goet,goed,n(sing)
te,te,adp()
"staen,",staan,v(infin)
Die,je,conj(coord)
noch,noch,conj(coord)
in,in,adp()
corten,kort,adj()
"tijden,",tijd,n(plu)
Met,eten,conj(coord)
vuyl,vuil,adj()
Pieter,er+heten,adv(gener)
wert,worden,adv(gener)
voldaen.,voldoen,"v(participle,past)"
En,ne,conj(coord)
of,of,conj(coord)
ick,ik,"pron(pers,1,sing)"
ben,zijn,"v(fin,pres,aux_cop)"
Een,een,art(indef)
Pieter,er+heten,n(sing)
"genaemt,",genaamd,"v(participle,past)"
Ten,een,adv(neg)
schaedt,schaden,"v(fin,pres,lex)"
geen,geen,pron(indef)
eerbaer,eerbaar,adj()
mannen:,man,v(infin)
Maer,zij,adp()
ghy,gij,"pron(pers,2,plu)"
die,die,pron(rel)
den,de,art(def)
',lemma_unclear,n(sing)
Pieter,er+heten,adv(gener)
aldus,aldus,adv(dem)
"blaemt,",blament,"v(fin,pres,lex)"
Zijt,het+hij,adv(neg)
selfs,zelf,"pron(refl,2,sing)"
van,van,adp()
deught,deugd,n(sing)
verbannen:,verbannen,v(infin)
Roupt,hopen,v(imp)
niet,niet,adv(neg)
te,te,adp()
"stijf,",stijf,n(sing)
Clappaerts,lapparst,adv(gener)
met,met,adp()
v,gij,"pron(pers,2,plu)"
"gekijf,",gekijf,n(sing)
Den,een,art(indef)
boge,boog,n(sing)
staet,staan,"v(fin,pres,aux_cop)"
"gespannen,",spannen,"v(participle,past)"
Ick,ook,"pron(pers,1,sing)"
sal,zullen,"v(fin,pres,aux_cop)"
"schieten,",schieten,v(infin)
lijf,lijf,n(sing)
om,om,adp()
lijf.,lijf,n(sing)
"Reynste,",geeste,adj()
vol,vol,adv(gener)
"deughts,",deugd,art(def)+n(sing)
En,na,conj(coord)
van,van,adp()
"Pieter,,",eeder,adv(gener)
"vry,",vrij,adj()
Sijt,het+ij,conj(coord)
ghy,gij,"pron(pers,2,sing)"
vrome,vroom,n(sing)
meestresse:,meesteres,n(sing)
Maeckt,het+jaken,"v(fin,pres,lex)"
ghy,gij,"pron(pers,2,plu)"
dijns,dijn,pron(poss)
ieughts,jeugd,n(sing)
Een,een,conj(coord)
genieter,genieten,n(sing)
//,.,conj(coord)
"my,",ik,"pron(pers,1,sing)"
Soo,o,interj()
zijt,zijn,"v(fin,pres,aux_cop)"
ghy,gij,"pron(pers,2,sing)"
mijn,mijn,pron(poss)
Princesse:,ringsijns,n(sing)
Bloemken,lomen,v(infin)
"ge-eert,",geëerd,"v(participle,past)"
Hier,hier,adv(gener)
mede,mede,adv(gener)
t'huyswaert,te+zuiwwaart,adv(gener)
"keert,",keren,"v(fin,pres,lex)"
T'ooght,geoogd,n(sing)
Pieter,ieter,n(sing)
u,uw,"pron(pers,2,sing)"
"noblesse,",nobleeuws,n(prop)
Die,hier,adv(gener)
om,om,adp()
u,gij,"pron(pers,2,sing)"
noch,nog,conj(coord)
Doende,hond,n(sing)
"leert,",leren,"v(fin,pres,lex)"
