form,lemma,pos
VErmoghen,hermogen,n(plu)
ooghen,oog,n(plu)
schoon,schoon,adj()
afgoden,afgod,n(plu)
van,van,adp()
myn,mijn,pron(poss)
"sinnen,",zin,pron(poss)
Van,ja,conj(coord)
wien,wie,pron(rel)
ick,ik,"pron(pers,1,sing)"
daeghlyck,dagelijk,adv(gener)
eer,eer,conj(subord)
die,de,art(def)
Goddelycke,goddelijk,adj()
schyn:,schijn,"v(fin,pres,lex)"
Ghy,hij,pron(poss)
ligghet,liggen,"v(fin,pres,lex)"
sorgheloos,zorgloos,adj()
in,in,adp()
diepen,diep,adj()
slaep,slaap,n(sing)
van,van,adp()
"binnen,",binnen,adv(gener)
Daer,haar,n(prop)
ick,ik,"pron(pers,1,sing)"
hier,hier,adv(dem)
buyten,buiten,pronadv(prep)
vast,vast,adj()
om,om,adp()
uwent,uwende,adj()
wil,willen,n(sing)
verd,varen,adj()
wyn.,wij,adv(gener)
Vermaght,hermaan,"v(participle,past)"
dan,dan,conj(comp)
uw,uw,"pron(pers,2,plu)"
"ghemoet,",gemoed,"v(participle,past)"
dat,dat,conj(subord)
ghy,gij,"pron(pers,2,sing)"
die,de,art(def)
ghaat,gaan,n(sing)
bederven,bederven,"v(fin,pres,lex)"
Die,hij,adv(gener)
voor,voor,adp()
uw,uw,pron(poss)
schoonheyt,schoonheid,n(sing)
staech,staan,n(sing)
soo,zo,adv(indef)
menich,menig,num(indef)
ofler,afleer,n(sing)
doet,doen,n(sing)
Van,hangen,adp()
suchten,zuchten,v(infin)
en,en,adv(neg)
gheween?,geweven,v(infin)
soo,zo,adv(resum)
komt,komen,"v(fin,pres,lex)"
en,ne,adv(neg)
siet,zien,v(imp)
my,ik,"pron(pers,1,sing)"
"sterven,",sterven,v(infin)
Ach,gij,"pron(pers,1,sing)"
schoon,schoon,adj()
maer,maar,conj(coord)
wreede,wreed,adj()
"Ziel,",elia,n(sing)
en,en,conj(coord)
uwe,uw,pron(poss)
lust,list,n(sing)
voldoet.,voldoen,"v(participle,past)"
Ick,neken,"pron(pers,1,sing)"
sie,zij,"pron(pers,3,plu)"
door,door,adp()
t',te,art(def)
claere,klaar,adj()
glas,glas,n(sing)
uw',uw,interj()
ooghen,oog,n(plu)
licht,licht,adj()
te,te,adp()
deghen,degen,n(sing)
En,een,adv(neg)
glinst,glinst,n(sing)
erend',erende,adv(gener)
"ghelaet,",gelaat,"v(participle,past)"
dat,dat,conj(subord)
om,om,adp()
myn,mijn,pron(poss)
quynen,kwijnen,n(sing)
"lacht,",leggen,"v(fin,pres,lex)"
En,ne,adv(neg)
streelt,strijdelen,"v(fin,pres,lex)"
sich,zien,"pron(refl,3,sing)"
soo,zo,adv(indef)
het,het,"pron(pers,3,sing)"
schynt,schijnen,"v(fin,pres,lex)"
om,om,adp()
d',de,art(def)
overhant,overhand,n(sing)
verkreghen,verkrijgen,"v(participle,past)"
Op,op,adp()
myn,mijn,adv(gener)
verwonnen,verwinnen,"v(participle,past)"
"siel,",ziel,n(sing)
die,die,pron(rel)
ghy,gij,"pron(pers,2,sing)"
te,te,adv(gener)
weynich,weinig,adv(gener)
acht.,achten,"v(fin,pres,lex)"
Twee,uw,adv(inter)
dinghen,ding,n(plu)
even,even,adv(gener)
groot,groot,adj()
kan,kunnen,"v(fin,pres,aux_cop)"
ick,ik,"pron(pers,1,sing)"
in,in,adp()
uw,uw,pron(poss)
bemercken,bemreken,v(infin)
Daer,zij,conj(coord)
in,in,adp()
men,men,pron(indef)
uws,uw,pron(poss)
ghelyck,gelijk,n(sing)
ter,de+te,art(def)+adp()
werelt,wereld,n(sing)
noyt,nooit,adv(neg)
en,ne,adv(neg)
vondt:,vinden,"v(fin,pres,lex)"
Dat,hebben,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
uw,uw,pron(poss)
schoon,schoon,adj()
"ghelaet,",gelaat,n(sing)
en,en,conj(coord)
uwe,uw,pron(poss)
wreede,wreed,adj()
"wercken,",werken,n(sing)
Die,hij,conj(coord)
niemant,niemand,pron(indef)
oyt,oud,adj()
soo,zo,adv(indef)
wel,wel,adv(gener)
als,als,conj(comp)
ick,ik,"pron(pers,1,sing)"
alleen,alleen,adv(gener)
verstondt.,verstaan,"v(participle,past)"
Uw,uw,"pron(pers,3,sing)"
schoonheyt,schoonheid,n(sing)
kan,kunnen,"v(fin,pres,aux_cop)"
soo,zo,adv(dem)
veel,veel,adv(gener)
door,door,adp()
haer,haar,pron(poss)
waerdy,gij+zijn,"pron(pers,2,plu)+v(fin,pres,aux_cop)"
verwerven,verwerven,"v(participle,past)"
Dat,hebben,conj(subord)
ick,ik,"pron(pers,1,sing)"
om,om,adp()
