form,lemma,pos
WEl,al,n(sing)
wat,wat,pron(inter)
gespooc,gesop,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
dit?,die+zijn,"pron(rel)+pron(pers,3,sing)"
Wat,hebben,n(sing)
schijnt,schijnen,"v(fin,pres,lex)"
hier,hier,adv(dem)
voor,voor,adp()
mijn,mijn,pron(poss)
"oogen,",oog,n(plu)
't,et,misc()
Welck,elk,adv(gener)
mijn,mijn,pron(poss)
versufte,verzuiten,adj()
ziel,ziel,n(sing)
soo,zo,adv(resum)
pijnelijck,pijnlijk,adv(gener)
beswaert:,bezwaren,adj()
Zijt,het+ijde,conj(subord)
ghy,gij,"pron(pers,2,sing)"
"'t,",eten,punc(quest)
o,o,interj()
Tooveres:,hovaardis,n(sing)
waerom,waarom,pronadv(inter)
hebt,hebben,"v(fin,pres,aux_cop)"
ghy,gij,"pron(pers,2,sing)"
"bedroghen,",bedriegen,"v(participle,past)"
En,ne,adv(neg)
"sweeft,",zweven,v(imp)
en,ne,adv(neg)
"swiert,",zweren,v(imp)
ja,ja,interj()
komt,komen,v(imp)
op-stygen,oppijgen,"v(participle,past)"
uyt,uit,n(sing)
der,de,art(def)
aerd'?,aarde,n(sing)
's,zijn,pron(poss)
Nachts,achtste,n(sing)
dick,dik,adv(gener)
ghy,gij,"pron(pers,2,sing)"
comt,komen,"v(fin,pres,lex)"
te,te,adp()
voor,voor,adp()
in,in,adp()
't,het,art(def)
soetste,zoet,n(sing)
van,van,adp()
mijn,mijn,pron(poss)
"dromen,",droom,n(sing)
Opent,peent,n(sing)
't,eten,"pron(pers,2,sing)"
vernachte,vernachten,adj()
"slot,",slot,adj()
dat,dat,conj(subord)
my,ik,"pron(pers,1,sing)"
mijn,mijn,pron(poss)
camer,kamer,n(sing)
sluyt:,sluiten,"v(fin,pres,lex)"
Ghy,hij,"pron(pers,2,plu)"
weet,weten,v(imp)
door,door,adp()
eenigh,enig,pron(indef)
spleet,splijten,n(sing)
noch,noch,conj(coord)
voor,voor,adp()
mijn,mijn,pron(poss)
bed,bet,adj()
te,te,adp()
"comen,",komen,v(infin)
"Ey,",gij,interj()
seghtme,zeggen+men,"v(imp)+pron(pers,3,sing)"
doch,doch,adv(gener)
u,uw,pron(poss)
comst,komst,n(sing)
wat,wat,pron(inter)
datse,dat+zij,"pron(rel)+pron(pers,3,sing)"
doch,doch,adv(gener)
beduyt?,beduiden,"v(fin,pres,lex)"
Of,of,"v(fin,pres,aux_cop)"
laet,laten,v(imp)
my,ik,"pron(pers,1,sing)"
in,in,adp()
mijn,mijn,pron(poss)
rust,rust,n(sing)
als,als,conj(subord)
sorg'loos,zorgloos,adv(gener)
leggen,leggen,v(infin)
"woelen,",wol,v(infin)
"Kol-ryster,",holstreest,n(prop)
die,die,pron(rel)
"verbaest,",verbieden,adj()
met,met,adp()
dreunende,drienend,adj()
"gedruys,",gedruis,n(sing)
Maect,heten,"v(fin,pres,lex)"
het,het,"pron(pers,3,sing)"
vernufte,vernieuwen,adj()
"breyn,",brein,n(sing)
wilt,willen,"v(fin,pres,aux_cop)"
ghy,gij,"pron(pers,2,sing)"
u,gij,"pron(pers,2,plu)"
lusten,lusten,v(infin)
koelen:,koelen,v(infin)
Blaeckert,al+keren,"v(participle,past)"
en,en,art(indef)
braudt,brauden,"v(fin,pres,lex)"
met,met,adp()
cracht,kracht,n(sing)
u,uw,pron(poss)
eygen,eigen,n(sing)
sellefs,zelf,n(sing)
huys.,huis,n(sing)
Doch,ook,conj(coord)
is,zijn,"v(fin,pres,aux_cop)"
't,het,"pron(pers,2,sing)"
o,o,interj()
Vrouw:,grouw,n(sing)
't,het,conj(coord)
verwijt't,verwijten,"v(fin,pres,lex)"
geen,geen,pron(indef)
ic,ik,"pron(pers,1,sing)"
daeglijckx,dagelijks,"v(fin,pres,lex)+pron(pers,1,sing)"
moet,moeten,"v(fin,pres,aux_cop)"
"hooren,",horen,v(infin)
Dat,hebben,interj()
ick,ik,"pron(pers,1,sing)"
met,met,adp()
weder-min,wedermin,n(sing)
niet,niet,adv(neg)
u,gij,"pron(pers,2,plu)"
"toon,",toon,v(infin)
als,als,conj(subord)
ghy,gij,"pron(pers,2,plu)"
mijn?,mijn,pron(poss)
Wegh,ech,"v(fin,pres,aux_cop)"
met,met,adp()
u,uw,"pron(pers,2,sing)"
"vleyery,",vleerij,n(sing)
ic,ik,"pron(pers,1,sing)"
sluyt,sluiten,"v(fin,pres,lex)"
daer,daar,adv(dem)
voor,voor,adp()
mijn,mijn,pron(poss)
"ooren,",oor,n(sing)
U,.,conj(coord)
liefde,liefde,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
maer,maar,conj(coord)
"valsch,",vals,v(imp)
u,gij,"pron(pers,2,sing)"
dranck,drank,n(sing)
bitter,bitter,adj()
fenijn.,fenin,n(sing)
Doet,hoeden,conj(coord)
vryelijck,vrijelijk,adj()
u,gij,"pron(pers,2,sing)"
"best,",zijn,"v(fin,pres,aux_cop)"
'k,kok,"pron(pers,1,sing)"
sal,zullen,"v(fin,pres,aux_cop)"
aen,aan,adp()
de,de,art(def)
Goon,hoon,n(sing)
versoecken,verzoeken,v(infin)
Een,een,art(indef)
rechte,recht,adj()
"weder-wraeck,",wederwaren,n(sing)
door,door,adp()
Eunjers,juner,"pron(pers,1,plu)"
"opghesmuckt,",opgesmekt,adj()
Die,hij,conj(coord)
u,gij,"pron(pers,2,sing)"
door,door,adp()
raserny,rasserijn,n(prop)
en,ne,art(indef)
vloeck,vloek,n(sing)
sullen,zullen,"v(fin,pres,aux_cop)"
"vervloecken,",vervloeken,v(infin)
Dies,eisen,n(sing)
hoop,hopen,v(infin)
ick,ik,"pron(pers,1,sing)"
'datt',dat,"conj(subord)+pron(pers,3,sing)"
uw,uw,"pron(pers,2,plu)"
'daelt:,dalen,adv(gener)
tot,tot,adp()
voorspoed,voorspoed,n(sing)
't,et,conj(coord)
myn,mijn,pron(poss)
gheluckt.,gelukt,n(sing)
Als,als,"v(fin,pres,aux_cop)"
ick,ik,"pron(pers,1,sing)"
dan,dan,adv(dem)
wreecken,wreken,v(infin)
mach,mogen,"v(fin,pres,aux_cop)"
't,et,adv(gener)
geen,geen,pron(indef)
gh'aen,gaan,"v(participle,past)"
my,ik,"pron(pers,1,sing)"
hebt,hebben,"v(fin,pres,aux_cop)"
"bedreven,",bedrijven,"v(participle,past)"
Dan,hangen,adv(gener)
sal,zullen,"v(fin,pres,aux_cop)"
