form,lemma,pos
ONse,haas,"pron(pers,3,plu)+pron(pers,3,sing)"
Vader,ader,adv(gener)
in,in,adp()
"Hemelrijck,",hemelrijk,n(prop)
Die,ie,conj(coord)
ons,ons,"pron(pers,1,plu)"
heetst',heetst,adj()
kinders,kind,n(plu)
al,al,adv(gener)
"ghelijck,",gelijk,adv(gener)
End',en,conj(coord)
wildst,willen+het,"v(fin,pres,lex)"
dat,dat,conj(subord)
wy,wij,"pron(pers,1,plu)"
dy,du,"pron(pers,2,sing)"
roepen,roepen,"v(fin,pres,lex)"
"aen,",aan,"v(fin,pres,lex)"
Als,als,"v(fin,pres,aux_cop)"
wy,wij,"pron(pers,1,plu)"
mit,met,adp()
noode,nood,n(sing)
zijn,zijn,"v(fin,pres,aux_cop)"
"bevaen,",bevangen,adj()
Gheef,hebben,"v(fin,pres,aux_cop)"
dat,dat,conj(subord)
niet,niet,adv(neg)
bidd',bidden,"v(fin,pres,lex)"
alleen,alleen,adv(gener)
de,de,art(def)
"mondt,",mond,n(sing)
Maer,zij,adp()
dat,dat,conj(subord)
het,het,"pron(pers,3,sing)"
gae,gaan,"v(fin,pres,lex)"
uyt,uit,n(sing)
sherten,de+hart,n(sing)
grondt.,grond,adj()
*,.,conj(coord)
Gheheylight,heiligheid,n(sing)
dyne,dijn,pron(rel)
naeme,naam,n(sing)
"sy,",zijn,"pron(pers,3,sing)"
Dijn,een,pron(poss)
woort,woord,n(sing)
onghevalscht,ongevalsd,adj()
blyu,blijven,"v(fin,pres,aux_cop)"
ons,wij,pron(poss)
"by,",bij,n(sing)
Dat,hebben,conj(subord)
wy,wij,"pron(pers,1,plu)"
oock,ook,adv(gener)
leuen,leven,"v(fin,pres,lex)"
"heylighlijck,",heiliglijk,adv(gener)
Na,a,conj(coord)
dynen,dijn,pron(dem)
naeme,naam,n(sing)
weerdighlijck:,waardiglijk,adv(gener)
Behoed,hebben,"v(fin,pres,lex)"
ons,ons,"pron(pers,1,plu)"
Heer,eer,adv(gener)
voor,voor,adp()
valsche,vals,adj()
"leer,",leer,n(plu)
Dat,hebben,conj(coord)
arm,arm,adj()
vervoerde,vervoerden,adj()
volck,volk,n(sing)
bekeer.,bekeer,"v(fin,pres,lex)"
*,:,conj(coord)
Dijn,een,adp()
Coninckrijck,hondkerke,n(sing)
com',komen,v(imp)
o,o,interj()
Heer,eer,pron(poss)
"goet,",goed,n(sing)
"Hier,",hier,adv(gener)
end',en,conj(coord)
hierna,hierna,pronadv(dem)
den,de,art(def)
trooster,trooster,n(sing)
"soet,",zoet,"v(fin,pres,lex)"
Gheef,hebben,"v(fin,pres,lex)"
"ons,",wij,"pron(pers,1,plu)"
dien,die,pron(dem)
Christus,herstus,n(sing)
ons,wij,"pron(pers,1,plu)"
"toesey,",toeze,n(sing)
Mit,eten,conj(coord)
sijn,zijn,pron(poss)
gauen,geven,"v(fin,past,lex)"
menigherley:,menigerlei,adv(gener)
Breeck,gerek,n(prop)
Satans,atat,n(prop)
toorn',toorn,n(sing)
end',en,conj(coord)
groot,groot,adj()
ghewalt,geweld,n(sing)
Voor,horen,n(sing)
zijn,zijn,pron(poss)
ercheyt,ergheid,n(sing)
dijn,dijn,pron(poss)
kerck',kerk,n(sing)
erhalt.,hardhalf,"v(fin,pres,lex)"
*,:,conj(coord)
Dijn,een,adj()
will',wil,n(sing)
gheschied',geschieden,"v(participle,past)"
o,o,interj()
Heer,eer,adv(gener)
ghelijck,gelijk,adv(gener)
Op,op,"v(fin,pres,lex)"
eerden,aarde,n(sing)
als,als,conj(comp)
in,in,adp()
Hemelrijck:,hemelrijk,n(prop)
Gheef,hebben,"v(fin,pres,aux_cop)"
ons,wij,"pron(pers,1,plu)"
ghedult,duiden,"v(participle,past)"
in,in,adp()
lydens,lijden,adj()
"pijn,",pijn,n(sing)
Ghehoorsaem,heer+zoon,adj()
allesins,al+zijn,adv(gener)
te,te,adp()
zijn:,zijn,v(infin)
Neem,eme,conj(coord)
van,van,adp()
ons,ons,"pron(pers,1,plu)"
wech,weg,n(sing)
vleesch,vlees,n(sing)
ende,en,conj(coord)
"bloet,",bloed,n(sing)
Dat,hebben,pronadv(rel)
teghen,tegen,adp()
dynen,dijn,pron(dem)
wille,wil,n(sing)
doet.,doen,"v(fin,pres,lex)"
*,.,art(def)
Gheef,hebben,n(sing)
ons,wij,"pron(pers,1,plu)"
huyden,hoeden,n(sing)
ons',wij,pron(poss)
daegh'lijcx,dagelijks,adj()
"broot,",brood,n(sing)
End',en,v(imp)
ons,ons,"pron(pers,1,plu)"
behoefte,behoefte,n(sing)
tot,tot,adp()
lijfs,lijf,n(sing)
noot:,nood,n(sing)
Behoed',hebben+hij,interj()
ons,ons,"pron(pers,1,plu)"
Heer,eer,adv(gener)
voor,voor,adp()
twist,twist,n(sing)
end',en,conj(coord)
"strijdt,",strijd,v(imp)
Voor,haar,adv(gener)
pest',pest,n(sing)
end',en,conj(coord)
oock,ook,adv(gener)
voor,voor,adp()
dieren,duur,n(plu)
"tijdt,",tijd,n(sing)
Dat,hebben,conj(subord)
wy,wij,"pron(pers,1,plu)"
in,in,adp()
goeden,goed,adj()
vrede,vrede,n(sing)
"staen,",staan,"v(fin,pres,lex)"
Doe,hoe,adp()
sorgfuldicheyt,zorgvuldigheid,n(sing)
van,van,adp()
ons,wij,"pron(pers,1,plu)"
gaen.,gaan,v(infin)
*,.,punc(quest)
Onse,mens,art(indef)
schulden,schuld,n(sing)
vergheef,vergeven,"v(fin,pres,lex)"
ons,ons,"pron(pers,1,plu)"
"Heer,",eer,n(sing)
Dat,hebben,conj(subord)
sy,zij,"pron(pers,3,plu)"
ons,wij,"pron(pers,1,plu)"
niet,niet,adv(neg)
bedroeuen,bedroeven,"v(fin,pres,lex)"
meer:,meer,conj(subord)
Soo,o,interj()
wy,wij,"pron(pers,1,plu)"
oock,ook,adv(gener)
die,die,pron(rel)
ons,wij,"pron(pers,1,plu)"
schuldich,schuldig,adj()
"zijn,",zijn,"v(fin,pres,aux_cop)"
Haer,haar,pronadv(rel)
schult,schuld,n(sing)
vergheuen,vergeven,"v(participle,past)"
dit,dit,pron(dem)
"termijn,",termijn,n(sing)
Tot,hoofd,conj(coord)
heuren,heer,pron(poss)
dienst,dienst,n(sing)
maeck,maken,n(sing)
ons,wij,pron(poss)
"bereyt,",bereiden,adj()
In,en,conj(coord)
rechter,recht,n(sing)
liefd',liefde,n(sing)
end',en,conj(coord)
eenicheyt.,enigheid,n(sing)
*,on,punc(quest)
Leydt',heide,v(imp)
ons,ons,"pron(pers,1,plu)"
Heer,eer,n(sing)
in,in,adp()
bekoringh',bekoring,n(sing)
"niet,",niet,adv(neg)
Als,als,v(imp)
ons,wij,"pron(pers,1,plu)"
de,de,art(def)
boose,boos,adj()
gheest,geest,n(sing)
strijt,strijd,n(sing)
biedt:,bieden,"v(fin,pres,lex)"
Ter,haar,pron(poss)
rechter,rechter,n(sing)
oft,of,conj(coord)
ter,te+de,art(def)+adp()
slincker,linker,adj()
"handt,",hand,n(sing)
Help,helpen,conj(coord)
ons,wij,"pron(pers,1,plu)"
te,te,adp()
doen,doen,v(infin)
sijn,zijn,v(infin)
"wederstandt,",weerstand,n(sing)
In,en,art(indef)
recht,recht,n(sing)
betrouwen,betrouwen,"v(fin,pres,lex)"
onbevreest:,onbeveren,adj()
Door,zij,adp()
den,de,art(def)
trooster,trooster,n(sing)
den,de,art(def)
heyl'ghen,heilig,adj()
Gheest.,heest,"v(fin,pres,lex)"
*,i,punc(quest)
Van,ja,v(imp)
alle,al,num(indef)
quaet,kwaad,n(sing)
verloss',verlossen,v(imp)
ons,wij,"pron(pers,1,plu)"
"meer,",meer,num(indef)
In,na,conj(coord)
dese,deze,pron(dem)
quade,kwaad,adj()
tyden,tijd,n(plu)
"Heer,",eer,adv(gener)
Vry,hari,misc()
ons,wij,"pron(pers,1,plu)"
van,van,adp()
den,de,art(def)
ee'wighen,eeuwig,adj()
doot:,dood,n(sing)
End',en,conj(coord)
troost,troost,"v(fin,pres,lex)"
ons,wij,"pron(pers,1,plu)"
inden,in+de,art(def)+adp()
letsten,laatst,adj()
"noot,",nood,n(sing)
Doe,hoe,interj()
ons,wij,"pron(pers,1,plu)"
altijt,altijd,adv(gener)
goet,goed,adj()
"onderstandt,",onderstand,"v(participle,past)"
Neem,hij,adp()
onse,ons,pron(poss)
sielen,ziel,n(plu)
in,in,adp()
dijn,dijn,pron(poss)
handt.,hand,"v(fin,pres,lex)"
*,de,punc(quest)
Want,hand,v(imp)
"dijn,",dijn,pron(poss)
o,o,interj()
Vader,ader,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
dat,dat,art(def)
"rijck,",rijk,n(sing)
End',en,conj(coord)
die,de,art(def)
cracht,kracht,n(sing)
ouer,over,adp()
all',al,pron(indef)
"ghelijck,",gelijk,adv(gener)
Dijn,en,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
oock,ook,adv(gener)
alle,al,num(indef)
heerlijckheyt,heerlijkheid,n(sing)
Van,ja,"v(fin,pres,lex)"
nu,nu,adv(dem)
tot,tot,adp()
inder,in+de,adp()+art(def)
eewicheyt.,eeuwigheid,n(sing)
Met,eten,n(sing)
Christo,heerstoom,n(sing)
dynen,dijn,v(infin)
son',zoon,n(sing)
alleyn.,alleen,adv(gener)
End',en,adp()
den,de,art(def)
heylighen,heilig,adj()
Gheest,heest,n(sing)
ghemeyn.,gemeen,n(prop)
*,.,punc(quest)
"Amen,",min,num(indef)
dat,dat,pron(dem)
"is,",zijn,"v(fin,pres,aux_cop)"
het,het,"pron(pers,3,sing)"
werde,worden,"v(fin,pres,aux_cop)"
"waer,",waar,adj()
Sterck,eterik,n(sing)
ons',ons,pron(poss)
ghelooue,geloof,n(sing)
"wanckelbaer,",wankelboem,adj()
Op,op,conj(coord)
dat,dat,conj(subord)
wy,wij,"pron(pers,1,plu)"
niet,niet,adv(neg)
twijf'len,twijfelen,v(infin)
daeraen:,daaraan,pronadv(dem)
Wy,gij,adv(gener)
sullen,zullen,"v(fin,pres,aux_cop)"
dit,dit,pron(dem)
alles,al,pron(indef)
"ontfaen,",ontvangen,v(infin)
Na,a,conj(coord)
dynen,dijn,pron(poss)
will',wil,n(sing)
om,om,adp()
Christi,herstin,n(sing)
"naem,",naam,adj()
Door,horen,adp()
welcken,welk,pron(rel)
ons',ons,pron(poss)
bed',bede,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
ghedaen.,doen,"v(participle,past)"
