form,lemma,pos
Ontwaeckt,ontwaken,"v(fin,pres,lex)"
nu,nu,adv(dem)
"Israel,",isra's1el,n(sing)
doet,doen,v(imp)
op,op,adp()
u,gij,pron(poss)
"ooren,",oor,n(sing)
Wilt,houden,"pron(pers,3,sing)+v(fin,pres,aux_cop)"
hooren,horen,v(infin)
nae,na,adp()
der,de,art(def)
Propheten,roephoet,n(sing)
stem:,stem,n(sing)
Die,ie,pron(rel)
ons,wij,pron(poss)
langhen,lang,adj()
tijt,tijd,n(sing)
was,zijn,"v(fin,past,aux_cop)"
belooft,beloven,"v(participle,past)"
te,te,adv(gener)
vooren,voor,adv(gener)
Die,je,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
nu,nu,adv(dem)
gheboren,geboren,adj()
in,in,adp()
Bethlehem,ethilem,n(prop)
Zoo,o,conj(coord)
ons,wij,"pron(pers,1,plu)"
die,de,art(def)
Schriftuer,christuur,n(sing)
tuycht,getuigen,art(def)+n(sing)
van,van,adp()
hem,hij,"pron(pers,3,sing)"
Soos,hoos,n(prop)
al,al,num(indef)
hy,hij,"pron(pers,3,sing)"
wesen,zijn,v(infin)
ons,wij,"pron(pers,1,plu)"
middelaer:,middelaar,n(prop)
Wilt,houden,"pron(pers,3,sing)+v(fin,pres,aux_cop)"
vreucht,vrucht,n(sing)
"bedryven,",bedrijven,v(infin)
Mannen,johannes,n(plu)
ende,en,conj(coord)
"wijven,",wijf,"v(fin,pres,lex)"
Al,al,adv(gener)
in,in,adp()
dat,dat,art(def)
soete,zoet,adj()
nieuwe,nieuw,n(sing)
Iaer.,haar,n(sing)
Een,een,art(indef)
sterre,ster,n(sing)
wt,uit,adp()
Iacob,hakob,n(prop)
is,zijn,"v(fin,pres,aux_cop)"
op,op,adp()
gheresen,gerijzen,n(prop)
Soo,o,conj(coord)
ons,wij,pron(poss)
Balam,alaam,n(prop)
heeft,hebben,"v(fin,pres,aux_cop)"
ghepropheteert:,profeteren,"v(participle,past)"
Abrahams,brabam,n(prop)
gheloofte,geloven,adj()
is,zijn,"v(fin,pres,aux_cop)"
gheschiet,geschieden,"v(participle,past)"
door,door,adp()
"desen,",deze,pron(dem)
Ons,in,pron(poss)
Salichmaker,halikmaker,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
"ghedescendeert,",dichteren,"v(participle,past)"
Den,een,art(indef)
dach,dag,n(sing)
die,die,pron(rel)
Symeon,iemond,n(prop)
heeft,hebben,"v(fin,pres,aux_cop)"
begheert,begeren,"v(participle,past)"
Die,hij,interj()
is,zijn,"v(fin,pres,aux_cop)"
nu,nu,adv(dem)
"ghecomen,",komen,"v(participle,past)"
noyt,nooit,adv(neg)
blyder,blij,adj()
maer:,maar,n(sing)
Wilt,houden,"pron(pers,3,sing)+v(fin,pres,aux_cop)"
vreuchden,vrucht,adj()
"rapen,",rapen,n(sing)
ghy,gij,"pron(pers,2,sing)"
Christen,harsten,"v(fin,pres,lex)"
"schapen,",schaap,v(infin)
Al,al,adv(gener)
in,in,adp()
dat,dat,art(def)
soete,zoet,adj()
nieuwe,nieuw,n(sing)
Iaer.,haar,n(sing)
Den,een,art(indef)
bant,band,n(sing)
van,van,adp()
Adam,adam,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
nu,nu,adv(dem)
ghebroken,breken,"v(participle,past)"
Vrede,gereden,n(prop)
wert,worden,"v(fin,past,aux_cop)"
vercondicht,verkondigen,"v(participle,past)"
over,over,adp()
al,al,pron(indef)
aertrijck,aardrijk,n(sing)
Daer,zij,adp()
ons,wij,pron(poss)
Ioannes,monas,n(prop)
af,af,pronadv(rel)
heeft,hebben,"v(fin,pres,aux_cop)"
"ghesproken,",spreken,"v(participle,past)"
Is,zijn,"v(fin,pres,aux_cop)"
