form,lemma,pos
T'Is,haas,n(sing)
"tijdt,",tijd,"v(fin,pres,lex)"
laat,laten,interj()
ons,wij,"pron(pers,1,plu)"
GODT,hij,n(sing)
gaan,gaan,"pron(pers,3,plu)"
"loven,",loven,v(infin)
En,ne,adp()
hem,hij,"pron(pers,3,plu)"
vallen,vallen,v(infin)
t'saam,tezamen,art(def)+n(sing)
te,te,adp()
voet:,voet,n(sing)
Want,hand,adp()
de,de,art(def)
Morgen-sterr',orgenos,n(sing)
hier,hier,adv(dem)
boven,boven,adp()
Voor,horen,n(sing)
de,de,art(def)
Son,hoon,n(sing)
verdwijnen,verdwijnen,v(infin)
moet.,moeten,"v(fin,pres,aux_cop)"
V,:,"pron(pers,2,plu)"
Son,zij,"v(fin,pres,aux_cop)"
der,de,art(def)
Gerechtigheydt,gerechtigheid,n(sing)
Om,hij,adv(gener)
te,te,adp()
geven,geven,v(infin)
het,het,"pron(pers,3,sing)"
"geleydt,",leiden,"v(participle,past)"
Schenckt,het+ik+kennen,v(imp)
"ons,",wij,"pron(pers,1,plu)"
"HEER,",.,n(prop)
die,die,pron(rel)
t'allen,talen,n(plu)
stonden,stond,"v(fin,past,lex)"
Ons,ik+ne,adv(dem)
beware,bewaren,"v(fin,pres,lex)"
voor,voor,adp()
de,de,art(def)
Sonden.,hond,n(plu)
In,een,adp()
ons,ons,pron(poss)
Mond,mond,conj(coord)
een,een,art(indef)
Toom,oom,n(sing)
doet,dood,n(sing)
"leggen,",leggen,v(infin)
Om,hij,pron(indef)
de,de,art(def)
Tongh,hong,n(sing)
te,te,adp()
dwingen,dwingen,v(infin)
"wildt,",willen,"v(fin,pres,lex)"
Dat,hebben,conj(subord)
wy,wij,"pron(pers,1,plu)"
niemand,niemand,pron(indef)
en,ne,adv(neg)
"mis-seggen,",misschoegen,"v(fin,pres,lex)"
Maar,haar,interj()
staan,staan,n(sing)
na,na,adp()
'tgeen,eten,art(def)+n(sing)
Twee-draght,euwergacht,n(sing)
stilt.,stil,"v(fin,pres,lex)"
Ons,ik+ne,adv(gener)
Gesicht,eisen,n(sing)
stuyrt,sturen,n(sing)
vroegh,vroeg,adv(gener)
en,een,adv(neg)
"laat,",lat,"v(fin,pres,lex)"
Dat,hebben,conj(subord)
het,het,"pron(pers,3,sing)"
d'ydelheyden,deidelheid,n(sing)
quaadt,kwaadhand,n(sing)
Schouwen,halfuwen,n(prop)
leer:,leren,n(sing)
oock,ook,adv(gener)
wilt,willen,"v(fin,pres,lex)"
van,van,adp()
binnen,binnen,adv(gener)
Suyveren,ever,v(infin)
ons,wij,pron(poss)
Hert,aard,n(sing)
en,een,conj(coord)
Sinnen.,en,adj()
"Leuyheydt,",eigenheid,n(sing)
"Gulsigheydt,",hulsgeesheid,n(sing)
Pracht,racht,adj()
"moedigh,",moedig,adj()
Huyden,hoeden,n(plu)
van,van,adp()
ons,wij,"pron(pers,1,plu)"
verre,ver,adv(gener)
sy:,zij,"v(fin,pres,aux_cop)"
Dat,hebben,conj(subord)
wy,wij,"pron(pers,1,plu)"
als,als,conj(subord)
den,de,art(def)
Dagh,wagen,n(sing)
gaat,gaan,"v(fin,pres,lex)"
"spoedigh,",spoedig,adj()
En,ne,adp()
den,de,art(def)
Nacht,acht,n(sing)
ons,wij,"pron(pers,1,plu)"
comet,komen,"v(fin,pres,lex)"
by,bij,adp()
V,zij,art(def)
(die,de,n(sing)
woont,wonen,"v(fin,pres,lex)"
in,in,adp()
'sHemelsch,hemels,art(def)+n(sing)
Throon),heron,n(sing)
Dancken,hangen,n(sing)
voor,voor,adp()
dees,deze,pron(dem)
Duechden,heugen,n(plu)
schoon.,schoon,n(sing)
"GODT,",af,misc()
om,om,adp()
uw's,uw,pron(poss)
Soons,woon,n(sing)
"wil,",wil,n(sing)
van,van,adp()
blamen,blaam,n(prop)
Door,zij,n(sing)
u,gij,pron(poss)
GEEST,haar,misc()
bevrijdt,bevrijden,"v(fin,pres,lex)"
ons;,ons,"pron(pers,1,plu)"
Amen.,men,n(prop)
