form,lemma,pos
MYn,en,pron(poss)
Hert,hard,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
voor,voor,adp()
alteyd,alteheid,n(prop)
"verzeyd,",verzeid,"v(participle,past)"
Aan,ja,conj(coord)
zo,zo,adv(resum)
een,een,art(indef)
Ionge,hong,adj()
"Maagd,",haag+het,n(sing)
Die,hij,conj(coord)
my,ik,"pron(pers,1,sing)"
beneemt,benemen,"v(fin,pres,lex)"
mijn,mijn,pron(poss)
"vryigheyd,",vrijheid,n(sing)
Daar,haar,interj()
zy,zijn,"pron(pers,3,plu)"
haar,haar,pron(poss)
roem,roem,n(sing)
op,op,pronadv(prep)
draagt;,dragen,"v(fin,pres,lex)"
Maar,haar,conj(coord)
zy,zij,"pron(pers,3,sing)"
is,zijn,"v(fin,pres,aux_cop)"
ook,ook,adv(gener)
met,met,adp()
Min,een,pron(poss)
"doorwond,",doorwonden,n(sing)
Om,hij,num(indef)
dat,dat,conj(subord)
ik,ik,"pron(pers,1,sing)"
kus,kuis,n(sing)
haar,haar,pron(poss)
"Rooder-mond,",moedermond,n(sing)
"Zomteyds,",ootmeest,adv(gener)
"zomteyds,",zomertijd,adv(gener)
zomteyds.,zomertijd,adv(gener)
Mijn,een,num(indef)
Lief,heffen,n(sing)
die,die,pron(rel)
komt,komen,"v(fin,pres,lex)"
dikmaal,dikmaal,n(sing)
by,bij,adp()
"my,",ik,"pron(pers,1,sing)"
Dan,ja,conj(coord)
zijn,zijn,"v(fin,pres,aux_cop)"
wy,wij,"pron(pers,1,plu)"
met,met,adp()
ons,wij,"pron(pers,1,plu)"
Tween;,eeuw,v(infin)
En,ne,conj(coord)
zit,zien,"v(fin,pres,lex)"
wat,wat,pron(inter)
aan,aan,adp()
mijn,mijn,pron(poss)
Groene,rooien,n(sing)
"zy,",zij,"pron(pers,3,plu)"
Veel,een,n(sing)
Kusjes,huis,n(prop)
ongemeen:,ongemeen,adj()
Maar,haar,n(sing)
haastig,haastig,adj()
moet,moeten,"v(fin,pres,aux_cop)"
zy,zij,"pron(pers,3,plu)"
weer,zijn,adv(gener)
na,na,adp()
"Huys,",huis,n(sing)
Dat,hebben,conj(coord)
is,zijn,"v(fin,pres,aux_cop)"
voor,voor,adp()
ons,wij,"pron(pers,1,plu)"
een,een,art(indef)
droevig,droevig,adj()
kruys;,kruis,n(sing)
Zy,ei,interj()
"gaat,",gaan,n(sing)
zy,zij,"pron(pers,3,plu)"
"gaat,",gaan,n(sing)
zy,zij,"pron(pers,3,plu)"
gaat.,gaan,n(sing)
Dan,hangen,adv(gener)
hebben,hebben,"v(fin,pres,aux_cop)"
wy,wij,"pron(pers,1,plu)"
wel,wel,adv(gener)
braaf,braven,adj()
"gekust,",kusten,"v(participle,past)"
Maar,haar,n(prop)
dan,dan,adv(dem)
moet,moeten,"v(fin,pres,aux_cop)"
zy,zij,"pron(pers,3,plu)"
weer,zijn,adv(gener)
heen:,heen,n(sing)
Ons,ne+zij,pron(poss)
Minne-brand,innerband,n(sing)
blijft,blijven,"v(fin,pres,aux_cop)"
"ongeblust,",ongebluid,adj()
Wy,een,n(sing)
moeten,moeten,"v(fin,pres,aux_cop)"
zijn,zijn,v(infin)
te,te,adp()
vreen;,vrees,n(sing)
Tot,hoofd,conj(coord)
dat,dat,conj(subord)
nog,nog,adv(gener)
eensjes,eens,"adv(neg)+v(fin,pres,lex)"
komt,komen,"v(fin,pres,lex)"
die,de,art(def)
"dag,",dag,n(sing)
Dat,haten,conj(subord)
men,men,pron(indef)
malkander,malkander,adj()
kussen,kussen,v(infin)
"mag,",mogen,"v(fin,pres,aux_cop)"
Mijn,een,conj(coord)
"Lief,",geven,n(sing)
mijn,mijn,pron(poss)
"Lief,",gijf,n(sing)
mijn,mijn,pron(poss)
Lief.,effen,n(sing)
Die,je,adv(gener)
hoop,hopen,"v(fin,pres,lex)"
die,die,pron(dem)
blijft,blijven,v(imp)
mijn,mijn,pron(poss)
altoos,altoos,adv(gener)
by,bij,adp()
Dat,haten,n(prop)
ik,ik,"pron(pers,1,sing)"
eens,een,art(indef)
Triumpheer;,heerlijm,n(sing)
Daar,haar,n(sing)
was,zijn,"v(fin,past,aux_cop)"
geen,geen,pron(indef)
blyder,blij,n(sing)
Dag,zien,n(sing)
voor,voor,adp()
"my,",ik,"pron(pers,1,sing)"
Als,als,conj(subord)
ik,ik,"pron(pers,1,sing)"
kreeg,krijgen,"v(fin,past,lex)"
mijn,mijn,pron(poss)
begeer;,begeren,n(sing)
Dan,hangen,interj()
heb,hebben,"v(fin,pres,aux_cop)"
'k,ik,"pron(pers,2,plu)"
daar,daar,pronadv(dem)
in,ik+ne,adp()
nog,nog,adv(gener)
geen,geen,pron(indef)
"verdriet,",verdriet,"v(fin,pres,lex)"
Als,als,"v(fin,pres,aux_cop)"
my,ik,"pron(pers,1,sing)"
maar,maar,interj()
eens,een,adv(gener)
mijn,mijn,pron(poss)
Wil,el,n(sing)
geschied:,geschieden,"v(participle,past)"
Ik,koken,"pron(pers,1,sing)"
"hoop,",hoop,n(sing)
ik,ik,"pron(pers,1,sing)"
"hoop,",hoop,n(sing)
ik,ik,"pron(pers,1,sing)"
hoop.,hoop,"v(fin,pres,lex)"
Laat,haat,adp()
ons,wij,"pron(pers,1,plu)"
dan,dan,adv(dem)
wagten,wachten,"v(fin,pres,lex)"
na,na,adp()
die,de,art(def)
"teyd,",tijd,n(sing)
Met,eten,"v(fin,pres,lex)"
een,een,art(indef)
geduldig,geduldig,adj()
Hert;,eren,n(sing)
Als,als,"v(fin,pres,aux_cop)"
wy,wij,"pron(pers,1,plu)"
eens,een,art(indef)
door,door,adp()
Godts,hode,adj()
"goedigheyd,",goedgeheid,n(sing)
Bevrijd,evrijden,"v(participle,past)"
zijn,zijn,"v(fin,pres,aux_cop)"
van,van,adp()
die,de,art(def)
smert!,smar,adj()
Dan,ja,n(sing)
