form,lemma,pos
DAar,haar,n(sing)
zou,zo,n(sing)
’er,eer,adv(gener)
een,een,art(indef)
Ruiter,duut,n(sing)
uit,uit,adv(gener)
Iagen,jagen,interj()
"gaan,",gaan,n(prop)
En,ne,conj(coord)
uit,uit,adp()
Iagen,haag,n(sing)
aan,aan,adp()
een,een,art(indef)
groen,groen,adj()
kant:,kant,n(sing)
Hy,hij,adv(gener)
vond,vinden,"v(fin,pres,lex)"
daar,daar,adv(dem)
niet,niet,adv(neg)
te,te,adp()
"Iagen,",jagen,v(infin)
Als,als,adv(gener)
een,een,art(indef)
overschoone,overschoon,n(sing)
"Maget,",hagen,"v(fin,pres,lex)"
Ia,a,conj(coord)
de,de,art(def)
Schoonste,chonst,adj()
heel,heel,adj()
figeland.,figeland,n(sing)
De,eer,conj(coord)
Ruiter,daar+er,n(sing)
al,al,adv(gener)
tegen,tegen,adp()
het,het,"pron(pers,3,sing)"
Meisje,eisen,n(prop)
"sprak,",spreken,"v(fin,past,lex)"
Zoet,hoeden,conj(coord)
Lief,hebben,n(sing)
wil,willen,"v(fin,pres,aux_cop)"
jy,twee,"pron(pers,2,plu)"
met,met,adp()
my,ik,"pron(pers,1,sing)"
gaan?,gaan,v(infin)
Ik,kin,"pron(pers,2,plu)"
zal,zullen,"v(fin,pres,aux_cop)"
u,gij,pron(poss)
schoone,schoon,n(sing)
Kind,eind,conj(coord)
"leiden,",leiden,v(infin)
Alzo,alzo,n(sing)
veere,ver,n(sing)
aan,aan,adp()
een,een,art(indef)
groen,groen,adj()
"Heiden,",heiden,n(sing)
Daar,haar,n(sing)
de,de,art(def)
geele,geel,adj()
goud,goud,n(sing)
Roosjes,hoos,n(prop)
staan.,staan,n(sing)
Den,een,art(indef)
Dag,haag,n(sing)
verging,vergaan,"v(fin,past,lex)"
en,in,adv(neg)
den,de,art(def)
Avond,hond,n(sing)
die,die,pron(rel)
kwam,komen,n(sing)
"aan,",anna,n(prop)
Deze,ese,n(prop)
Maget,hagen,"v(participle,past)"
was,zijn,"v(fin,past,aux_cop)"
moe,moe,n(sing)
van,van,adp()
’t,et,art(def)
Gaan:,johannes,n(prop)
Een,een,art(indef)
Stoeltje,gouden,n(sing)
liet,laten,"v(fin,past,aux_cop)"
zy,zij,"pron(pers,3,plu)"
haar,zij,"pron(pers,3,sing)"
zetten,zetten,v(infin)
En,ne,conj(coord)
op,op,adp()
een,een,art(indef)
Beddetje,doen+hij,n(sing)
liet,laten,"v(fin,past,lex)"
zy,zij,"pron(pers,3,sing)"
haar,haar,pron(poss)
"leggen,",leggen,n(sing)
Want,hand,adp()+art(def)
haar,haar,pron(poss)
Slapens,lapen,n(sing)
tyd,tijd,n(sing)
kwam,komen,n(prop)
aan.,aan,n(prop)
Het,het,pronadv(pers)
was,zijn,"v(fin,past,aux_cop)"
omtrent,omtrent,adv(gener)
in,in,adv(gener)
’t,et,adv(gener)
midden,midden,adv(gener)
van,van,adp()
de,de,art(def)
"Nagt,",acht,n(sing)
Deze,ese,adv(gener)
Maget,hagen,"v(fin,pres,lex)"
Ontwaakten,ontwaken,"v(fin,past,lex)"
haar,haar,pron(poss)
"zeer,",zeer,n(sing)
Staat,getaad,n(sing)
op,op,adp()
stout,stout,adj()
Ruitertje,euterheid,n(sing)
"koene,",koen,n(sing)
En,een,conj(coord)
gaat,gaan,"v(fin,pres,lex)"
Wandelen,handelen,v(infin)
in,in,adp()
het,het,"pron(pers,3,sing)"
"Groene,",roon,n(sing)
Want,hand,adp()
de,de,art(def)
Nagt,hacht,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
gepaszeerd.,passieren,"v(participle,past)"
Het,eten,adv(neg)
is,zijn,"v(fin,pres,aux_cop)"
’er,eer,"pron(pers,2,plu)"
voorwaar,voorwaar,n(sing)
den,de,art(def)
Dageraad,jageraad,n(prop)
"niet,",niet,adv(neg)
Maar,haar,interj()
het,het,"pron(pers,3,sing)"
is,zijn,"v(fin,pres,aux_cop)"
’er,eer,adv(gener)
de,de,art(def)
Maaneschyn,aanschijn,n(sing)
En,ne,conj(coord)
kom,komen,n(sing)
keer,keren,"v(fin,pres,lex)"
’er,eer,conj(coord)
u,gij,"pron(pers,2,plu)"
nog,noch,conj(coord)
eens,een,adv(gener)
"omme,",om,adp()
Want,hand,n(sing)
