form,lemma,pos
DEr,haar,pron(poss)
minnen,minne,n(sing)
pack,pak,n(sing)
ick,ik,"pron(pers,1,sing)"
"draegh,",dragen,adj()
t’Welck,het+ik+zelk,art(def)+pron(rel)
mijnen,mijn,pron(poss)
ganck,gang,n(sing)
maect,maken,"v(fin,pres,lex)"
traegh.,traag,adj()
Vermoeyt,ermoeden,adv(gener)
zijn,zijn,pron(poss)
beyd’,beiden,n(sing)
mijn,mijn,pron(poss)
"beenen,",been,n(plu)
Door,horen,n(sing)
t’gaen,tegaan,art(def)+n(sing)
op,op,adp()
d’harde,de+hard,art(def)+n(sing)
"steenen,",steen,n(sing)
Met,eten,adv(gener)
"t’pack,",tappen,art(def)+n(sing)
ghevult,vullen,"v(participle,past)"
met,met,adp()
lusten:,list,n(sing)
Och!,gij,n(sing)
waer,waar,adj()
sal,zullen,"v(fin,pres,aux_cop)"
ick,ik,"pron(pers,1,sing)"
my,ik,"pron(pers,1,sing)"
rusten.,rusten,v(infin)
Rust,zusten,adv(gener)
ick,ik,"pron(pers,1,sing)"
nerghens,nergens,n(prop)
en,ne,adv(neg)
"vind,",vinden,"v(fin,pres,lex)"
Voor,horen,conj(coord)
datmen,dat+men,conj(subord)+pron(indef)
my,ik,"pron(pers,1,sing)"
ontbind,ontbinden,"v(fin,pres,lex)"
Den,een,conj(coord)
bandt,binden,n(sing)
der,de,art(def)
liefden,liefde,n(sing)
crachtich:,krachtig,adj()
t’Welck,het+ik+zelk,art(def)+pron(rel)
niemant,niemand,pron(indef)
en,ne,adv(neg)
is,zijn,"v(fin,pres,aux_cop)"
"machtich,",machtig,adj()
Dan,gunnen,adp()
ghy,gij,"pron(pers,2,plu)"
O,gij,misc()
weerde,waarde,adj()
"vrouwe,",vrouw,n(sing)
Op,op,misc()
wien,wie,pron(inter)
ick,ik,"pron(pers,1,sing)"
vast,vast,adj()
vertrouwe.,vertroos,"v(fin,pres,lex)"
t’Vertrouwen,trelooren,v(infin)
my,ik,"pron(pers,1,sing)"
nu,nu,adv(dem)
doet,doen,"v(fin,pres,aux_cop)"
Lief,heffen,adv(gener)
u,gij,"pron(pers,2,plu)"
vallen,vallen,v(infin)
te,te,adp()
"voet,",voet,n(sing)
En,een,adp()
bidd’,bidden,"v(fin,pres,lex)"
dat,dat,art(def)
g’uyt,goed,n(sing)
"ghenaden,",genade,v(infin)
My,hij,adv(gener)
van’t,vangen,"pron(pers,3,sing)+v(fin,pres,lex)"
pack,pak,n(sing)
wilt,willen,"v(fin,pres,aux_cop)"
"ontladen,",ontladen,v(infin)
Dat,hebben,conj(subord)
ick,ik,"pron(pers,1,sing)"
nu,nu,adv(dem)
soo,zo,adv(resum)
veel,veel,num(indef)
daghen,dag,n(plu)
Om,ik,conj(subord)
u,gij,"pron(pers,2,sing)"
hebbe,hebben,"v(fin,pres,aux_cop)"
ghedraghen.,dragen,"v(participle,past)"
Draghende,ergens,adj()
mijnen,mijn,pron(poss)
"last,",last,n(sing)
Al,al,adv(gener)
"meer,",meer,num(indef)
en,ne,art(indef)
meer,meer,adv(gener)
"aenwast,",aanwassen,"v(participle,past)"
Soo,o,conj(coord)
dat,dat,conj(subord)
ick,ik,"pron(pers,1,sing)"
heel,heel,adj()
gae,gaan,v(imp)
"buycken,",buiken,n(plu)
Met,eten,"conj(coord)+pron(pers,3,sing)"
t’hooft,het+hoofd,"v(fin,pres,lex)"
ter,de+te,art(def)+adp()
aerden,aarde,n(sing)
duycken.,duiken,v(infin)
Och!,c,adv(gener)
wilt,willen,"v(fin,pres,aux_cop)"
mijn,mijn,pron(poss)
last,last,n(sing)
"versoeten,",verzoeten,v(infin)
Of,of,conj(coord)
ick,ik,"pron(pers,1,sing)"
raeck,rak,n(sing)
onder,onder,adp()
voeten.,voet,n(plu)
Onder,in+de,adp()+art(def)
voeten,voet,n(plu)
