form,lemma,pos
'k,ik,"pron(pers,2,plu)"
MOet,heten,"v(fin,pres,lex)"
myn,mijn,pron(poss)
Pikdraên,eikraan,n(sing)
vrolyk,vrolijk,adv(gener)
"stryken,",strijken,v(infin)
Kloppen,loppen,v(infin)
't,eten,conj(coord)
Leêr,eer,adv(gener)
al,al,adv(gener)
zingend,zingen,adj()
uit;,uit,n(sing)
Mag,hebben,conj(coord)
myn,mijn,adv(gener)
Elst,als+het,n(sing)
maar,maar,conj(coord)
niet,niet,adv(neg)
bezwyken;,bezwijken,v(infin)
'k,koken,"pron(pers,1,sing)"
Was,as,"v(fin,pres,aux_cop)"
'er,hij,adv(gener)
anders,anders,adv(gener)
meê,mee,adv(gener)
gebruid.,gebruid,adj()
'k,ik,"pron(pers,1,sing)"
Heb,hebben,adv(gener)
hier,hier,adv(dem)
"Muilen,",euvel,v(infin)
'k,ik,"pron(pers,2,plu)"
heb,hebben,"v(fin,pres,aux_cop)"
hier,hier,adv(dem)
"Schoenen,",gechoen,"v(participle,past)"
Meest,eest,"v(fin,pres,aux_cop)"
van,van,adp()
Meisjes,eisen,n(prop)
uit,uit,adp()
de,de,art(def)
"Buurt,",huren,n(sing)
Zyn,een,conj(coord)
zy,zijn,"pron(pers,3,plu)"
"vuil,",vuil,adv(gener)
ik,ik,"pron(pers,1,sing)"
moet,moeten,"v(fin,pres,aux_cop)"
ze,zee,"pron(pers,3,plu)"
"boenen,",bonen,v(infin)
Ja,a,interj()
zy,zij,"pron(pers,3,plu)"
dienden,dienen,"v(fin,past,lex)"
wel,wel,adv(gener)
geschuurd.,scheuren,"v(participle,past)"
'k,ook,misc()
Kryg,regig,adj()
'er,hier,adv(gener)
somtyds,zomertijd,n(sing)
wel,wel,adv(gener)
te,te,adp()
"lappen,",lappen,v(infin)
Daar,haar,conj(coord)
ik,ik,"pron(pers,1,sing)"
naauwlyks,navalje,adv(gener)
't,eten,adv(gener)
zout,zullen,n(sing)
aan,aan,adp()
"win,",wijn,n(sing)
Ende,en,conj(coord)
Waard,jaar,n(sing)
geen,geen,pron(indef)
Glas,lezen,n(sing)
zou,zoon,adv(gener)
"tappen,",tappen,v(infin)
Maar,zij,n(prop)
dat,dat,conj(subord)
doe,toen,"v(fin,pres,lex)"
ik,ik,"pron(pers,1,sing)"
na,na,adp()
myn,mijn,pron(poss)
"zin,",zijn,n(sing)
Ik,kok,misc()
versny,versingen,n(sing)
vast,vast,adj()
zeer,zeer,adv(gener)
veel,veel,num(indef)
houtjes,hout,n(prop)
Voor,horen,adp()
de,de,art(def)
"Kleuters,",levender,n(plu)
tot,tot,adp()
myn,mijn,pron(poss)
schaê;,schaa,n(sing)
Nochtans,hocant,adv(gener)
spreeken,spreken,"v(fin,pres,lex)"
"zy,",zij,"pron(pers,3,plu)"
wel,wel,adv(gener)
stoutjes:,stout,n(prop)
'k,kok,"pron(pers,1,sing)"
Moet,hoeden,conj(coord)
myn,mijn,pron(poss)
Schoenen,geeconen,n(plu)
hebben,hebben,"v(fin,pres,aux_cop)"
dra.,dra,misc()
'k,koken,"pron(pers,1,sing)"
Moet,hoeden,adv(gener)
ook,ook,adv(gener)
wel,wel,adv(gener)
inschiklyk,inschilk,adj()
"weezen,",wezen,v(infin)
Wyl,ik,adv(gener)
ik,ik,"pron(pers,1,sing)"
krui,kruid,"v(fin,pres,lex)"
voor,voor,adp()
haaren,haar,pron(poss)
"Heer,",eer,n(sing)
Anders,het+in,n(plu)
zou,zo,"v(fin,pres,aux_cop)"
ik,ik,"pron(pers,1,sing)"
mogen,mogen,"v(fin,pres,aux_cop)"
"vreezen,",vrezen,v(infin)
Dat,hebben,conj(subord)
hy,hij,"pron(pers,3,sing)"
my,ik,"pron(pers,1,sing)"
geen,geen,pron(indef)
werk,werk,n(sing)
gaf,geven,"v(fin,past,lex)"
meer.,meer,num(indef)
'k,koken,"pron(pers,2,plu)"
Moet,hoeden,interj()
my,ik,"pron(pers,1,sing)"
dan,dan,adv(dem)
maar,maar,interj()
vrolyk,vrolijk,adv(gener)
"draagen,",dragen,v(infin)
By,een,pron(poss)
het,het,"pron(pers,3,sing)"
oude,oud,adj()
Schoengelap:,eugengelaop,n(sing)
Maar,haar,n(prop)
deed,doen,"v(fin,past,lex)"
ik,ik,"pron(pers,1,sing)"
het,het,"pron(pers,3,sing)"
alle,al,num(indef)
dagen.,dag,n(plu)
'k,ik,misc()
Had,hebben,"v(fin,pres,lex)"
'er,heer,adv(gener)
naauwlyks,nauwelijk,adv(gener)
van,van,adp()
de,de,art(def)
knap.,knaap,n(sing)
