form,lemma,pos
K,.,punc(quest)
Omt,met,n(sing)
Vrienden,vriend,v(infin)
"siet,",zien,v(imp)
Luystert,huisterd,adv(gener)
na,na,adp()
mijn,mijn,pron(poss)
"gebiet,",gebieden,n(sing)
wat,wat,pron(rel)
dat,dat,art(def)
'er,eer,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
"geschiet,",geschieden,"v(participle,past)"
Al,al,adv(gener)
binnen,binnen,adv(gener)
Loven,oven,adv(gener)
"klaar,",klaar,n(sing)
luystert,luster,n(prop)
in,in,adp()
't,het,misc()
"openbaar,",openbaar,n(sing)
Al,al,n(prop)
van,van,adp()
een,een,art(indef)
dogter,dochter,n(sing)
huys,huis,n(sing)
en,en,conj(coord)
net,niet,n(sing)
van,van,adp()
"leden,",lid,n(prop)
Een,een,conj(coord)
Koopman,hoofdman,n(prop)
Soon,hoon,n(prop)
die,die,pron(dem)
quam,komen,"v(fin,past,lex)"
by,bij,adp()
haar,zij,pron(poss)
"getreden,",treden,"v(participle,past)"
Met,eten,adv(gener)
zoet,het+zo,n(prop)
"gelag,",geliggen,"v(fin,past,lex)"
Bood,hoofd,"v(fin,past,lex)"
hy,hij,"pron(pers,3,sing)"
haar,haar,pron(poss)
goeden,goed,adj()
dag.,dag,n(sing)
Hy,hij,pron(poss)
vryden,vrijen,"v(fin,past,lex)"
haar,haar,pron(poss)
"zoet,",zoet,n(sing)
Met,eten,conj(coord)
liefde,liefde,n(sing)
en,een,art(indef)
"ootmoet,",ootmoed,n(sing)
Hy,hij,"pron(pers,2,plu)"
had,hebben,"v(fin,past,aux_cop)"
veel,veel,num(indef)
geld,geld,n(sing)
en,een,art(indef)
goed;,goed,adj()
Waar,zij,interj()
door,door,adp()
dees,deze,pron(dem)
jonge,jong,n(sing)
"Maagt,",hachten,n(sing)
Hem,hij,"pron(pers,1,sing)"
weder,weer,adv(gener)
liefde,liefde,n(sing)
draagt:,dragen,"v(participle,past)"
Op,op,n(sing)
't,eten,"pron(pers,2,sing)"
laest,laatst,pron(indef)
zoo,zo,n(sing)
heeft,hebben,"v(fin,pres,aux_cop)"
hy,hij,"pron(pers,3,sing)"
ook,ook,adv(gener)
van,van,adp()
haar,zij,"pron(pers,3,sing)"
"verkregen,",verkrijgen,"v(participle,past)"
Haer,haar,adp()
tere,een+te,art(indef)+adp()
schoot,schoot,n(sing)
en,en,art(indef)
frisse,frijs,n(sing)
maegde,maagd,n(sing)
"leven,",leven,v(infin)
Tot,hoofd,conj(coord)
zy,zij,"pron(pers,3,sing)"
raekt,raken,n(sing)
"zwaer,",zwaar,adj()
Dat,haten,conj(subord)
haar,haar,n(sing)
baert,baren,"v(fin,pres,lex)"
droef,droef,"v(fin,past,aux_cop)"
gevaar.,gevaar,n(sing)
Zy,een,pron(poss)
spreekt,spreken,n(sing)
hoort,horen,"v(fin,pres,lex)"
"aan,",aan,n(sing)
Met,eten,n(sing)
ogen,oog,n(plu)
vol,vol,adv(gener)
