form,lemma,pos
O,.,punc(quest)
"Engelant,",ongeland,n(sing)
wat,wat,pron(inter)
droefheyt,droefheid,n(sing)
"groot,",groot,adj()
Wat,hebben,conj(coord)
smert,smart,n(sing)
voelt,voelen,"v(fin,pres,lex)"
gy,gij,"pron(pers,2,plu)"
van,van,adp()
"binne,",binnen,n(sing)
Al,al,n(sing)
in,in,adp()
uw’,uw,pron(poss)
"hert,",hart,"v(fin,pres,lex)"
over,over,adp()
de,de,art(def)
"doot,",dood,n(sing)
Van,ja,conj(coord)
uwe,uw,pron(poss)
"Koninginne,",boning,n(sing)
Die,hij,conj(coord)
nu,nu,adv(dem)
eylaes,elia,adv(gener)
gestorven,sterven,"v(participle,past)"
"is,",zijn,"v(fin,pres,aux_cop)"
O,:,conj(coord)
hemel!,hemel,n(sing)
wat,wat,pron(inter)
voor,voor,adp()
"droeffenis,",droevenis,n(sing)
Is,zijn,"v(fin,pres,lex)"
dit,dit,pron(dem)
voor,voor,adp()
ons,wij,"pron(pers,1,plu)"
egale:,egal,n(prop)
O,daar,conj(coord)
dood!,dood,n(sing)
wat,wat,pron(inter)
komt,komen,"v(fin,pres,lex)"
gy,gij,"pron(pers,2,plu)"
hale.,halen,"v(fin,pres,aux_cop)"
Komt,om,"v(fin,pres,lex)"
gy,gij,"pron(pers,2,plu)"
hier,hier,adv(dem)
weg,weg,n(sing)
rucke,rok,n(sing)
’s,zijn,"pron(pers,3,sing)"
Lants,hand,n(sing)
vreugd,vreugde,"v(participle,past)"
Soo,o,n(prop)
’n,in,adp()
Eed’le,edel,n(sing)
"Koninginne,",honingin,n(sing)
Met,eten,conj(coord)
recht,recht,n(sing)
een,een,art(indef)
pronck-beeld,proneuspel,n(sing)
van,van,adp()
de,de,art(def)
"deugd,",deugd,n(sing)
Haer,haar,adp()
"hert,",hart,n(sing)
en,en,art(indef)
ziel,ziel,n(sing)
en,een,conj(coord)
"sinne,",zin,pron(poss)
Was,zijn,n(prop)
altijt,altijd,adv(gener)
voor,voor,adp()
het,het,"pron(pers,3,sing)"
best,zijn,"v(fin,pres,aux_cop)"
van,van,adp()
‘t,het,art(def)
lant,land,n(sing)
En,een,conj(coord)
voor,voor,adp()
de,de,art(def)
Leer,eer,n(sing)
van,van,adp()
"Protestant,",rotstade,n(prop)
Die,je,conj(coord)
sy,zij,"pron(pers,3,sing)"
hadde,hebben,"v(fin,past,aux_cop)"
"gezwooren,",gezworene,"v(participle,past)"
Dat,haten,conj(coord)
noyt,nooit,adv(neg)
sou,zo,"pron(pers,3,plu)"
gaen,gaan,v(infin)
"verlooren,",verliezen,v(infin)
Daer,haar,pron(poss)
leyt,leed,"v(fin,pres,lex)"
daer,daar,adv(dem)
leyt,leed,"v(fin,pres,lex)"
sy,zij,"v(fin,pres,aux_cop)"
nu,nu,adv(dem)
"gevelt,",vellen,"v(fin,pres,lex)"
Die,hij,"pron(pers,1,sing)+adv(neg)"
waerde,woord,n(sing)
"Koninginne,",honingina,adj()
Dat,hebben,adp()
duysent,duizend,num(card)
zielen,ziel,n(plu)
"ontstelt,",ontstelen,"v(participle,past)"
En,een,adp()
kloppen,kloppen,v(infin)
doet,dood,"v(fin,pres,aux_cop)"
van,van,adp()
"binnen,",binnen,adv(gener)
Verwerpt,erwerpen,"v(fin,pres,lex)"
u,uw,pron(poss)
pronck,pronk,n(sing)
"ciraden,",siraod,n(sing)
En,na,adv(neg)
steekt,steken,v(imp)
u,gij,"pron(pers,2,sing)"
treurig,treuge,adj()
in,in,adp()
den,de,art(def)
"rou,",rouw,n(sing)
Sy,eer,conj(coord)
die,die,pron(rel)
ons,wij,"pron(pers,1,plu)"
in,in,adp()
waerde,woord,n(sing)
"hiele,",heel,adv(gener)
Ach!,c,adv(gener)
die,die,art(def)
leyd,leed,"v(fin,pres,lex)"
nu,nu,adv(dem)
ter,de+te,adp()+art(def)
ziele.,ziel,n(sing)
Daer,zij,adv(gener)
leyd,leed,"v(fin,pres,lex)"
de,de,art(def)
woon-plaets,woonplaat,n(sing)
van,van,adp()
de,de,art(def)
"deugd,",deugd,n(sing)
Een,een,conj(coord)
Packhuys,hakhuis,n(sing)
vol,vol,adv(gener)
van,van,adp()
"gaven,",gave,n(sing)
Die,je,conj(coord)
sy,zij,"pron(pers,3,plu)"
uytdeelden,uitdoelen,"v(fin,past,lex)"
met,met,adp()
"genucht,",genoegen,n(sing)
Om,hij,adp()
yder,ieder,adj()
een,een,num(card)
te,te,adp()
"laven,",loven,n(sing)
Sy,eer,adv(gener)
was,zijn,"v(fin,past,aux_cop)"
"godvrugtig,",godvruchtig,adj()
wijs,wijs,adj()
en,en,adv(neg)
"vroom,",vroom,n(sing)
"Heusch,",eisen,n(prop)
goedertier,goedertieren,adj()
en,een,conj(coord)
hiel,heel,n(sing)
in,in,adp()
"toom,",tom,n(sing)
De,hij,conj(coord)
haet,haten,n(sing)
en,een,art(indef)
nijd,nijd,n(sing)
"gebeeten,",bieden,"v(participle,past)"
Wie,ie,n(sing)
kan,kunnen,"v(fin,pres,aux_cop)"
dees,deze,pron(dem)
rouw,rouw,n(sing)
vergeeten.,vergeten,v(infin)
Ach,gij,"pron(pers,1,sing)"
wat,wat,pron(inter)
gaf,geven,"v(fin,past,lex)"
dat,dat,pron(dem)
een,een,num(card)
naer,naar,pronadv(rel)
"geklag,",geklaag,"v(fin,past,lex)"
Des,zijn,pron(poss)
morgens,morgen,n(sing)
vroeg,vroeg,v(imp)
