form,lemma,pos
Zoet,hoeden,conj(coord)
vermaak,vermaken,"v(fin,pres,lex)"
van,van,adp()
onze,ons,pron(poss)
"jeugd,",jeugd,n(sing)
Duur,over,adp()
ei,ei,misc()
duur,duur,adj()
zo,zo,adv(resum)
lang,lang,adj()
wy,wij,"pron(pers,1,plu)"
leeven!,leven,v(infin)
Liefde,geven,n(prop)
wil,willen,"v(fin,pres,aux_cop)"
ons,wij,"pron(pers,1,plu)"
nooit,nooit,adv(gener)
"begeeven,",begeven,v(infin)
Maar,haar,n(sing)
vermeerder,vermaard,n(sing)
on-ze,ons,pron(poss)
vreugd.,vreugde,n(sing)
Bachchus,hacchus,n(sing)
mag,mogen,"v(fin,pres,aux_cop)"
de,de,pron(rel)
min,mijn,pron(poss)
"verzaaken,",verzaken,v(infin)
Liefde,geven,conj(coord)
alleen,alleen,adv(gener)
kan,kunnen,"v(fin,pres,aux_cop)"
ons,wij,"pron(pers,1,plu)"
vermaaken.,vermaken,v(infin)
