form,lemma,pos
Hou,avo,conj(coord)
Voerman,hoorman,n(sing)
van,van,adp()
der,de,art(def)
Hel,el,n(sing)
ey,ei,n(sing)
wilt,willen,"v(fin,pres,aux_cop)"
myn,mijn,pron(poss)
"oversetten,",overzetten,n(sing)
Na,a,interj()
Plutoos,leutoe,n(prop)
heerschappy,heerschappij,n(sing)
by,bij,adp()
‘t,et,n(sing)
onder,onder,adp()
aerts,arend,n(prop)
"gespuys,",gespis,n(sing)
Jk,kok,n(sing)
bid,bidden,v(imp)
u,gij,"pron(pers,2,plu)"
wilt,willen,"v(fin,pres,aux_cop)"
myn,mijn,adv(gener)
reys,reis,n(sing)
En,een,conj(coord)
yver,iver,n(sing)
niet,niet,adv(neg)
"beletten,",beletten,v(infin)
Want,hand,v(imp)
langer,lang,adv(gener)
uytstel,vustel,adv(gener)
strekt,strekken,v(imp)
my,ik,"pron(pers,1,sing)"
tot,tot,adp()
den,de,art(def)
laesten,laatst,adj()
kruys.,kruis,n(sing)
Wie,hier,interj()
komt,komen,"v(fin,pres,lex)"
hier,hier,adv(dem)
onbeschroomt,onbeschroeven,adj()
myn,mijn,pron(poss)
grijse,grijs,n(sing)
hayre,haar,pron(poss)
"quellen,",kwellen,n(sing)
Seg,ech,interj()
my,ik,"pron(pers,1,sing)"
wie,wie,pron(inter)
dat,dat,conj(subord)
gy,gij,"pron(pers,2,plu)"
"zijt,",zijn,"v(fin,pres,aux_cop)"
Eer,eer,adv(gener)
ik,ik,"pron(pers,1,sing)"
u,gij,"pron(pers,2,plu)"
wil,willen,"v(fin,pres,aux_cop)"
"ontfaen,",ontvangen,v(infin)
Want,hand,conj(subord)
niemant,niemand,pron(indef)
voer,voor,adp()
ik,ik,"pron(pers,1,sing)"
in,in,adp()
het,het,"pron(pers,3,sing)"
Koninkrijk,honinkrijk,n(sing)
der,de,art(def)
"Hellen,",el,n(sing)
Voor,horen,n(sing)
dat,dat,conj(subord)
ik,ik,"pron(pers,1,sing)"
weet,weten,"v(fin,pres,lex)"
wie,wie,"pron(pers,1,plu)"
hem,hij,"pron(pers,3,sing)"
de,de,art(def)
dood,dood,n(sing)
heeft,hebben,"v(fin,pres,aux_cop)"
aengedaen.,aandoen,"v(participle,past)"
Een,een,conj(coord)
al,al,adv(gener)
te,te,adp()
wreeden,wreed,v(infin)
eysch,eisen,n(sing)
die,die,pron(rel)
ik,ik,"pron(pers,1,sing)"
u,gij,"pron(pers,2,sing)"
moet,moeten,"v(fin,pres,aux_cop)"
verklaren.,verklaren,v(infin)
‘t,eten,adv(gener)
Was,als,interj()
liefde,liefde,n(sing)
die,die,art(def)
my,ik,"pron(pers,1,sing)"
droeg,dragen,"v(fin,past,lex)"
door,door,adp()
prickelen,prikkel,n(plu)
van,van,adp()
de,de,art(def)
"doot,",dood,n(sing)
Jk,conk,"pron(pers,1,sing)"
ben,zijn,"v(fin,pres,aux_cop)"
de,de,art(def)
Geest,eest,n(sing)
van,van,adp()
d’aldertrouste,de+laudrots,n(prop)
der,de,art(def)
"Minnaeren,",inneren,n(plu)
Dies,ei,misc()
Caron,a's1aron,n(prop)
neemt,nemen,"v(fin,pres,lex)"
my,ik,"pron(pers,1,sing)"
mee,mee,num(indef)
in,in,adp()
uw,uw,pron(poss)
leere,leer,n(sing)
Boot.,goed,n(sing)
Sta,tot,pronadv(dem)
af,af,conj(coord)
wie,wie,pron(rel)
dat,dat,conj(subord)
gy,gij,"pron(pers,2,plu)"
zijt,zijn,"v(fin,pres,aux_cop)"
gy,gij,"pron(pers,2,plu)"
zult,zullen,"v(fin,pres,aux_cop)"
geen,geen,pron(indef)
troost,troost,n(sing)
"verwerven,",verwerven,v(infin)
Want,hand,v(imp)
onveranderlijk,onverdandelijk,adj()
blijf,blijf,"v(fin,pres,aux_cop)"
ik,ik,"pron(pers,1,sing)"
in,ik+ne,adp()
mijn,mijn,pron(poss)
"besluyt,",besluiten,n(sing)
Al,al,conj(subord)
wie,wij,pron(rel)
door,door,adp()
Vryery,vrijeigerij,n(prop)
of,of,conj(coord)
reyne,rein,adj()
liefde,liefde,n(sing)
"sterven,",sterven,v(infin)
Drijft,rijf,"v(fin,pres,lex)"
Plutoos,altoos,n(prop)
streng,streng,n(sing)
gebied,gebieden,"v(participle,past)"
ter,te+de,art(def)+adp()
Helse,elze,n(sing)
poorte,poort,n(sing)
uyt.,uit,v(imp)
Ha,a,interj()
dan,dan,conj(comp)
al,al,conj(subord)
is,zijn,"v(fin,pres,aux_cop)"
‘t,het,"pron(pers,2,sing)"
u,gij,"pron(pers,2,sing)"
leet,leed,n(sing)
ick,ik,"pron(pers,1,sing)"
sal,zullen,"v(fin,pres,aux_cop)"
my,ik,"pron(pers,1,sing)"
derwaerts,de+wijl,adv(gener)
spoeyen,spoeien,v(infin)
En,ne,adv(neg)
maken,maken,v(infin)
van,van,adp()
mijn,mijn,pron(poss)
Lijf,heffen,conj(coord)
een,een,art(indef)
Boot,goud,n(sing)
tot,tot,conj(coord)
uwer,uw,pron(poss)
spijt,spijt,n(sing)
Mijn,eine,adv(indef)
zuchtjes,zuchtig,n(sing)
zullen,zullen,"v(fin,pres,aux_cop)"
zijn,zijn,v(infin)
Riemen,iemand,pron(indef)
om,om,adp()
mee,meer,num(indef)
te,te,adp()
"roeyen,",rooien,v(infin)
Mijn,een,conj(coord)
tranen,traan,n(plu)
storten,storten,v(infin)
wel,wel,adv(gener)
een,een,art(indef)
Beek,eek,n(sing)
in,in,adp()
korten,kort,n(prop)
tijt.,tijd,n(sing)
Den,een,adp()
grijsen,grijs,n(prop)
Caron,charon,n(prop)
sal,zullen,"v(fin,pres,aux_cop)"
my,ik,"pron(pers,1,sing)"
nimmer,nimmer,adv(gener)
oversetten,overzetten,v(infin)
Jn,een,adp()
zijne,zijn,pron(poss)
Leere,eer,n(sing)
Boot,oot,n(sing)
na,na,adp()
‘t,et,art(def)
Elizeesche,lisse,adj()
"Veld,",elgeten,n(sing)
Nog,ook,adv(gener)
Cerbrus,herbrus,n(sing)
de,de,art(def)
Helschen,els,adj()
hont,hond,n(sing)
sal,zullen,"v(fin,pres,aux_cop)"
mijn,mijn,pron(poss)
noyt,nooit,n(sing)
meer,meer,adv(gener)
beletten,beletten,v(infin)
Tot,hoofd,conj(coord)
staking,staking,n(sing)
van,van,adp()
de,de,art(def)
rouw,rouw,n(sing)
die,die,pron(rel)
my,ik,"pron(pers,1,sing)"
geduurig,gedurig,adj()
quelt.,kwellen,"v(fin,pres,lex)"
Jk,kok,"pron(pers,2,plu)"
sal,zullen,"v(fin,pres,aux_cop)"
aen,aan,adp()
Atlas,uitlas,art(def)+n(sing)
vloet,vloed,n(sing)
mijn,mijn,pron(poss)
selven,zelf,pron(dem)
"vergapen,",vergepen,v(infin)
Want,hand,v(imp)
de,de,art(def)
vergetel-beek,vergetelijk,n(sing)
verandert,veranderen,"v(fin,pres,lex)"
noyt,nooit,adv(neg)
mijn,mijn,pron(poss)
"druck,",druk,n(sing)
Maer,haar,adp()
wee,wee,interj()
de,de,art(def)
dood,dood,n(sing)
wanneer,wanneer,adv(inter)
ik,ik,"pron(pers,1,sing)"
zalig,zalig,adv(gener)
ben,zijn,"v(fin,pres,aux_cop)"
"ontslape,",ontslapen,"v(participle,past)"
Die,ie,"pron(pers,1,sing)"
eyndigt,eendig,"adv(neg)+v(fin,pres,lex)"
maar,maar,adj()
alleen,alleen,adv(gener)
mijn,mijn,pron(poss)
ramp,ramp,n(sing)
en,een,conj(coord)
en,een,art(indef)
ongeluk.,ongeluk,n(sing)
Een,een,conj(coord)
klein,klein,n(sing)
"vermaack,",vermaken,"v(fin,pres,lex)"
als,als,conj(subord)
‘t,het,pron(dem)
is,zijn,"v(fin,pres,aux_cop)"
het,het,"pron(pers,3,sing)"
grootste,groot,adj()
van,van,adp()
der,de,art(def)
"Aerden,",aarde,n(sing)
Wierd,eren,adv(gener)
door,door,adp()
