form,lemma,pos
"Prinsesje,",vriendzij,n(prop)
dat,dat,conj(subord)
ons,wij,"pron(pers,1,plu)"
werd,worden,"v(fin,pres,aux_cop)"
geboren,geboren,adj()
In,na,adp()
den,de,art(def)
schrikkelijken,schrikkelijk,n(sing)
tijd,tijd,n(sing)
Van,ja,adp()
een,een,art(indef)
"wereld,",wereld,n(sing)
schier,schier,adj()
verloren,verliezen,"v(participle,past)"
In,en,conj(coord)
al,al,num(indef)
Godverlatenheid.,hoofdvladelijkheid,n(sing)
"Prinsesje,",vriendzijn,n(prop)
dat,dat,pron(rel)
ons,wij,"pron(pers,1,plu)"
werd,worden,"v(fin,pres,aux_cop)"
gegeven,geven,"v(participle,past)"
Ver,heer,adv(gener)
van,van,adp()
het,het,"pron(pers,3,sing)"
vaderlandsche,vaderlands,adj()
"huis,",huis,n(sing)
Ver,eer,adv(gener)
van,van,adp()
uw,uw,pron(poss)
erf,erf,n(sing)
en,een,art(indef)
volk,volk,n(sing)
verdreven:,verdrijven,"v(participle,past)"
In,ne,conj(coord)
ons,wij,"pron(pers,1,plu)"
hart,hard,adj()
hebt,hebben,"v(fin,pres,aux_cop)"
ge,gij,"pron(pers,2,plu)"
al,al,adv(gener)
uw,uw,"pron(pers,1,sing)"
thuis.,thuis,misc()
Tusschen,euschen,n(plu)
onze,ons,pron(poss)
angst,angst,n(sing)
en,ne,adv(neg)
nooden,noden,"v(fin,pres,lex)"
Was,as,"v(fin,pres,aux_cop)"
uw,uw,pron(poss)
allereerste,allereerst,adj()
"schrei,",schreien,n(sing)
't,eten,conj(coord)
"Teeken,",eiken,n(sing)
dat,dat,conj(subord)
uit,uit,adp()
duizend,duizend>,num(card)
dooden,dode,"v(fin,pres,lex)"
't,et,adp()
Leven,even,"v(fin,pres,lex)"
triomfeerend,triefte+trie,n(sing)
zij.,zij,"v(fin,pres,aux_cop)"
Bloesem,liosen+zij,n(prop)
in,in,adp()
de,de,art(def)
woestenijen,woestijn,n(plu)
Van,ja,adp()
ons,ons,pron(poss)
zwaar,zwaar,n(sing)
geteisterd,testiseren,"v(participle,past)"
"land,",land,n(sing)
Komt,om,"v(fin,pres,lex)"
g',g,"pron(pers,2,plu)"
ons,wij,"pron(pers,1,plu)"
van,van,adp()
de,de,art(def)
ban,ban,n(sing)
"bevrijden,",bevrijden,"v(participle,past)"
Van,ja,adp()
de,de,art(def)
wanhoop,wanhoop,n(sing)
en,en,conj(coord)
de,de,art(def)
schand.,schande,n(sing)
"Prinsesje,",vriendzijn,n(prop)
als,als,conj(comp)
g',gij,"pron(pers,2,plu)"
uw,uw,pron(poss)
eerste,eerst,num(ord)
schreden,schreien,n(sing)
In,na,adp()
de,de,art(def)
lage,laag,adj()
landen,land,n(plu)
"zet,",zetten,"v(fin,pres,lex)"
Zal,al,adp()
uw,uw,pron(poss)
volk,volk,n(sing)
u,gij,"pron(pers,2,plu)"
tegentreden,tegenterde,n(sing)+adp()
Onbelast,onbeladen,adj()
en,en,art(indef)
onbesmet.,onbesmet,adj()
Tusschen,huis,"v(fin,pres,lex)"
puin,punt,adj()
van,van,adp()
Neerlands,heerland,adj()
"steden,",stad,n(plu)
Zal,al,conj(coord)
't,eten,art(def)
verraad,verraden,n(sing)
gebannen,bannen,"v(participle,past)"
"zijn,",zijn,"v(fin,pres,aux_cop)"
Zal,al,adp()
de,de,art(def)
storm,storm,n(sing)
zijn,zijn,"v(fin,pres,aux_cop)"
"uitgestreden,",uitstrijden,adj()
Holland,holland,n(sing)
zal,zullen,"v(fin,pres,aux_cop)"
weer,zijn,adj()
Vrijland,rilland,n(prop)
zijn.,zijn,v(infin)
"Prinsesje,",vriendzij,n(prop)+n(sing)
welk,welk,pron(rel)
een,een,art(indef)
moedvol,moedvloed,n(sing)
hopen,hopen,"v(fin,pres,lex)"
Stroomt,troomten,"v(fin,pres,lex)"
door,door,adp()
ons,wij,"pron(pers,1,plu)"
gefolterd,foltert,"v(participle,past)"
hart.,hart,n(prop)
Hoe,hoe,conj(coord)
de,de,art(def)
vijand,vijand,n(sing)
storm,storm,n(sing)
zal,zullen,"v(fin,pres,aux_cop)"
"loopen,",lopen,v(infin)
Hoe,hoe,conj(coord)
zijn,zijn,pron(poss)
woede,woeden,n(sing)
ons,wij,"pron(pers,1,plu)"
ook,ook,adv(gener)
"benard',",benarhaad,"v(participle,past)"
Taaier,ja's1ire,n(prop)
zal,zullen,"v(fin,pres,aux_cop)"
de,de,art(def)
weerstand,werstand,n(sing)
"groeien,",groeien,adj()
Feller,el,pron(indef)
ons,wij,"pron(pers,1,plu)"
verbeten,verbijten,"v(participle,past)"
"zijn,",zijn,"v(fin,pres,aux_cop)"
Tot,hoofd,adv(gener)
gij,gij,n(prop)
bij,bij,adp()
ons,wij,"pron(pers,1,plu)"
op,op,pronadv(prep)
zult,zullen,n(sing)
bloeien,bloeien,n(prop)
Onder,in+de,adp()+art(def)
vredes,vrede,n(sing)
zonneschijn.,zonneschijn,n(sing)
