form,lemma,pos
JOnghmans,mengans,n(sing)
"‘tza,",usa,art(def)+n(sing)
Toont,hond,adj()
eens,een,art(indef)
"dra,",draas,adj()
Alle,al,n(sing)
jou,ju,interj()
"kunsjes,",kunicus,n(sing)
Maeck,jaken,n(sing)
"ruymbaen,",ruman,n(prop)
Vangt,hangen,"v(fin,pres,lex)"
dan,dan,conj(comp)
"aen,",aan,"v(fin,pres,lex)"
’t,et,art(def)
Waer,haar,pron(poss)
ander,ander,adj()
vunsjes,vuin+zij,n(sing)
Datmen,haten+men,"v(fin,pres,lex)+pron(indef)"
"u,",gij,"pron(pers,2,plu)"
nu,nu,adv(dem)
sou,zo,"pron(pers,3,plu)"
"sien,",zien,v(infin)
"dutten,",doen,v(infin)
en,in,art(indef)
druylen.,drijvelen,"v(fin,pres,lex)"
Als,al,"v(fin,pres,aux_cop)"
een,een,art(indef)
deel,deel,n(sing)
lompige,lompie,adj()
"weet-niets,",wetend,n(sing)
guylen.,gijl,v(infin)
