form,lemma,pos
Weest,eest,n(sing)
vrolijk,vrolijk,adv(gener)
gy,gij,"pron(pers,2,plu)"
Heer,eer,adv(gener)
Bruydegom,eiudgeloom,n(sing)
En,nu,conj(coord)
gy,gij,"pron(pers,2,plu)"
Vrouw,grouw,n(sing)
Bruyd,ruid,"v(fin,pres,lex)"
met,met,adp()
"een,",een,num(card)
Gy,gij,n(sing)
wensten,wensen,n(sing)
hier,hier,adv(dem)
t’’saam,teharsam,n(prop)
lang,lang,adj()
al,al,pron(indef)
"om,",om,adv(gener)
Dat,haten,conj(subord)
gy,gij,"pron(pers,2,plu)"
mogt,mogen,"v(fin,pres,aux_cop)"
zijn,zijn,pron(poss)
gemeen:,gemeen,adj()
Siet,iet,"v(fin,pres,lex)"
hier,hier,adv(dem)
is,zijn,"v(fin,pres,aux_cop)"
nu,nu,adv(dem)
dien,de,art(def)
"bruyloft-dag,",bruidkood,n(sing)
Dien,een,adp()
aangename,aannemen,n(sing)
"tijd,",tijd,n(sing)
Dat,hebben,conj(subord)
men,men,pron(indef)
nu,nu,adv(dem)
vrolijk,vrolijk,adj()
wesen,wezen,v(infin)
"mag,",mogen,"v(fin,pres,aux_cop)"
En,een,conj(coord)
met,met,adp()
u,gij,"pron(pers,2,sing)"
seer,zeer,adv()
verblijd.,verblijd,"v(participle,past)"
Siet,iet,conj(coord)
dat,dat,conj(subord)
gy,gij,"pron(pers,2,plu)"
nu,nu,adv(dem)
uw,uw,adv(gener)
pligt,plegen,"v(fin,pres,lex)"
"betragt,",betragen,"v(fin,pres,lex)"
En,ne,adv(neg)
dankt,danken,v(imp)
voor,voor,adp()
eerst,eerst,num(ord)
den,de,art(def)
"Heer,",eer,n(sing)
Die,hij,conj(coord)
uw,uw,adv(gener)
selfs,zelf,"pron(refl,2,sing)"
heeft,hebben,"v(fin,pres,lex)"
te,te,adp()
saam,sama,n(prop)
"gebragt,",brengen,"v(participle,past)"
Geeft,hebben,v(imp)
hem,hij,"pron(pers,3,sing)"
daar,daar,adv(dem)
van,van,adp()
de,de,art(def)
"eer,",eer,n(sing)
En,ne,adp()
soo,zo,adv(resum)
zy,zijn,"v(fin,pres,lex)"
dit,dit,pron(dem)
altijd,altijd,n(sing)
"betragt,",betragen,"v(fin,pres,lex)"
En,ne,adv(neg)
twijffelt,twijfelen,num(card)
daar,daar,adv(dem)
niet,niet,adv(neg)
"aan,",aan,adp()
Uw,uw,adv(gener)
samen,samen,"v(fin,pres,aux_cop)+pron(indef)"
komst,komst,v(infin)
sal,zullen,"v(fin,pres,aux_cop)"
door,door,adp()
zijn,zijn,pron(poss)
kragt,kracht,n(sing)
En,ne,conj(coord)
Zegen,jegen,"v(fin,pres,lex)"
wel,wel,adv(gener)
vergaan.,vergaan,v(infin)
Wy,ei,pron(poss)
wenschen,wens,n(plu)
dat,dat,pron(rel)
ons,wij,"pron(pers,1,plu)"
Bruytje,ruiten,n(sing)
"soet,",zieden,"v(fin,pres,lex)"
Met,eten,conj(coord)
haren,haar,pron(poss)
Bruyd’’gom,herudiga,n(sing)
"Heer,",eer,adv(gener)
Mag,haag,n(sing)
vrolijk,vrolijk,adv(gener)
wesen,wezen,v(infin)
in,in,adp()
"voorspoet,",voorspoed,n(sing)
En,en,adv(neg)
agt,achten,"v(fin,pres,lex)"
geen,geen,pron(indef)
sorgen,zorgen,n(plu)
meer;,meer,num(indef)
En,ne,conj(coord)
als,als,conj(subord)
dees,deze,pron(dem)
korten,kort,n(prop)
bruylofts-tyd,bruiloft,n(sing)
Ten,een,adp()
eynde,eind,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
"gebragt,",brengen,"v(participle,past)"
Dan,hangen,adp()
wens,winnen,"v(fin,pres,lex)"
ik,ik,"pron(pers,1,sing)"
dat,dat,conj(subord)
dit,dit,pron(dem)
Paar,haar,n(sing)
met,mede,adp()
"vlyt,",vlijt,n(sing)
Te,eer,conj(coord)
regt,recht,n(sing)
zijn,zijn,"v(fin,pres,aux_cop)"
t’’saam,tehasdam,n(sing)
gebragt.,brengen,"v(participle,past)"
Gy,een,"pron(refl,2,plu)"
komt,komen,"v(fin,pres,lex)"
Gespeeltjes,het+speelten,"pron(pers,2,sing)+pron(pers,3,sing)+v(fin,pres,lex)"
soo,zo,adv(resum)
gy,gij,"pron(pers,2,plu)"
"meugt,",mogen,"v(fin,pres,lex)"
En,ne,adp()
singt,zingen,"v(fin,pres,lex)"
eens,een,art(indef)
lustig,lustig,adj()
"uyt,",uit,"v(fin,pres,lex)"
Om,hij,"pron(pers,1,sing)"
dat,dat,pron(rel)
wy,wij,"pron(pers,1,plu)"
mede,mede,adv(gener)
zijn,zijn,"v(fin,pres,aux_cop)"
"verheugt,",verheugen,"v(participle,past)"
Met,eten,conj(coord)
Bruydegom,eruigen,n(sing)
en,ne,art(indef)
"Bruyd,",ruid,n(sing)
En,ne,conj(coord)
wenst,wezen,n(sing)
waar,waar,n(sing)
in,in,adp()
dat,dat,art(def)
Zegen,jegen,n(sing)
"leyt,",liggen,n(sing)
