form,lemma,pos
"EGypten-landt,",een+twaad,n(sing)
vol,vol,adv(gener)
schoon,schoon,adj()
"samblant,",zamballand,n(sing)
En,na,conj(coord)
Pharaons,haranos,n(sing)
dochter,dochter,n(sing)
wordt,worden,"v(fin,pres,aux_cop)"
verlaten,verlaten,"v(participle,past)"
Van,ja,pron(poss)
"Moysen,",oois,n(prop)
"want,",want,conj(subord)
hy,hij,"pron(pers,3,sing)"
claer,klaar,adv(gener)
bevant,bevinden,"v(fin,pres,lex)"
Dat,hebben,conj(subord)
s'Weerelts,sterlen,"art(def)+v(fin,pres,lex)"
"vreucht,",vrucht,n(sing)
noch,noch,conj(coord)
hooge,hoog,n(sing)
"staten,",staat,v(infin)
Al,al,adv(gener)
niet,niet,adv(neg)
en,ne,art(indef)
"baten,",baat,n(sing)
als,als,conj(subord)
men,men,pron(indef)
moet,moeten,"v(fin,pres,aux_cop)"
lijden,lijden,v(infin)
"siet,",zien,v(imp)
Voor,haar,n(sing)
een,een,art(indef)
cleyn,klein,adj()
"vreucht,",vrucht,n(sing)
dat,dat,pron(rel)
eeuwich,eeuwig,adj()
swaer,zwaar,adj()
verdriet.,verdriet,n(sing)
Dus,huis,n(prop)
Menschen,enscheiden,n(sing)
"al,",al,num(indef)
voor,voor,adp()
Babels,abel,n(prop)
"val,",val,n(sing)
Gaet,haten,adv(gener)
"uyt,",uit,adv(gener)
vermijdt,vermijden,"v(fin,pres,lex)"
haer,haar,pron(poss)
sware,zwaar,adj()
"plaghen,",plegen,n(sing)
Die,je,n(sing)
met,met,adp()
"gheschal,",geschal,n(sing)
sy,zij,"pron(pers,3,plu)"
lijden,lijden,v(infin)
"sal,",zullen,"v(fin,pres,aux_cop)"
Maer,zij,adv(gener)
wilt,willen,"v(fin,pres,aux_cop)"
ghy,gij,"pron(pers,2,sing)"
na,na,adp()
Gods,hoofd,n(sing)
woort,woord,n(sing)
niet,niet,adv(neg)
"vragen,",vragen,v(infin)
Wie,hij,adv(neg)
sal,zullen,"v(fin,pres,aux_cop)"
u,gij,"pron(pers,2,plu)"
"claghen,",klagen,v(infin)
dat,dat,conj(subord)
om,om,adp()
u,gij,"pron(pers,2,sing)"
wordt,worden,"v(fin,pres,aux_cop)"
"bespiet,",bespieden,"v(participle,past)"
Voor,horen,adp()
een,een,art(indef)
cleyn,klein,adj()
"vreucht,",vrucht,n(sing)
dat,dat,pron(rel)
eeuwich,eeuwig,adj()
swaer,zwaar,adj()
verdriet.,verdriet,n(sing)
Wee,ee,conj(coord)
die,die,pron(rel)
hier,hier,adv(dem)
"lacht,",liggen,"v(fin,pres,lex)"
in,in,adp()
weelden,weelde,n(sing)
"sacht,",zacht,"v(fin,pres,lex)"
Daer,haar,n(sing)
Lazarus,asar,n(prop)
sterft,sterven,"v(fin,pres,lex)"
voor,voor,adp()
u,gij,"pron(pers,2,sing)"
deure,deur,art(def)+n(sing)
Soo,hoop,interj()
"ongheacht,",ongeacht,adj()
maer,maar,conj(coord)
wordt,worden,"v(fin,pres,aux_cop)"
ghebracht,brengen,"v(participle,past)"
By,ei,pron(poss)
Abraham,braham,n(sing)
vry,vrij,adj()
van,van,adp()
"doleure,",doolveer,n(sing)
T'soete,zien,n(sing)
voor't,voorts,adp()+art(def)
"seure,",zever,n(sing)
naect,naakt,adv(gener)
hem,hij,"pron(pers,3,sing)"
als,als,conj(comp)
u,gij,"pron(pers,2,sing)"
geschiet,geschieden,"v(fin,pres,lex)"
Voor,horen,adp()
een,een,art(indef)
cleen,klein,adj()
