form,lemma,pos
O,.,punc(quest)
Heer,eer,conj(subord)
ghy,gij,"pron(pers,2,sing)"
hebt,hebben,"v(fin,pres,aux_cop)"
tot,tot,adp()
uwen,uw,pron(poss)
knecht,knecht,n(sing)
ghesproken:,spreken,"v(participle,past)"
En,lemma_unclear,art(indef)
sucht,zucht,n(sing)
niet,niet,adv(neg)
"meer,",meer,num(indef)
houdt,houden,v(imp)
op,op,v(prtcl)
van,van,adp()
droef,droef,n(sing)
gheween;,geween,"v(participle,past)"
Ick,ook,"pron(pers,1,sing)"
heb,hebben,"v(fin,pres,aux_cop)"
de,de,art(def)
macht,macht,n(sing)
des,de,art(def)
Sathans,athana,n(sing)
gantsch,gans,n(sing)
"verbroken,",verbreken,"v(participle,past)"
En,en,conj(coord)
aenghehoort,aanhoren,"v(participle,past)"
u,uw,pron(poss)
vyerige,vurig,adj()
gebeên.,gebeen,n(plu)
U,hij,conj(coord)
klaegh-gheschrey,klaargeschreven,n(sing)
verkeert,verkeerd,"v(participle,past)"
in,in,adp()
"Lof-ghesangen,",afzagen,"v(participle,past)"
En,ne,n(sing)
roept,roepen,"v(fin,pres,lex)"
mijn,mijn,pron(poss)
naem,naam,n(sing)
voor,voor,adp()
al,al,num(indef)
de,de,art(def)
werelt,wereld,n(sing)
uyt.,uit,n(sing)
Ghy,hij,pron(poss)
sult,zullen,"v(fin,pres,aux_cop)"
van,van,adp()
my,ik,"pron(pers,1,sing)"
een,een,art(indef)
groot,groot,adj()
gheschenck,geschinken,n(sing)
"ontfanghen,",ontvangen,"v(participle,past)"
Het,eten,v(imp)
recht,recht,adj()
çieraet,ieraad,n(sing)
van,van,adp()
Christi,hersti,n(sing)
waerde,woord,n(sing)
Bruyt.,ruit,v(imp)
Daer,zij,adv(gener)
meê,mee,n(sing)
bekleet,bekleden,"v(participle,past)"
sult,zullen,"v(fin,pres,aux_cop)"
ghy,gij,"pron(pers,2,sing)"
voor,voor,adp()
my,ik,"pron(pers,1,sing)"
"verschynen,",verschijnen,v(infin)
En,een,conj(coord)
meerder,meer,num(indef)
glansch,glans,n(sing)
vertoonen,vertonen,v(infin)
als,als,conj(comp)
het,het,"pron(pers,3,sing)"
licht,licht,n(sing)
Dat,haten,conj(coord)
dagh,dag,n(sing)
op,op,adp()
dagh,dag,n(sing)
de,de,art(def)
werelt,wereld,n(sing)
gaet,gaan,"v(fin,pres,lex)"
"beschynen,",beschijnen,v(infin)
En,ne,conj(coord)
alle,al,num(indef)
dinck,ding,n(plu)
seer,zeer,adv(gener)
heerelijck,heerlijk,adv(gener)
verlicht.,verlicht,"v(participle,past)"
Iae,haar,conj(coord)
suyver,zuiver,n(sing)
wit,wit,adj()
in,in,adp()
Christi,hersti,n(sing)
Bloedt,loten,v(imp)
"ghewasschen,",wassen,adj()
Sult,houden,n(sing)
ghy,gij,"pron(pers,2,sing)"
steeds,staan,"v(fin,past,lex)"
zijn,zijn,"v(fin,pres,aux_cop)"
u,uw,pron(poss)
Schepper,echter,n(sing)
"aenghenaem,",aannemen,"v(participle,past)"
En,ne,art(indef)
vol,vol,adv(gener)
van,van,adp()
jeught,jeugd,n(sing)
ghelijck,gelijk,adv(gener)
een,een,art(indef)
Palmboom,halmboom,adj()
wassen;,wassen,n(sing)
Nae,haar,interj()
wensch,wens,n(sing)
veraert,verharden,"v(fin,pres,lex)"
met,met,adp()
eenen,een,art(indef)
nieuwen,nieuw,adj()
naem:,naam,n(sing)
En,ne,conj(coord)
van,van,adp()
Godts,jood,n(sing)
Soon,hoon,n(sing)
altijdt,altijd,n(sing)
ghereeckent,rekken,adj()
"wesen,",wezen,v(infin)
Een,een,conj(coord)
van,van,adp()
't,eten,art(def)
ghetal,getal,n(sing)
van,van,adp()
't,het,art(def)
Konincklijcke,honinklijk,n(sing)
"Zaet,",haat,v(imp)
VVaer,haar,n(sing)
door,door,adp()
de,de,art(def)
Heer,eer,n(sing)
werdt,worden,"v(fin,pres,aux_cop)"
eeuwighlijck,eeuwelijk,adj()
"ghepresen,",prijzen,"v(participle,past)"
En,een,adp()
voor,voor,adp()
sijn,zijn,pron(poss)
gunst,gunst,n(sing)
gheheylight,heiligen,"v(participle,past)"
vroegh,vroeg,adv(gener)
en,ne,adv(neg)
laet.,laten,"v(fin,pres,lex)"
