form,lemma,pos
Aangenaam,hangena,n(sing)
en,een,art(indef)
lieflyk,lieflijk,adj()
"duister,",duister,n(sing)
Door,hoor,n(sing)
der,de,art(def)
starren,ster,n(sing)
glans,glans,n(sing)
"verlicht,",verlichten,"v(fin,pres,lex)"
Gy,hij,"pron(pers,1,sing)"
voorspelt,voorspeld,adj()
een',een,art(indef)
"morgenluister,",morgenvlieter,n(sing)
Waar,haar,conj(coord)
de,de,art(def)
schoonste,schoon,adj()
dag,dag,n(sing)
voor,voor,adp()
zwicht:,zwijgen,n(sing)
Wyl,ijl,adj()
Messias,essia,n(prop)
deezen,deze,pron(dem)
nacht,nacht,n(sing)
Zynen,een,adp()
Hemeltroon,hemeltroon,n(prop)
"verlaat,",verlaat,n(sing)
Voor,horen,conj(coord)
het,het,"pron(pers,3,sing)"
menschelyk,menselijk,adv(gener)
"geslacht,",slachten,"v(participle,past)"
Dat,hebben,conj(coord)
in,in,adp()
de,de,art(def)
erfschuld,erfschuld,n(sing)
treuren,treuren,"v(fin,pres,lex)"
gaat.,gaan,n(sing)
Hy,ik,interj()
komt,komen,"v(fin,pres,lex)"
het,het,"pron(pers,3,sing)"
den,de,art(def)
vrede,vrede,n(sing)
"schenken,",schenken,v(infin)
Dien,een,"pron(pers,1,sing)+adv(neg)"
't,eten,adv(gener)
verloor,verliezen,adj()
door,door,adp()
Adams,dag,art(def)+n(sing)
val:,vallen,n(sing)
Heilryk,eerlijk,n(prop)
lot!,lot,"v(fin,pres,lex)"
wie,wie,"pron(pers,1,plu)"
durfde,durven,adj()
"denken,",denken,n(plu)
Dat,haten,conj(subord)
de,de,art(def)
Godheid,hoogheid,n(sing)
in,in,adp()
een',een,art(indef)
stal,stal,n(sing)
Zou,af,adv(gener)
verschynen,verschijnen,"v(fin,pres,lex)"
als,als,conj(comp)
een,een,art(indef)
"Kind,",eind,n(sing)
"Nedrig,",edrich,n(sing)
in,in,adp()
't,eten,art(def)
verborgen,verbergen,adj()
"groot,",groot,n(sing)
"Dat,",haten,adv(gener)
daar,daar,adv(dem)
't,eten,art(def)
willige,willig,pron(rel)
armoeê,armoede,n(sing)
"mint,",minnen,"v(fin,pres,lex)"
Rust,huis,n(prop)
zoekt,zoeken,"v(fin,pres,lex)"
in,in,adp()
een',een,art(indef)
maagdeschoot.,maagdschap,n(sing)
Want,hand,v(imp)
"Maria,",aria,n(prop)
die,die,pron(rel)
in,in,adp()
't,eten,art(def)
leven,leven,v(infin)
Nooit,hooit,"v(fin,pres,lex)"
door,door,adp()
blinde,blinde,n(sing)
drift,drift,v(imp)
"bezield,",bezield,"v(fin,pres,lex)"
Maar,haar,interj()
door,door,adp()
hemelmin,hemelmin,n(prop)
"gedreeven,",gederven,"v(participle,past)"
's,zijn,"pron(pers,3,plu)"
Waerelds,aardeel,n(sing)
schynschoon,schijnsoon,n(prop)
dwaasheid,dwaasheid,n(sing)
"hield,",houden,v(imp)
Blyft,lijfdocht,v(imp)
nog,nog,conj(coord)
"Maagd,",haagd,n(sing)
schoon,schoon,adj()
Moeder,hoeder,n(sing)
"Gods,",hoofd,"v(fin,pres,lex)"
Daar,zij,interj()
zich,zien,"pron(refl,3,sing)"
't,eten,art(def)
Englenheir,engellen+het,adv(gener)
verheugt,verheugen,"v(fin,pres,lex)"
In,ne,adp()
dees,deze,pron(dem)
heilen,heil,n(prop)
"deugdenrots,",deugd+daarop,"pron(rel)+pronadv(pers)+v(fin,pres,lex)"
Zoo,o,conj(coord)
voor,voor,adp()
ouderdom,ouderdom,n(sing)
als,als,conj()
jeugd.,jeugd,n(sing)
Welk,elk,misc()
een,een,art(indef)
vreugd!,uitvroeg,n(sing)
wat,wat,pron(inter)
zielsgenoegen,zelsengoed,n(plu)
Word,horen,"v(fin,pres,lex)"
ons,wij,"pron(pers,1,plu)"
zoekend,zoeken,"v(fin,pres,lex)"
hart,hard,adj()
"gewaar,",gewaar,adv(gener)
Als,als,"v(fin,pres,aux_cop)"
we,wee,pron(inter)
in,in,adp()
Bethlem,ethimel,n(prop)
ons,wij,"pron(pers,1,plu)"
"vervoegen,",vervolgen,"v(participle,past)"
En,ne,conj(coord)
den,de,art(def)
Albeheerscher,libers,adj()
"daar,",daar,pronadv(dem)
Op,op,v(imp)
den,de,art(def)
schoot,schoot,n(sing)
der,de,art(def)
"Moedermaagd,",ootmraak,n(sing)
Zien,eine,adv(gener)
in,in,adp()
't,et,art(def)
kleed,kleed,n(sing)
der,de,art(def)
"sterflykheid,",sterfelijkheid,n(sing)
"Hem,",hij,adv(gener)
die,die,pron(rel)
't,eten,art(def)
beeld,beeld,"v(fin,pres,lex)"
der,de,art(def)
Godheid,hoogheid,n(sing)
"draagt,",dragen,"v(fin,pres,lex)"
Ons,ne+zij,"v(fin,pres,aux_cop)"
ten,te+de,art(def)+adp()
heil,heil,n(sing)
zo,zo,adv(dem)
lang,lang,adj()
voorzeid.,voorzeggen,adj()
Bied,heten,"v(fin,pres,lex)"
ge,ge,"pron(pers,2,plu)"
u,gij,"pron(pers,2,plu)"
aan,aan,adp()
(om,hij,adp()
ons,wij,"pron(pers,1,plu)"
te,te,adp()
winnen),winnen,v(infin)
Tot,hoofd,conj(coord)
dat,dat,conj(subord)
smartlyk,smartelijk,adj()
"oogenblik,",oogblijk,adv(gener)
Sterk,eterik,n(sing)
"dan,",dan,adv(gener)
Jesus!,jezus,v(imp)
onze,ons,pron(poss)
"zinnen,",zin,n(plu)
Om,ik,n(sing)
te,te,adp()
ontgaan,ontgaan,v(infin)
des,de,art(def)
vyands,vijand,n(sing)
"strik,",strik,n(sing)
Die,je,interj()
ons,wij,"pron(pers,1,plu)"
waar,waar,n(sing)
