form,lemma,pos
DIe,hij,adv(gener)
VVereldt,herelden,"v(fin,pres,lex)"
groot,groot,adj()
sy,zij,"v(fin,pres,aux_cop)"
nu,nu,adv(dem)
ter,de+te,art(def)+adp()
tijdt,tijd,n(sing)
Met,eten,conj(coord)
heylsaam,heilas,n(prop)
blijschap,blijdschap,n(sing)
seer,zeer,n(sing)
verblijdt:,verblijd,"v(participle,past)"
Want,hand,"pron(pers,3,sing)+conj(subord)"
"IESVS,",.,n(prop)
"siet,",zien,v(imp)
tot,tot,conj(coord)
deser,deze,pron(dem)
"stondt,",stond,n(sing)
De,eer,conj(coord)
VVereldt,eer+het,n(sing)
maken,maken,v(infin)
comt,komen,"v(fin,pres,aux_cop)"
gesondt.,gezond,adj()
Ses,zijn,pron(poss)
dagen,dagen,n(plu)
eer,eer,conj(subord)
het,het,"pron(pers,3,sing)"
Pasch-Feest,aagsteen,n(sing)
"quam,",komen,"v(fin,past,lex)"
Bethania,athana,n(prop)
zijn,zijn,pron(poss)
comst,komst,n(sing)
"vernam,",vernemen,"v(fin,past,lex)"
Al,al,pron(indef)
waar,waar,adv(inter)
hy,hij,"pron(pers,3,sing)"
LAZARO,el,n(sing)
zijn,zijn,pron(poss)
Vriendt,rinnen,"v(participle,past)"
Tot,hoofd,conj(coord)
troost,troost,"conj(subord)+pron(pers,3,sing)"
zijns,zijn,pron(poss)
Susters,huiser,n(plu)
hadd',hebben,"v(fin,past,aux_cop)"
gediendt.,dienen,"v(participle,past)"
VVant,gehand,interj()
als,als,conj(subord)
hy,hij,"pron(pers,3,sing)"
hadd',hebben,"v(fin,pres,lex)"
vier,vier,num(card)
dagen,dag,n(plu)
lanck,lang,adj()
In't,ont,adv(neg)
Graff,erf,n(sing)
"gelegen,",liggen,v(infin)
en,en,conj(coord)
nu,nu,adv(dem)
"stanck,",stank,v(imp)
Heeft,hebben,"v(fin,pres,lex)"
CHRISTVS,goed,adj()
hem,hij,"pron(pers,3,sing)"
uyt,uit,n(sing)
'sDOODTS,zijn+het,n(prop)
geweldt,geweld,"v(participle,past)"
In't,ont,art(def)+adp()
leven,leven,n(sing)
weder-om,wederom,n(sing)
gestelt.,stellen,"v(participle,past)"
Een,een,conj(coord)
Bus,huis,n(sing)
met,met,adp()
Narden-salve,hardevals,n(prop)
reyn,rein,adj()
MARIA,echt,n(sing)
opent,openen,adv(gener)
met,met,adp()
"geweyn,",gewin,n(sing)
Dien,ei,conj(coord)
zy,zij,"v(fin,pres,aux_cop)"
op't,op+het,conj(coord)
Licchaam,echaam,n(sing)
CHRISTI,echt,adj()
"giet,",gieten,"v(fin,past,aux_cop)"
'Twelck-men,eeuwelijk,adj()
haar,haar,pron(poss)
hayr,haar,pron(poss)
we'er,weer,n(sing)
droogen,drogen,adj()
siet.,zien,"v(fin,pres,aux_cop)"
Daar,haar,n(sing)
na,na,adp()
wiens,wie,pron(rel)
Macht,acht,n(sing)
streckt,strekken,"v(fin,pres,lex)"
breed,breed,adj()
en,ne,adv(neg)
"wijdt,",wijd,"v(fin,pres,lex)"
Op't,appet,v(imp)
on-geachte,ongeacht,adj()
Vuelen,euvel,adj()
rijt,rijt,n(prop)
Na,a,conj(coord)
'sConinghs,de+inzong,art(def)+n(sing)
Stadt,het,n(sing)
Ierusalem:,erfzaal,n(prop)
Hosanna,hosanna,n(prop)
riep,roepen,"v(fin,past,lex)"
der,de,art(def)
Scharen,eraan,n(plu)
stem.,stem,n(sing)
O,en,art(indef)
wonderlijcke,wonderlijk,adj()
goedigheydt,goedgeheid,n(sing)
!,!,punc(excl)
Wat,hebben,n(sing)
vreese,vrees,n(sing)
GODTS,eer,adj()
heeft,hebben,"v(fin,pres,aux_cop)"
hem,hij,"pron(pers,3,sing)"
"geleydt,",leiden,"v(participle,past)"
Op't,appelt,v(imp)
Vuelen,euvel,v(infin)
dat,dat,conj(subord)
comt,komen,"v(fin,pres,lex)"
rijden,rijden,v(infin)
in,in,adp()
Die,.ie,pron(indef)
alle,al,num(indef)
dingen,ding,n(plu)
geeft,geven,"v(fin,pres,lex)"
begin,begin,v(infin)
!,!,punc(excl)
O,:,punc(quest)
VADER,al,n(sing)
u,uw,pron(poss)
lof-singen,loffing,n(sing)
"wy,",wij,pron(rel)
V,.,punc(quest)
SOON,gij,n(sing)
zijn,zijn,"v(fin,pres,aux_cop)"
Eer,eer,adp()
wy,wij,"pron(pers,1,plu)"
geven,geven,"v(participle,past)"
"bly,",blij,n(sing)
Oock,ook,adv(gener)
'sHEYL'GEN,zijn+zo,n(prop)
GEESTS,echt,interj()
roem,roem,n(sing)
sy,zij,"pron(pers,3,plu)"
verbreydt,verbreiden,"v(fin,pres,lex)"
Van,ja,adv(gener)
nu,nu,adv(dem)
tot,tot,adp()
in-der,in+de,adj()
eeuwigheydt.,eeuwigheid,n(sing)
