form,lemma,pos
GHenade,enade,n(sing)
vrede,vrede,adj()
cracht,kracht,n(sing)
des,de,art(def)
gheest,geest,n(sing)
Wil,ijl,n(sing)
ons,wij,"pron(pers,1,plu)"
den,de,art(def)
vader,vader,n(sing)
geuen,geven,v(infin)
Dat,hebben,"v(fin,pres,aux_cop)"
wy,wij,"pron(pers,1,plu)"
die,die,pron(rel)
daer,daar,adv(dem)
doot,dood,adj()
zijn,zijn,"v(fin,pres,aux_cop)"
geweest,zijn,"v(participle,past)"
In,een,adp()
onsen,ons,pron(poss)
roep,roep,n(sing)
vroom,vroom,adj()
leuen,leven,n(sing)
Want,hand,v(imp)
wy,wij,"pron(pers,1,plu)"
op,op,adp()
dit,dit,pron(dem)
termijn,termijn,n(sing)
Een,een,art(indef)
licht,licht,n(sing)
hier,hier,adv(dem)
moeten,moeten,"v(fin,pres,aux_cop)"
zijn,zijn,v(infin)
In,een,conj(coord)
dese,deze,pron(dem)
werelt,wereld,n(sing)
wilt,willen,"v(fin,pres,aux_cop)"
mercken,merken,v(infin)
O,.,punc(quest)
Heer,eer,adv(gener)
wilt,willen,"v(fin,pres,aux_cop)"
ons,wij,"pron(pers,1,plu)"
toch,toch,adv(gener)
stercken,sterken,v(infin)
Mijn,zijn,pron(poss)
lieue,lief,adj()
suster,zuster,n(sing)
inden,in+de,adp()+art(def)
heer,heer,n(sing)
Een,een,art(indef)
liet,laten,n(sing)
moet,moeten,n(sing)
ick,ik,"pron(pers,1,sing)"
v,gij,"pron(pers,2,plu)"
schencken,schenken,v(infin)
Broeder,roeder,v(infin)
en,een,art(indef)
suster,zuster,n(sing)
na,na,adp()
v,gij,"pron(pers,2,plu)"
begheer,begeren,"v(fin,pres,lex)"
Wilt,houden,n(sing)
my,ik,"pron(pers,1,sing)"
weder,weder,conj(coord)
ghedencken,gedenken,v(infin)
Mijn,een,pron(poss)
wijsheyt,wijsheid,n(sing)
die,die,pron(dem)
is,zijn,"v(fin,pres,aux_cop)"
cleyn,klein,adj()
Tot,hoofd,conj(coord)
uwer,uw,pron(poss)
liefden,liefde,n(sing)
"pleyn,",plein,n(sing)
Moet,hoeden,interj()
ick,ik,"pron(pers,1,sing)"
dit,dit,pron(dem)
