form,lemma,pos
HEt,hebben,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
nu,nu,adv(dem)
ruym,ruimen,n(sing)
Vijf,hebben,conj(coord)
Iaar,haar,n(prop)
"geleden,",lijden,"v(participle,past)"
Doen,hoon,interj()
ik,ik,"pron(pers,1,sing)"
naar,naar,n(prop)
Oostindie,oosteindig,n(sing)
"voer,",voor,"v(fin,past,lex)"
Met,eten,"v(fin,pres,lex)"
mijn,mijn,pron(poss)
Silvia,helftwina,n(prop)
"geprezen,",prijzen,"v(participle,past)"
Want,hand,conj(subord)
zy,zij,"pron(pers,3,plu)"
woude,willen,"v(fin,past,aux_cop)"
niet,niet,adv(neg)
zijn,zijn,v(infin)
een,een,num(card)
Hoer,haar,n(sing)
Kiesden,geësten,"v(fin,past,lex)"
doe,toen,adv(dem)
de,de,art(def)
Woeste,oogst,adj()
"Zee,",ee,adv(gener)
Eer,eer,adv(gener)
ik,ik,"pron(pers,1,sing)"
zag,zien,"v(fin,past,lex)"
't,het,adv(gener)
gewolde,geweld,"v(fin,past,lex)"
Vee,ee,conj(coord)
Ik,kok,"pron(pers,1,sing)"
heb,hebben,"v(fin,pres,aux_cop)"
Iapan,hapan,n(prop)
ook,ook,adv(gener)
wel,wel,adv(gener)
"bekeeken,",bekeeknen,v(infin)
En,een,conj(coord)
Ambon,hymbon,n(sing)
ook,ook,n(sing)
van,van,adp()
"gelijk,",gelijk,adv(gener)
Langs,hangen,n(sing)
die,de,pron(rel)
klaare,klaar,adj()
"Water-beeken,",aanteelbeken,n(prop)
Vol,aloe,adv(gener)
van,van,adp()
Water,eter,n(sing)
en,een,art(indef)
"Vogelrijk,",jogelijk,n(prop)
Daar,zij,n(prop)
dat,dat,art(def)
zwarte,zwart,adj()
Geyle,eilen,n(sing)
"Goed,",hoofd,conj(coord)
Staag,uitgaan,n(sing)
haar,haar,pron(poss)
grage,grage,n(sing)
Lusten,huis,n(plu)
boet.,bieden,"v(fin,past,lex)"
Van,ja,adp()
Iapan,hapan,n(prop)
al,al,adv(gener)
na,na,adp()
"Malakken,",halak,n(prop)
Hieten,heten,n(prop)
zy,zijn,"v(fin,pres,aux_cop)"
ons,wij,"pron(pers,1,plu)"
"wellekom,",welkom,adj()
Op,op,adp()
Saratte,arant,n(prop)
liet,laten,"v(fin,past,lex)"
ik,ik,"pron(pers,1,sing)"
't,eten,art(def)
"plakken,",plegen,v(infin)
Daar,zij,adp()
de,de,art(def)
Matroosjes,jatros,n(prop)
hebben,hebben,"v(fin,pres,aux_cop)"
de,de,art(def)
"roem,",roem,n(sing)
Drinke,handrik,n(prop)
Wijn,eind,adv(gener)
van,van,adp()
het,het,"pron(pers,3,sing)"
"overschot,",overschot,"v(fin,past,lex)"
Lustig,huistig,adv(gener)
uyt,uit,n(sing)
de,de,art(def)
Terri-pot.,heroptorp,n(prop)
Het,eten,adv(gener)
is,zijn,"v(fin,pres,aux_cop)"
er,eer,"pron(pers,2,plu)"
mijn,mijn,pron(poss)
nog,noch,n(sing)
niet,niet,adv(neg)
"vergeten,",vergeten,"v(participle,past)"
Doen,ne,conj(subord)
ik,ik,"pron(pers,1,sing)"
met,met,adp()
de,de,art(def)
"Akker-man,",ekrumman,n(sing)
Op,op,conj(coord)
zijn,zijn,pron(poss)
Akker-kar,okkerker,adj()
"gezeten,",zitten,"v(participle,past)"
Dronke,ronken,n(sing)
doe,toen,adv(dem)
zeer,zeer,adv(gener)
lustig,lustig,adj()
"an,",aan,adp()
Van,ja,conj(coord)
Malakken,halak,n(sing)
na,na,adp()
"Goeree,",eren,n(sing)
Lammertjes,mamtisterie,n(sing)
en,een,conj(coord)
Duyfjens,efin,n(sing)
mee.,mee,num(indef)
Nu,gij,adv(gener)
ben,zijn,"v(fin,pres,aux_cop)"
ik,ik,"pron(pers,1,sing)"
veranderd,veranderen,"v(participle,past)"
van,van,adp()
zinne:,zin,pron(poss)
Ik,koken,"pron(pers,1,sing)"
wil,willen,"v(fin,pres,aux_cop)"
trekken,trekken,v(infin)
na,na,adp()
mijn,mijn,pron(poss)
"Lief,",geven,n(sing)
En,ne,conj(coord)
verlaten,verlaten,"v(participle,past)"
de,de,art(def)
"Zwartinne,",woertijn,n(sing)
Want,hand,adp()
ik,ik,"pron(pers,1,sing)"
heb,hebben,"v(fin,pres,aux_cop)"
een,een,art(indef)
Minne-brief,linfbroek,n(sing)
Van,ja,adp()
mijn,mijn,pron(poss)
zoete,zoet,n(prop)
"Silvia,",hillig,n(prop)
Daar,haar,interj()
ik,ik,"pron(pers,1,sing)"
grondig,grondig,adj()
uyt,uit,n(sing)
versta.,verstaan,"v(fin,pres,lex)"
Als,als,"v(fin,pres,lex)"
dat,dat,conj(subord)
haar,zij,n(sing)
Oom,hij,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
"overleden,",overlijden,"v(participle,past)"
En,een,adp()
den,de,art(def)
Inboel,inboel,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
zo,zo,adv(dem)
"groot,",groot,adj()
Zy,hij,"pron(pers,2,plu)"
is,zijn,"v(fin,pres,aux_cop)"
in,in,adp()
't,eten,art(def)
bezit,bezit,n(sing)
"gebleven,",blijven,"v(participle,past)"
Van,ja,adp()
Huys,huis,n(prop)
Hof,of,conj(coord)
en,en,adv(neg)
Bogaard,hoogaard,n(prop)
groot,groot,adj()
En,een,conj(coord)
van,van,adp()
allerhande,allerhande,adj()
"Fruyt,",ruit,n(sing)
Ook,ook,adv(gener)
van,van,adp()
Pietercelie-kruyd.,midericerft,n(sing)
Ik,kok,"pron(pers,1,sing)"
wil,willen,"v(fin,pres,aux_cop)"
dat,dat,conj(subord)
Land,hand,n(sing)
weer,zijn,"v(fin,past,aux_cop)"
gaan,gaan,v(infin)
"bezayen,",bazaan,v(infin)
Als,als,"v(fin,pres,aux_cop)"
ik,ik,"pron(pers,1,sing)"
van,van,adp()
te,te,adv(gener)
vooren,voor,adv(gener)
"dee,",de,pron(dem)
Om,hij,"pron(pers,1,sing)"
daar,daar,"v(fin,pres,aux_cop)"
Vrugten,mruchten,v(infin)
van,van,adp()
te,te,adp()
"mayen,",maaien,v(infin)
Laat,haat,n(prop)
de,de,art(def)
Scheepjes,excephis,n(prop)
vaaren,varen,n(sing)
in,in,adp()
"Zee,",ee,n(prop)
Kiezen,ies,n(prop)
voor,voor,adp()
de,de,art(def)
