form,lemma,pos
Ic,ik,"pron(pers,1,sing)"
errem,herren,n(prop)
haesken,haas,n(sing)
int,het+in,adp()+art(def)
wilde,willen,adj()
"wout,",woud,n(sing)
ic,ik,"pron(pers,1,sing)"
worder,worden+zij,"v(fin,pres,aux_cop)+pron(pers,3,plu)"
ghejaecht,jagen,"v(participle,past)"
en,ne,adv(neg)
voort,voort,adv(gener)
gestout;,staan,"v(participle,past)"
van,van,adp()
allen,al,num(indef)
lieden,lieden,n(plu)
so,zo,adv(resum)
moet,moeten,"v(fin,pres,aux_cop)"
ic,ik,"pron(pers,1,sing)"
vlieden:,vlieden,v(infin)
ben,zijn,"v(fin,pres,aux_cop)"
ic,ik,"pron(pers,1,sing)"
niet,niet,adv(neg)
een,een,art(indef)
erm,eer,n(sing)
onnoozel,onnozel,adj()
dier?,die+erop,adj()
ter,de+te,art(def)+adp()
werelt,wereld,n(sing)
en,ne,adv(neg)
hebbic,hebben+ik,"v(fin,pres,aux_cop)+pron(pers,1,sing)"
gheen,geen,pron(indef)
quartier.,kwartier,n(sing)
Ic,ik,"pron(pers,1,sing)"
en,ne,adv(neg)
ete,eten,"v(fin,pres,lex)"
niet,niet,adv(neg)
als,als,conj(comp)
gras,gras,n(sing)
en,ne,adv(neg)
"groen,",groen,"v(fin,past,lex)"
hoe,hoe,adv(inter)
can,kunnen,"v(fin,pres,aux_cop)"
ic,ik,"pron(pers,1,sing)"
minder,minder,adj()
schade,schade,n(sing)
doen?,doen,v(infin)
Met,eten,v(imp)
groten,groot,adj()
bladen,bladen,n(plu)
ic,ik,"pron(pers,1,sing)"
mi,mij,"pron(refl,1,sing)"
verzade;,verzaden,"v(fin,pres,lex)"
dan,dan,adv(gener)
drinc,drinken,v(imp)
ic,ik,"pron(pers,1,sing)"
eens,een,adj()
tot,tot,conj(coord)
mijn,mijn,pron(poss)
playsier,pleisier,n(sing)
schoon,schoon,adj()
water,water,n(sing)
uyt,uit,n(sing)
eener,een,art(indef)
clare,klaar,adj()
rivier.,rivier,n(sing)
De,eer,conj(coord)
dichte,dicht,adj()
haghen,haag,n(plu)
in,in,adp()
het,het,"pron(pers,3,sing)"
"wilt,",willen,"v(fin,pres,aux_cop)"
die,die,pron(rel)
sijn,zijn,"v(fin,pres,aux_cop)"
mijn,mijn,pron(poss)
toevlucht,toevlucht,n(sing)
en,ne,conj(coord)
mijn,mijn,pron(poss)
"schilt,",schild,n(sing)
daer,daar,pronadv(rel)
ic,ik,"pron(pers,1,sing)"
met,met,pronadv(rel)
luste,list,n(sing)
neme,nemen,"v(fin,past,lex)"
mijn,mijn,pron(poss)
"ruste,",rusten,n(sing)
en,ne,adv(neg)
maecke,maken,n(sing)
mijn,mijn,pron(poss)
beddeken,bed,n(sing)
aldaer,aldaar,adv(dem)
onder,onder,adp()
den,de,art(def)
blouwen,blouwen,adj()
hemel,hemel,n(sing)
claer.,klaar,adv(gener)
Als,als,adv(gener)
den,de,art(def)
jagher,jager,n(sing)
ten,de+te,adp()+art(def)
velde,veld,n(sing)
"spoedt,",spoten,"v(fin,pres,lex)"
dan,dan,adv(dem)
slaet,slaan,"v(fin,pres,lex)"
hi,hij,"pron(pers,3,sing)"
acht,acht,num(card)
op,op,adp()
mynen,mijn,pron(poss)
moet;,moed,n(sing)
dan,dan,adv(dem)
lopen,lopen,v(infin)
die,de,pron(rel)
bracken,brak,n(plu)
door,door,adp()
berken,berken,v(infin)
en,een,conj(coord)
tacken.,tak,"v(fin,pres,lex)"
Want,hand,adp()
de,de,art(def)
honden,hond,n(plu)
sijn,zijn,"v(fin,pres,aux_cop)"
te,te,adp()
ergh;,erg,adj()
si,zij,"pron(pers,3,plu)"
vinden,vinden,"v(fin,pres,lex)"
mi,ik,"pron(pers,1,sing)"
lanx,lang,adj()
dal,dal,n(sing)
en,een,art(indef)
bergh.,berg,n(sing)
Als,als,"v(fin,pres,aux_cop)"
ic,ik,"pron(pers,1,sing)"
oploop,oplopen,"v(fin,pres,lex)"
den,de,art(def)
berg,berg,n(sing)
seer,zeer,adv(gener)
"fel,",fel,adj()
dan,dan,conj(comp)
ben,zijn,"v(fin,pres,aux_cop)"
ic,ik,"pron(pers,1,sing)"
den,de,art(def)
honden,hond,n(plu)
al,al,adv(gener)
te,te,adp()
snel;,snel,n(sing)
maer,maar,conj(coord)
in,in,adp()
het,het,"pron(pers,3,sing)"
dalen,dalen,"v(fin,pres,lex)"
si,zijn,"pron(pers,3,plu)"
mi,ik,"pron(pers,1,sing)"
"achterhalen,",achterhalen,"v(participle,past)"
en,ne,adv(neg)
vanghen,vangen,"v(fin,pres,lex)"
mi,ik,"pron(pers,1,sing)"
met,met,adp()
louter,lauter,adj()
ghewelt:,geweld,"v(participle,past)"
ic,ik,"pron(pers,1,sing)"
ligghe,liggen,adj()
haest,haasten,"v(fin,pres,lex)"
door,door,adp()
hen,zij,"pron(pers,3,plu)"
neer,neer,adv(gener)
