form,lemma,pos
IK,g,adv(gener)
ben,zijn,"v(fin,pres,aux_cop)"
van,van,adp()
Christi,herstij,n(sing)
Tafel,hafel,adv(gener)
"opgestaen,",opstaan,"v(participle,past)"
In,een,conj(coord)
meening,mening,n(sing)
om,om,adp()
my,ik,"pron(pers,1,sing)"
voor,voor,adp()
de,de,art(def)
sond',zonde,n(sing)
te,te,adp()
wachten:,wachten,v(infin)
Maer,zij,adp()
ach!,o,n(plu)
ik,ik,"pron(pers,1,sing)"
vind,vinden,"v(fin,pres,lex)"
daer,daar,adv(dem)
toe,toe,pronadv(prep)
seer,zeer,adv(gener)
kleyne,klein,adj()
"krachten,",kracht,n(sing)
Ik,kok,n(sing)
heb,hebben,"v(fin,pres,aux_cop)"
seer,zeer,adv(gener)
haest,haasten,n(sing)
al,al,adv(gener)
weder,weder,adv(gener)
quaed,kwaad,adj()
"gedaen,",doen,"v(participle,past)"
Ik,kok,"pron(pers,1,sing)"
voel,veel,adv(gener)
een,een,art(indef)
lust,lusten,"v(fin,pres,lex)"
tot,tot,conj(coord)
eenig,enig,pron(indef)
eygen,eigen,n(sing)
"quaed,",kwaad,n(sing)
Ik,kuin,n(sing)
kan,kunnen,"v(fin,pres,aux_cop)"
my,ik,"pron(pers,1,sing)"
daar,daar,adv(dem)
ten,de+te,art(def)+adp()
vollen,vol,n(sing)
niet,niet,adv(neg)
van,van,adp()
vrijden;,vrij,n(sing)
Dit,het,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
de,de,art(def)
Vyand,iehand,n(sing)
die,die,pron(rel)
my,ik,"pron(pers,1,sing)"
heeft,hebben,"v(fin,pres,aux_cop)"
verraed;,verraden,"v(participle,past)"
Ach!,chii,adv(gener)
kon,kunnen,n(sing)
ik,ik,"pron(pers,1,sing)"
daer,daar,adv(dem)
eens,een,art(indef)
dapper,dapper,adj()
tegen,tegen,adp()
strijden.,strijden,v(infin)
Hoe,hoe,adv(gener)
ben,zijn,"v(fin,pres,aux_cop)"
ik,ik,"pron(pers,1,sing)"
dus,dus,adv(dem)
genegen,genade,v(infin)
tot,tot,adp()
de,de,art(def)
sond'?,zondag,n(sing)
't,het,adp()
Bedorven,eedroven,adj()
vleesch,vlees,n(sing)
bederft,bederven,"v(fin,pres,lex)"
mijn,mijn,pron(poss)
eerste,eerst,num(ord)
"lusten,",lusten,n(sing)
De,eer,conj(coord)
Wereld,eer+het,n(sing)
