form,lemma,pos
ACh,hebben,"pron(pers,3,sing)"
aenghenaem,aannemen,adj()
"ghelaet,",gelaat,"v(participle,past)"
En,na,art(indef)
lieffelijck,lieflijk,adj()
"cieraet,",keerhard,n(sing)
Dat,hebben,conj(coord)
de,de,art(def)
"Son,",hoon,n(sing)
dat,dat,pron(rel)
de,de,art(def)
"Son,",hoon,n(sing)
ver,vrouw,n(sing)
in,in,adp()
glans,gland,n(prop)
te,te,adp()
boven,boven,adv(gener)
"gaet,",gaan,n(sing)
V,in,conj(coord)
"ghesicht,",ziekheng,"v(participle,past)"
dat,dat,conj(subord)
verlicht,verlichten,"v(fin,pres,lex)"
Als,als,n(sing)
een,een,art(indef)
fackel,fakkel,n(sing)
in,in,adp()
der,de,art(def)
"nacht,",nacht,n(sing)
De,eer,pron(poss)
pyne,pijn,n(sing)
van,van,adp()
mijn,mijn,pron(poss)
"ziel,",ziel,n(sing)
dien,die,art(def)
schoonheydt,schoonheid,n(sing)
in,in,adp()
my,ik,"pron(pers,1,sing)"
bracht.,brengen,"v(fin,past,lex)"
Ghy,hij,"pron(pers,3,sing)"
zijt,zijn,"v(fin,pres,aux_cop)"
het,het,"pron(pers,3,sing)"
"fondament,",fundament,n(sing)
Mijn,een,pron(poss)
Enghel,engel,n(prop)
ist,het+zijn,"v(fin,pres,aux_cop)+pron(pers,3,sing)"
"bekent,",bekennen,"v(participle,past)"
Hoe,hoe,interj()
mijn,mijn,pron(poss)
"hart,",hard,n(sing)
door,door,adp()
de,de,art(def)
smart,smart,n(sing)
aen,aan,adp()
u,uw,"pron(pers,2,plu)"
zieltje,zielte,n(sing)
is,zijn,"v(fin,pres,aux_cop)"
ghe-ent,venden,"v(participle,past)"
Met,eten,adp()
een,een,art(indef)
"bandt,",binden,n(sing)
van,van,adp()
den,de,art(def)
"brandt,",brand,n(sing)
Die,hij,conj(coord)
dijn,dijn,pron(poss)
ooghjes,oog,n(sing)
door,door,adp()
een,een,art(indef)
strael,straal,n(sing)
Mijn,een,adv(gener)
kille,kil,n(sing)
borst,borst,n(sing)
"ondoyt,",ontdoen,"v(fin,pres,lex)"
jae,ja,conj(coord)
dee,de,pron(rel)
smelten,smelten,v(infin)
t'eenemael.,teelhaam,adv(gener)
Goddinne,hodding,adj()
waerde,woord,n(sing)
"vrouw,",vrouw,adv(gener)
V,.,adp()
dienaer,dienaar,adj()
smacht,smachten,n(sing)
van,van,adp()
"rouw,",rouw,n(prop)
Om,ik,adv(gener)
dat,dat,conj(subord)
hy,hij,"pron(pers,3,sing)"
u,gij,"pron(pers,2,plu)"
"bemint,",beminnen,"v(fin,pres,lex)"
niet,niet,adv(neg)
ghenieten,genieten,v(infin)
mach,mogen,"v(fin,pres,aux_cop)"
u,gij,"pron(pers,2,plu)"
trouw:,trouw,n(sing)
Doch,ook,conj(coord)
ghy,gij,"pron(pers,2,sing)"
"schoon,",schoon,"v(fin,pres,lex)"
Tot,hoofd,adv(gener)
een,een,art(indef)
loon,loon,n(sing)
Met,eten,"v(fin,pres,lex)"
u,gij,pron(poss)
jonste,gunnen,n(sing)
my,ik,"pron(pers,1,sing)"
