form,lemma,pos
IEsus,chussius,n(prop)
"tsaert,",het+zwaard,art(def)+n(sing)
Godlicker,hodalijk,n(prop)
aert,arend,n(prop)
Uan,ja,n(prop)
God,hoofd,conj(coord)
den,de,art(def)
Uader,ader,n(sing)
gheboren,geboren,adj()
Ghy,hij,"pron(pers,3,sing)"
hebt,hebben,"v(fin,pres,aux_cop)"
met,met,adp()
"macht,",macht,n(sing)
weder,weer,adv(gener)
bracht,brengen,"v(participle,past)"
Dat,hebben,adv(gener)
langhe,lang,adv(gener)
was,zijn,"v(fin,past,aux_cop)"
verloren,verliezen,"v(participle,past)"
Door,horen,n(prop)
Adams,emma,n(prop)
"val,",val,adj()
troost,troost,n(sing)
was,zijn,"v(fin,past,aux_cop)"
ons,wij,"pron(pers,1,plu)"
al,al,num(indef)
Uan,ja,adp()
God,hoofd,conj(coord)
den,de,art(def)
Uader,ader,n(sing)
ghesproken,spreken,"v(participle,past)"
Op,op,n(sing)
dat,dat,pron(dem)
niet,niet,adv(neg)
en,ne,adv(neg)
wort,worden,"v(fin,pres,aux_cop)"
ghewroken,wreken,"v(participle,past)"
Onse,niets,"v(fin,pres,aux_cop)"
sonde,zonde,n(sing)
ons,wij,"pron(pers,1,plu)"
"schult,",schuld,n(sing)
verworstu,verworren+zij,"pron(pers,2,sing)+v(fin,pres,lex)"
hult,houden,adv(gener)
Want,hand,"pron(pers,3,sing)+conj(subord)"
gheenen,geen,pron(dem)
troost,troost,n(sing)
en,ne,adv(neg)
"ist,",zijn+het,v(imp)
daer,daar,adv(rel)
du,du,"pron(pers,2,sing)"
niet,niet,adv(neg)
en,ne,adv(neg)
bist,zijn,"v(fin,pres,aux_cop)"
Bermherticheyt,armhartigheid,n(sing)
te,te,adp()
verweruen,verwerven,v(infin)
Wie,je,conj(coord)
dat,dat,conj(subord)
niet,niet,adv(neg)
en,en,adv(neg)
hoept,hopen,"v(fin,pres,lex)"
in,in,adp()
dijn,dijn,pron(poss)
ghenade,genade,n(sing)
Die,ei,interj()
moet,moeten,"v(fin,pres,aux_cop)"
doch,doch,adv(gener)
eewelick,eeuwelijk,adv(gener)
steruen.,sterven,v(infin)
O,:,art(def)
Iesu,huis,n(prop)
"milt,",mild,"v(fin,pres,lex)"
ghy,gij,"pron(pers,2,sing)"
hebt,hebben,"v(fin,pres,aux_cop)"
ghestilt,stillen,"v(participle,past)"
De,eer,art(indef)
oude,oud,adj()
vaders,vader,n(plu)
haer,zij,pron(poss)
verlanghen,verlangen,n(plu)
Die,ie,num(card)
iaer,jaar,n(plu)
en,en,adv(neg)
"dach,",dag,n(sing)
in,in,adp()
wee,wee,n(sing)
en,ne,adv(neg)
clach,klagen,"v(fin,past,lex)"
Die,een,num(indef)
gheuanckenis,gevangenis,n(sing)
hiel,houden,n(sing)
gheuanghen,vangen,"v(participle,past)"
Wt,eten,art(def)
dieper,diep,adj()
"noot,",nood,n(sing)
riepen,roepen,"v(fin,past,lex)"
sy,zij,"pron(pers,3,plu)"
tot,tot,adp()
God,hood,n(sing)
Doet,hoofd,adv(gener)
op,op,adp()
des,de,art(def)
hemels,hemel,n(sing)
poorten,poort,n(sing)
Doet,het+ooit,adv(gener)
op,op,adp()
aen,aan,adp()
allen,al,num(indef)
oorten,ort,n(plu)
Seynt,einde,v(imp)
ons,wij,"pron(pers,1,plu)"
dijn,dijn,pron(poss)
"kint,",kind,n(sing)
dat,dat,pron(rel)
van,van,adp()
ons,wij,"pron(pers,1,plu)"
nimt,nemen,"v(fin,pres,lex)"
Dese,ese,"pron(pers,3,sing)+v(fin,pres,aux_cop)"
sware,zwaar,adj()
"pijn,",pijn,n(sing)
dwelck,de+welk,art(def)+pron(rel)
moet,moeten,"v(fin,pres,aux_cop)"
gheschien,geschieden,v(infin)
O,.,"v(fin,pres,aux_cop)"
Christus,christus,n(sing)
door,door,adp()
dijne,dijn,n(prop)
lijden,lijden,n(sing)
Daerom,ja's1am,v(imp)
dy,du,pron(dem)
"hout,",houden,"v(fin,pres,lex)"
eenen,een,art(indef)
Heer,eer,n(sing)
stout,stout,adj()
De,een,conj(coord)
weerelt,wereld,n(sing)
tot,tot,adp()
eewighen,eeuwig,adj()
tijden.,tijd,n(plu)
Iesu,huis,misc()
"fijn,",fijn,n(prop)
dijn,dijn,pron(poss)
woort,woord,n(sing)
gheeft,geven,"v(fin,pres,lex)"
schijn,schijn,n(sing)
Ende,en,conj(coord)
lichtet,lichten,v(imp)
claer,klaar,adj()
ende,en,conj(coord)
ghewisse,gewis,n(sing)
Het,eten,adv(gener)
helpt,helpen,v(imp)
wt,uit,adp()
"pijn,",pijn,n(sing)
die,de,art(def)
arme,arm,n(plu)
dijn,dijn,pron(poss)
Die,je,n(sing)
