form,lemma,pos
Ach,gij,"pron(pers,1,sing)"
Schoone,gechoon,n(prop)
Maget,hagen,"v(fin,pres,lex)"
die,die,pron(rel)
mijn,mijn,pron(poss)
"Hert,",eren,n(sing)
En,ne,conj(coord)
Ingewand,angewand,adj()
doet,doen,"v(fin,pres,aux_cop)"
blaaken:,blaken,v(infin)
Ach,gij,"pron(pers,1,sing)"
mogt,mogen,"v(fin,past,aux_cop)"
ik,ik,"pron(pers,1,sing)"
heelen,helen,adv(gener)
mijne,mijn,pron(poss)
smert:,smart,n(sing)
Door,horen,adp()
uwen,uw,pron(poss)
Mond,hond,n(sing)
te,te,adp()
"raken,",raken,v(infin)
Dan,gunnen,adv(gener)
wierd,worden,"v(fin,pres,aux_cop)"
ik,ik,"pron(pers,1,sing)"
gezond;,gezond,adv(gener)
Door,horen,n(sing)
hulp,hulp,n(sing)
van,van,adp()
uw,uw,n(prop)
"Mond,",hond,conj(coord)
En,ne,conj(coord)
uw,uw,pron(poss)
incornate,incornatie,n(sing)
Kaken.,eiken,n(prop)
Hoe,hoe,adv(gener)
mals,malk,n(sing)
puyld,pult,n(sing)
u,uw,pron(poss)
Boezem,hoesem,n(sing)
"uyt,",uit,v(imp)
Van,ja,adp()+art(def)
geylheyd,geilheid,n(sing)
"overladen,",overladen,v(infin)
Wat,haten,interj()
slaat,slaan,v(imp)
uw,uw,pron(poss)
Keeltje,helft,n(sing)
een,een,art(indef)
zoet,zoet,n(sing)
geluyd,geluid,"v(participle,past)"
Dat,haten,conj(coord)
weergalmt,wergelman,adj()
door,door,adp()
de,de,art(def)
Bladen:,laden,n(plu)
En,in,conj(coord)
u,gij,pron(poss)
zuyker-zoet,zuiekweed,n(sing)
Dat,haten,conj(coord)
als,als,conj(subord)
Nectar,exaar,n(sing)
voet:,voet,"v(fin,pres,lex)"
Kan,ja,adp()
onze,ons,pron(poss)
luk,lucht,n(sing)
verzaden.,verzaden,v(infin)
Uw,owee,"v(fin,pres,aux_cop)"
blonte,blond,adj()
Hayr-lok,jaarlijk,n(sing)
zwierd,zweren,"v(fin,pres,lex)"
langs,langs,adj()
’t,eten,"pron(pers,2,sing)"
"Hoofd,",hoofd,"v(fin,pres,lex)"
Die,hij,adp()
de,de,art(def)
Ooste-wind,oostwind,n(sing)
doet,doen,"v(fin,pres,lex)"
"spelen,",spelen,"v(fin,pres,lex)"
Uw,uw,adv(gener)
glans,glans,n(plu)
die,die,pron(rel)
’t,eten,adv(gener)
Zonne-ligt,onlegging,adv(gener)
verdooft,verdoofd,"v(fin,pres,lex)"
En,ne,conj(coord)
of,of,conj(coord)
gy,gij,"pron(pers,2,plu)"
mee,mee,num(indef)
wou,wouw,adj()
deelen:,delen,"v(fin,pres,lex)"
Uw,gij,pron(poss)
Rooze-kleur:,ootmoedervel,n(sing)
En,ne,conj(coord)
uw,uw,pron(poss)
zoete,zoet,adj()
geur:,gevroegen,n(sing)
Die,je,interj()
’t,eten,conj(coord)
Hert,eren,"v(fin,pres,lex)"
en,een,art(indef)
Ziel,eel,n(sing)
komt,komen,"v(fin,pres,lex)"
streelen.,strijlen,v(infin)
Hier,ier,adv(gener)
op,op,adp()
zo,zo,adv(resum)
vat,vat,n(plu)
ik,ik,"pron(pers,1,sing)"
uwen,uw,pron(poss)
hals:,hals,n(sing)
En,ne,adv(neg)
vlegt,vlegen,"v(fin,pres,lex)"
daar,daar,adv(dem)
om,om,adp()
mijn,mijn,pron(poss)
Ermen:,arm,n(sing)
En,ne,adv(neg)
drukt,drukken,v(imp)
mijn,mijn,pron(poss)
op,op,adp()
u,gij,"pron(pers,2,sing)"
Boezem,hoesem,interj()
mals:,mals,"v(fin,pres,aux_cop)"
Die,je,conj(coord)
mijn,mijn,pron(poss)
staag,staan,n(sing)
zullen,zullen,"v(fin,pres,aux_cop)"
"wermen,",warmen,v(infin)
Maakt,gaak,interj()
u,gij,"pron(pers,2,plu)"
Boezem,hoesem,n(prop)
bloot:,bloot,adj()
Geeft,hebben,"v(fin,pres,lex)"
ten,de+te,art(def)+adp()
best,zijn,n(sing)
uw,uw,interj()
Schoot;,gechot,n(sing)
En,ne,adv(neg)
wild,willen,"v(fin,pres,aux_cop)"
mijn,mijn,pron(poss)
dog,doch,adv(gener)
ontfermen.,ontfermen,v(infin)
Ik,kok,"pron(pers,1,sing)"
zal,zullen,"v(fin,pres,aux_cop)"
u,gij,"pron(pers,2,sing)"
leggen,leggen,v(infin)
naar,naar,n(sing)
mijn,mijn,pron(poss)
zin:,zin,n(sing)
En,in,conj(coord)
al,al,pron(indef)
uw,uw,pron(poss)
Leden,eden,n(plu)
voelen,voelen,n(plu)
En,ne,adv(neg)
als,als,conj(comp)
ik,ik,"pron(pers,1,sing)"
raak,raken,"v(fin,pres,lex)"
uw,uw,pron(poss)
kloofjen,kloofje,n(sing)
"in,",in,adp()
Zult,gulden,v(imp)
gy,gij,"pron(pers,2,plu)"
van,van,adp()
vreugd,vreugde,n(sing)
"krioelen,",krielen,n(plu)
Drukt,geruiken,v(imp)
u,uw,"pron(pers,2,plu)"
digt,dichten,"v(fin,pres,aux_cop)"
"dan,",dan,adv(gener)
Aan,hangen,adp()
de,de,art(def)
mijne,mijn,pron(poss)
"an,",aan,n(plu)
En,ne,conj(coord)
wild,willen,"v(fin,pres,aux_cop)"
gestadig,gestadig,adj()
woelen.,wolen,n(plu)
