form,lemma,pos
Wel,el,n(sing)
wat,wat,pron(inter)
of,of,conj(coord)
Neeltje,eel+tij,n(sing)
meent,menen,"v(fin,pres,lex)"
Om,hij,"pron(pers,1,sing)"
datze,dat+zij,"conj(subord)+pron(pers,3,sing)"
soo,zo,adv(indef)
verdweent,verduwen,"v(fin,pres,lex)"
Gaet,haat,adv(gener)
gekleed,kleden,"v(participle,past)"
op,op,adp()
de,de,art(def)
wijs,wijs,n(sing)
Van,hangen,adp()
de,de,art(def)
steedze,stede+zijn,n(sing)
"manier,",manier,adv(gener)
En,een,adv(neg)
beeld,beeld,"v(fin,pres,lex)"
haer,zij,"pron(refl,3,sing)"
selven,zelf,pron(dem)
in,in,adp()
Te,ee,pron(dem)
wezen,wezen,v(infin)
een,een,art(indef)
Godin!,godo,adj()
Want,hand,adj()
sy,zij,"pron(pers,3,plu)"
treed,treden,"v(fin,pres,lex)"
als,als,conj(comp)
een,een,art(indef)
"Paeuw,",aan,n(sing)
Dit,eten,conj(coord)
hovaerdige,hovaardig,adj()
dier.,dier,pron(rel)
Sy,ei,n(sing)
heeft,hebben,"v(fin,pres,aux_cop)"
de,de,art(def)
Stam,atam,n(sing)
Daer,zij,pronadv(rel)
sy,zij,"pron(pers,3,plu)"
af,af,pronadv(rel)
"quam,",komen,"v(fin,past,lex)"
Haer,haar,pron(poss)
"Ouders,",juder,n(plu)
gantsch,gans,adj()
"vergeten,",vergeten,"v(participle,past)"
Maer,zij,adp()
men,men,pron(indef)
"weet,",weten,"v(fin,pres,lex)"
die,de,art(def)
Neeltje,eel+te,adj()
kent,kind,"v(fin,pres,lex)"
Dat,haten,conj(subord)
ze,zij,"pron(pers,3,plu)"
voormaels,voormaals,adv(gener)
was,zijn,"v(fin,past,aux_cop)"
gewent,wenen,"v(participle,past)"
De,eer,art(indef)
Melk,elk,adj()
in,in,adp()
Stee,heet,n(sing)
te,te,adp()
meeten.,meten,v(infin)
Sy,een,pron(poss)
droeg,dragen,n(sing)
een,een,art(indef)
blaeuwe,blauw,n(sing)
"Rok,",ook,n(sing)
Twee,eeuw,adj()
emmers,immer,adv(gener)
aen,aan,adp()
haer,zij,pron(poss)
"Jok,",ook,n(sing)
's,zijn,pron(poss)
Ochtens,echten,n(sing)
"vroeg,",vroeg,n(sing)
Als,als,conj(subord)
sy,zij,"pron(pers,3,plu)"
ging,gaan,"v(fin,pres,lex)"
in,in,adp()
het,het,"pron(pers,3,sing)"
Veld,houden,"v(fin,pres,lex)"
door,door,adp()
den,de,art(def)
"dou,",douw,n(sing)
Een,een,art(indef)
Trijpe,erop,n(sing)
hoed,hoofd,n(sing)
op,op,adp()
't,eten,pron(dem)
hooft:,hoofd,n(sing)
Wie,hij,adv(gener)
haddet,hebben+het,"v(fin,past,aux_cop)+pron(pers,3,sing)"
oyt,oud,adj()
