form,lemma,pos
MYn,zij,pronadv(rel)
"Lief,",geven,n(prop)
mijn,mijn,pron(poss)
soete,zoet,adj()
"Beckje,",akker,n(sing)
Wat,hebben,conj(coord)
pijn,pijn,adj()
ist,zijn+het,"v(fin,pres,aux_cop)+pron(pers,3,sing)"
dat,dat,conj(subord)
jou,ju,"pron(pers,2,plu)"
schort?,scheuren,"v(fin,pres,lex)"
Wat,hebben,conj(coord)
brabbeldme,brengel,n(sing)
dit,dit,pron(dem)
Geckje?,akij,n(sing)
Mijn,een,adv(gener)
eer,eer,adv(gener)
doet,doen,"v(fin,pres,lex)"
ghy,gij,"pron(pers,2,sing)"
te,te,adp()
"kort,",kort,n(sing)
"Och,",gij,conj(coord)
"och,",och,interj()
"och,",och,interj()
"och,",och,interj()
't,het,pron(dem)
is,zijn,"v(fin,pres,aux_cop)"
deerlijck,daarlijk,adv(gener)
om,om,adp()
te,te,adp()
"hooren,",horen,v(infin)
En,een,conj(coord)
klaeght,klagen,"v(fin,pres,lex)"
doch,doch,conj(coord)
"niet,",niet,adv(neg)
want,want,conj(subord)
isset,is+het,"v(fin,pres,aux_cop)+pron(pers,3,sing)"
"soo,",zo,conj(coord)
je,ik,n(prop)
blijft,blijven,"v(fin,pres,aux_cop)"
doch,doch,adv(gener)
niet,niet,adv(neg)
verloren.,verliezen,adj()
Wel,el,adv(gener)
isset,het+zijn,"v(fin,pres,aux_cop)+pron(pers,3,sing)"
so,zo,adv(gener)
"verpeutert,",verpeuren,"v(participle,past)"
Dat,hebben,conj(subord)
ghy,gij,"pron(pers,2,plu)"
dus,dus,adv(dem)
yss'lijck,isselijk,adj()
baert?,baren,n(sing)
Myn,een,pron(poss)
"dunckt,",dunken,n(sing)
te,te,adp()
"recht,",recht,n(sing)
ghy,gij,"pron(pers,2,plu)"
"leutert,",leuteren,"v(fin,pres,lex)"
Ghy,hij,"pron(pers,2,plu)"
maeckt,maken,"v(fin,pres,lex)"
een,een,art(indef)
mensch,mens,n(sing)
vervaert.,vervaard,adj()
"Och,",gij,interj()
"och,",och,interj()
