form,lemma,pos
't,eten,"v(fin,pres,lex)"
IS,.,misc()
Kermis,eer+men+zij,n(prop)
komt,komen,"v(fin,pres,lex)"
op,op,adp()
't,et,art(def)
"Feest,",est,"v(fin,pres,lex)"
In,een,conj(coord)
Amstels,amstel,num(indef)
grote,groot,adj()
"steden,",stad,n(plu)
Wien,een,pron(indef)
sou,zoven,adv(resum)
niet,niet,adv(neg)
met,met,adp()
"gejuig,",gevoeg,n(sing)
Zyn,een,adp()
lof,lof,n(sing)
by,bij,adp()
ons,wij,"pron(pers,1,plu)"
besteden?,besteden,"v(participle,past)"
Daar,haar,n(sing)
Amstels,amstel,n(prop)
soete,zoet,adj()
"Jeugt,",echt,n(sing)
Zig,ik,"pron(pers,1,sing)"
nu,nu,adv(dem)
weer,zijn,adv(gener)
in,in,adp()
"verblyd,",verblijden,"v(participle,past)"
Komt,om,adv(gener)
maakt,maken,"v(fin,pres,lex)"
het,het,"pron(pers,3,sing)"
Feest,heten,"v(fin,pres,lex)+pron(pers,3,sing)"
by,bij,adp()
"ons,",wij,"pron(pers,1,plu)"
En,ne,adv(neg)
werd,zijn+het,v(imp)
met,met,adp()
ons,wij,"pron(pers,1,plu)"
verblyd.,verblijd,"v(participle,past)"
Zo,o,interj()
sal,zullen,"v(fin,pres,aux_cop)"
't,et,art(def)
Feest,eest,n(sing)
syn,zijn,v(infin)
"vergroot,",vergroofd,adj()
Van,johannes,interj()
Amstels,amstel,adj()
groote,groot,adj()
"Stad,",het,n(sing)
Den,een,art(indef)
Burger,erg,n(sing)
en,ne,conj(coord)
den,de,art(def)
"Boer,",hoorge,n(sing)
Kreeg,erg,"v(fin,past,lex)"
dan,dan,conj(comp)
wel,wel,adv(gener)
ligt,licht,"v(fin,pres,lex)"
zyn,zijn,pron(poss)
pard.,paard,n(sing)
Daarom,carom,n(prop)
komt,komen,"v(fin,pres,lex)"
lustig,lustig,adj()
"nadert,",naderen,adv(gener)
Komt,het+om,adv(gener)
nadert,naderen,adv(gener)
onse,ons,pron(poss)
"Stad,",etad,n(sing)
Wy,gij,n(sing)
sullen,zullen,"v(fin,pres,aux_cop)"
met,met,adp()
u,gij,pron(poss)
"zyn,",zin,v(infin)
te,te,adp()
samen,samen,v(infin)
Uitmaken,ontmaken,v(infin)
een,een,art(indef)
groote,groot,adj()
schat.,schat,n(sing)
Met,eten,"v(fin,pres,lex)"
het,het,"pron(pers,3,sing)"
Meysje,eisen,"v(fin,pres,lex)+pron(pers,3,sing)"
van,van,adp()
"playzier,",pleis,n(prop)
Ik,koken,adv(gener)
zoek,zoeken,v(imp)
myn,mijn,pron(poss)
Venus,henos,n(sing)
"dier,",die,pron(rel)+pronadv(pers)
En,ne,adv(neg)
kom,komen,"v(fin,pres,lex)"
zo,zo,adv(resum)
op,op,adp()
het,het,"pron(pers,3,sing)"
strand,strant,"v(fin,pres,lex)"
Met,eten,"v(fin,pres,lex)"
het,het,"pron(pers,3,sing)"
Zusje,huis,"v(fin,pres,lex)+pron(pers,3,plu)"
hand,hand,n(sing)
aan,aan,adp()
hand.,hand,n(sing)
Ik,koken,"pron(pers,1,sing)"
zoek,zoeken,"v(fin,past,lex)"
myn,mijn,pron(poss)
Venus,eens,n(sing)
"dier,",dier,pron(rel)+pronadv(pers)
Met,eten,conj(coord)
haar,haar,pronadv(dem)
maak,maken,"v(fin,pres,lex)"
ik,ik,"pron(pers,1,sing)"
myn,mijn,pron(poss)
"playzier,",pleis,n(sing)
Komt,om,"v(fin,pres,lex)"
helpt,helpen,"v(fin,pres,lex)"
my,ik,"pron(pers,1,sing)"
hier,hier,pronadv(dem)
in,in,pronadv(prep)
by,bij,adp()
"tyds,",tijd,n(sing)
Eer,hij,n(sing)
ons,wij,"pron(pers,1,plu)"
den,de,art(def)
tyd,tijd,n(sing)
ontglyd.,ontgleden,"v(participle,past)"
